phase,elapsed_s,distance_m,x,y,mode,frame_ms,primary,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,live_package_bytes,live_mesh_bytes,live_collision_bytes,live_gl_resources,retirement_queue_bytes,worker_result_bytes,cache_entries,packages_created,packages_retired,pkg_create,pkg_retire,worker_batch,collision,mesh,gl_create,gl_delete,alloc_delta,finish_ms,swap_ms,retire_ms,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
travel,0.029,0.7,128.996,128.996,fly,0.792,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925241,0,0,0,0,0,0,0,0,0,0,0.419,0.011,0.000,0,0,0,0,0,0,0
travel,0.060,1.4,129.510,129.510,fly,0.756,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925286,0,0,0,0,0,0,0,0,0,0,0.409,0.010,0.000,0,0,0,0,0,0,0
travel,0.090,2.2,130.022,130.022,fly,0.744,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925331,0,0,0,0,0,0,0,0,0,0,0.394,0.010,0.000,0,0,0,0,0,0,0
travel,0.121,2.9,130.545,130.545,fly,0.785,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925331,0,0,0,0,0,0,0,0,0,0,0.405,0.011,0.000,0,0,0,0,0,0,0
travel,0.151,3.6,131.055,131.055,fly,0.759,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925376,0,0,0,0,0,0,0,0,0,0,0.413,0.010,0.000,0,0,0,0,0,0,0
travel,0.181,4.3,131.575,131.575,fly,0.772,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925376,0,0,0,0,0,0,0,0,0,0,0.415,0.010,0.000,0,0,0,0,0,0,0
travel,0.211,5.1,132.086,132.086,fly,0.821,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925394,0,0,0,0,0,0,0,0,0,0,0.422,0.011,0.000,0,0,0,0,0,0,0
travel,0.241,5.8,132.596,132.596,fly,1.020,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925394,0,0,0,0,0,0,0,0,0,0,0.641,0.023,0.000,0,0,0,0,0,0,0
travel,0.272,6.5,133.110,133.110,fly,0.741,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925400,0,0,0,0,0,0,0,0,0,0,0.392,0.010,0.000,0,0,0,0,0,0,0
travel,0.302,7.2,133.623,133.623,fly,0.769,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925400,0,0,0,0,0,0,0,0,0,0,0.411,0.011,0.000,0,0,0,0,0,0,0
travel,0.332,8.0,134.135,134.135,fly,0.754,ok,2601,0,0,192.00,396132352,524341248,114090264,95883264,18123768,2601,0,22132800,925402,0,0,0,0,0,0,0,0,0,0,0.407,0.010,0.000,0,0,0,0,0,0,0
travel,0.362,8.7,134.644,134.644,fly,0.783,ok,2601,0,0,192.00,396136448,524341248,114090264,95883264,18123768,2601,0,22132800,925402,0,0,0,0,0,0,0,0,0,0,0.397,0.017,0.000,0,0,0,0,0,0,0
travel,0.393,9.4,135.162,135.162,fly,0.755,ok,2601,0,0,192.00,396136448,524341248,114090264,95883264,18123768,2601,0,22132800,925402,0,0,0,0,0,0,0,0,0,0,0.405,0.011,0.000,0,0,0,0,0,0,0
travel,0.423,10.1,135.673,135.673,fly,0.742,ok,2601,0,0,192.00,396136448,524341248,114090264,95883264,18123768,2601,0,22132800,925402,0,0,0,0,0,0,0,0,0,0,0.393,0.010,0.000,0,0,0,0,0,0,0
travel,0.463,11.1,136.351,136.351,fly,0.820,ok,2601,0,118,192.00,400691200,533270528,114090264,95883264,18123768,2702,3724880,15975936,954976,101,101,0,0,7,0,0,0,0,0,0.401,0.018,0.000,0,0,0,101,101,0,0
travel,0.493,11.8,136.868,136.868,fly,0.780,ok,2601,0,11,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,21558768,979485,101,101,0,0,6,0,0,0,0,0,0.404,0.011,0.000,0,0,0,101,101,0,0
travel,0.523,12.6,137.381,137.381,fly,0.800,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.435,0.021,0.000,0,0,0,101,101,0,0
travel,0.554,13.3,137.895,137.895,fly,0.748,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.394,0.010,0.000,0,0,0,101,101,0,0
travel,0.584,14.0,138.407,138.407,fly,0.780,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.412,0.010,0.000,0,0,0,101,101,0,0
travel,0.614,14.7,138.921,138.921,fly,0.792,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.415,0.011,0.000,0,0,0,101,101,0,0
travel,0.644,15.5,139.435,139.435,fly,0.756,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.408,0.010,0.000,0,0,0,101,101,0,0
travel,0.674,16.2,139.944,139.944,fly,1.277,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.901,0.011,0.000,0,0,0,101,101,0,0
travel,0.705,16.9,140.459,140.459,fly,0.827,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.430,0.018,0.000,0,0,0,101,101,0,0
travel,0.735,17.6,140.971,140.971,fly,0.757,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.410,0.010,0.000,0,0,0,101,101,0,0
travel,0.765,18.4,141.481,141.481,fly,0.773,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.397,0.011,0.000,0,0,0,101,101,0,0
travel,0.795,19.1,141.990,141.990,fly,0.744,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.394,0.010,0.000,0,0,0,101,101,0,0
travel,0.826,19.8,142.510,142.510,fly,0.786,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.399,0.021,0.000,0,0,0,101,101,0,0
travel,0.856,20.5,143.022,143.022,fly,0.756,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.407,0.010,0.000,0,0,0,101,101,0,0
travel,0.886,21.3,143.535,143.535,fly,0.820,ok,2601,0,0,192.00,400740352,533270528,114090264,95883264,18123768,2702,3724880,22132800,980982,101,101,0,0,0,0,0,0,0,0,0.409,0.020,0.000,0,0,0,101,101,0,0
travel,0.922,22.1,144.154,144.154,fly,3.604,ok,2587,14,173,192.00,404611072,539049984,113476168,95367168,18026216,2789,7449760,13837056,993607,188,202,25,0,41,25,25,25,0,1052672,0.560,0.020,0.000,0,0,0,188,188,0,0
travel,0.957,23.0,144.737,144.737,fly,0.841,ok,2601,0,50,192.00,405164032,539574272,114090264,95883264,18123768,2803,7449760,19523904,1025058,202,202,0,0,3,0,0,0,0,0,0.428,0.020,0.000,0,0,0,202,202,0,0
travel,0.987,23.7,145.252,145.252,fly,0.829,ok,2601,0,0,192.00,405217280,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.430,0.021,0.000,0,0,0,202,202,0,0
travel,1.017,24.4,145.766,145.766,fly,0.765,ok,2601,0,0,192.00,405217280,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.411,0.010,0.000,0,0,0,202,202,0,0
travel,1.048,25.1,146.279,146.279,fly,0.761,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.409,0.010,0.000,0,0,0,202,202,0,0
travel,1.078,25.9,146.789,146.789,fly,0.801,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.417,0.011,0.000,0,0,0,202,202,0,0
travel,1.108,26.6,147.298,147.298,fly,1.190,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.819,0.019,0.000,0,0,0,202,202,0,0
travel,1.138,27.3,147.817,147.817,fly,0.760,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.409,0.010,0.000,0,0,0,202,202,0,0
travel,1.168,28.0,148.326,148.326,fly,1.423,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.998,0.025,0.000,0,0,0,202,202,0,0
travel,1.199,28.8,148.843,148.843,fly,0.770,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.390,0.017,0.000,0,0,0,202,202,0,0
travel,1.229,29.5,149.358,149.358,fly,0.828,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.432,0.023,0.000,0,0,0,202,202,0,0
travel,1.260,30.2,149.885,149.885,fly,0.759,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.407,0.010,0.000,0,0,0,202,202,0,0
travel,1.290,31.0,150.398,150.398,fly,0.778,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.409,0.021,0.000,0,0,0,202,202,0,0
travel,1.321,31.7,150.910,150.910,fly,0.877,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.417,0.095,0.000,0,0,0,202,202,0,0
travel,1.351,32.4,151.425,151.425,fly,0.744,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.394,0.010,0.000,0,0,0,202,202,0,0
travel,1.381,33.2,151.944,151.944,fly,0.752,ok,2601,0,0,192.00,405221376,539652096,114090264,95883264,18123768,2803,7449760,22132800,1035674,202,202,0,0,0,0,0,0,0,0,0.395,0.010,0.000,0,0,0,202,202,0,0
travel,1.422,34.1,152.627,152.627,fly,0.809,ok,2601,0,74,192.00,412282880,550928384,114090264,95883264,18123768,2904,11174640,18271680,1075989,303,303,0,0,5,0,0,0,0,69632,0.400,0.011,0.000,0,0,0,303,303,0,0
travel,1.452,34.8,153.138,153.138,fly,0.808,ok,2601,0,0,192.00,413401088,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.424,0.011,0.000,0,0,0,303,303,0,0
travel,1.483,35.6,153.659,153.659,fly,0.766,ok,2601,0,0,192.00,413401088,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.413,0.010,0.000,0,0,0,303,303,0,0
travel,1.513,36.3,154.168,154.168,fly,0.763,ok,2601,0,0,192.00,413401088,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.411,0.010,0.000,0,0,0,303,303,0,0
travel,1.543,37.0,154.686,154.686,fly,0.782,ok,2601,0,0,192.00,413401088,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.429,0.010,0.000,0,0,0,303,303,0,0
travel,1.573,37.8,155.202,155.202,fly,0.771,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.411,0.010,0.000,0,0,0,303,303,0,0
travel,1.604,38.5,155.718,155.718,fly,0.824,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.415,0.012,0.000,0,0,0,303,303,0,0
travel,1.634,39.2,156.231,156.231,fly,0.776,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,11174640,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.415,0.010,0.000,0,0,0,303,303,0,0
travel,1.665,40.0,156.752,156.752,fly,0.758,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.402,0.010,0.000,0,0,0,303,303,0,0
travel,1.695,40.7,157.268,157.268,fly,0.787,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.409,0.011,0.000,0,0,0,303,303,0,0
travel,1.726,41.4,157.785,157.785,fly,0.786,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.407,0.011,0.000,0,0,0,303,303,0,0
travel,1.756,42.1,158.300,158.300,fly,0.825,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.429,0.021,0.000,0,0,0,303,303,0,0
travel,1.786,42.9,158.817,158.817,fly,0.767,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.414,0.010,0.000,0,0,0,303,303,0,0
travel,1.817,43.6,159.330,159.330,fly,0.756,ok,2601,0,0,192.00,413405184,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.394,0.011,0.000,0,0,0,303,303,0,0
travel,1.847,44.3,159.839,159.839,fly,0.840,ok,2601,0,0,192.00,413409280,552116224,114090264,95883264,18123768,2904,7449760,22132800,1089698,303,303,0,0,0,0,0,0,0,0,0.439,0.024,0.000,0,0,0,303,303,0,0
travel,1.883,45.2,160.456,160.456,fly,1.352,ok,2601,0,107,192.00,417513472,560414720,114090264,95883264,18123768,2904,11174640,16549872,1122840,404,404,0,0,8,0,0,0,0,151552,0.775,0.023,0.000,0,0,0,404,404,0,0
travel,1.914,45.9,160.974,160.974,fly,0.748,ok,2601,0,16,192.00,419303424,562298880,114090264,95883264,18123768,2904,11174640,21297888,1142970,404,404,0,0,5,0,0,0,0,77824,0.397,0.010,0.000,0,0,0,404,404,0,0
travel,1.944,46.7,161.488,161.488,fly,1.012,ok,2601,0,0,192.00,419573760,562536448,114090264,95883264,18123768,2904,11174640,22132800,1145742,404,404,0,0,0,0,0,0,0,0,0.642,0.011,0.000,0,0,0,404,404,0,0
travel,1.974,47.4,162.001,162.001,fly,0.807,ok,2601,0,0,192.00,419573760,562536448,114090264,95883264,18123768,2904,11174640,22132800,1145742,404,404,0,0,0,0,0,0,0,0,0.401,0.010,0.000,0,0,0,404,404,0,0
travel,2.004,48.1,162.514,162.514,fly,0.810,ok,2601,0,0,192.00,419573760,562536448,114090264,95883264,18123768,2904,11174640,22132800,1145742,404,404,0,0,0,0,0,0,0,0,0.417,0.017,0.000,0,0,0,404,404,0,0
travel,2.035,48.8,163.032,163.032,fly,0.767,ok,2601,0,0,192.00,419573760,562536448,114090264,95883264,18123768,2904,11174640,22132800,1145742,404,404,0,0,0,0,0,0,0,0,0.392,0.011,0.000,0,0,0,404,404,0,0
travel,2.065,49.6,163.544,163.544,fly,0.803,ok,2601,0,0,192.00,419573760,562536448,114090264,95883264,18123768,2904,11174640,22132800,1145742,404,404,0,0,0,0,0,0,0,0,0.409,0.020,0.000,0,0,0,404,404,0,0
travel,2.095,50.3,164.056,164.056,fly,0.771,ok,2601,0,0,192.00,419577856,562536448,114090264,95883264,18123768,2904,11174640,22132800,1145742,404,404,0,0,0,0,0,0,0,0,0.417,0.010,0.000,0,0,0,404,404,0,0
