frame,elapsed_s,x,y,frame_ms,cpu_ms,draw_ms,finish_ms,present_ms,terrain_ms,complete_radius_m,pending_packages
127,0.095255,2.000,-11.524,0.706400,0.668300,0.149600,0.000000,0.493900,0.000000,192.000,0
128,0.095946,2.000,-11.520,0.690800,0.654900,0.147000,0.000000,0.483100,0.000000,192.000,0
129,0.096676,2.000,-11.517,0.729800,0.681000,0.145300,0.000000,0.511100,0.000000,192.000,0
130,0.097357,2.000,-11.513,0.681500,0.645000,0.146700,0.000000,0.473500,0.000000,192.000,0
131,0.098053,2.000,-11.510,0.695400,0.657800,0.146600,0.000000,0.486300,0.000000,192.000,0
132,0.098750,2.000,-11.506,0.697400,0.661900,0.145100,0.000000,0.492000,0.000000,192.000,0
133,0.099432,2.000,-11.503,0.682100,0.646900,0.145700,0.000000,0.476600,0.000000,192.000,0
134,0.100120,2.000,-11.499,0.687800,0.652900,0.146700,0.000000,0.481600,0.000000,192.000,0
135,0.100809,2.000,-11.496,0.689200,0.654400,0.145800,0.000000,0.484800,0.000000,192.000,0
136,0.101588,2.000,-11.492,0.778300,0.718900,0.146000,0.000000,0.548300,0.000000,192.000,0
137,0.102303,2.000,-11.489,0.715800,0.676400,0.160500,0.000000,0.489600,0.000100,192.000,0
138,0.103252,2.000,-11.485,0.948800,0.908500,0.152200,0.000000,0.731200,0.000000,192.000,0
139,0.104104,2.000,-11.480,0.852000,0.813800,0.161200,0.000000,0.626700,0.000100,192.000,0
140,0.105044,2.000,-11.476,0.939700,0.910500,0.098900,0.000000,0.796200,0.000000,192.000,0
141,0.105943,2.000,-11.471,0.899100,0.873800,0.108800,0.000000,0.749100,0.000000,192.000,0
142,0.106852,2.000,-11.467,0.909200,0.888900,0.094100,0.000000,0.779900,0.000000,192.000,0
143,0.107752,2.000,-11.462,0.900100,0.880600,0.092100,0.000000,0.773700,0.000100,192.000,0
144,0.109051,2.000,-11.458,1.298600,1.272800,0.091600,0.000000,1.166000,0.000000,192.000,0
145,0.109821,2.000,-11.451,0.770500,0.716100,0.172800,0.000000,0.512600,0.000000,192.000,0
146,0.110761,2.000,-11.447,0.939800,0.912800,0.108200,0.000000,0.788900,0.000000,192.000,0
147,0.111667,2.000,-11.443,0.905500,0.877000,0.094400,0.000000,0.767400,0.000000,192.000,0
