stage,bearing,phase,distance_m,x,y,mode,resident_cells,resident_packages,frame_ms,pending_packages,workers_idle,column_queue,pending_kind
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1067,0.3593,1534,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1189,0.4476,1412,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1325,0.6843,1276,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1455,0.5833,1146,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1594,0.6162,1007,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1751,0.9116,850,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,1923,0.6509,678,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,2150,0.6040,451,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,2300,0.5760,301,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,2445,0.7144,156,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,2601,0.5686,0,0,0,0
stage16f2,north,1,0.0,128.500,128.500,settle_origin,797,2601,0.9137,0,0,0,0
stage16f2,north,3,1.0,128.500,129.500,walk,830,2601,0.7780,0,1,0,0
stage16f2,north,3,2.0,128.500,130.500,walk,863,2601,0.9554,0,1,0,0
stage16f2,north,3,3.0,128.500,131.500,walk,896,2601,0.9558,0,1,0,0
stage16f2,north,3,4.0,128.500,132.500,walk,929,2601,0.8813,0,1,0,0
stage16f2,north,3,5.0,128.500,133.500,walk,947,2601,0.8364,0,1,0,0
stage16f2,north,3,6.0,128.500,134.500,walk,957,2601,0.8118,0,1,0,0
stage16f2,north,3,7.0,128.500,135.500,walk,963,2601,0.7977,0,1,0,0
stage16f2,north,3,8.0,128.500,136.500,walk,967,2601,0.8005,51,1,0,0
stage16f2,north,3,9.0,128.500,137.500,walk,969,2601,5.4305,0,0,0,0
stage16f2,north,3,10.0,128.500,138.500,walk,971,2601,0.8840,0,0,0,0
stage16f2,north,3,11.0,128.500,139.500,walk,973,2601,0.8195,0,0,0,0
stage16f2,north,3,12.0,128.500,140.500,walk,975,2601,0.9231,0,0,0,0
stage16f2,north,3,13.0,128.500,141.500,walk,975,2601,0.9669,0,0,0,0
stage16f2,north,3,14.0,128.500,142.500,walk,975,2601,0.9043,0,0,0,0
stage16f2,north,3,15.0,128.500,143.500,walk,975,2601,0.9626,0,0,0,0
stage16f2,north,3,16.0,128.500,144.500,walk,975,2601,0.9060,51,0,0,0
stage16f2,north,3,17.0,128.500,145.500,walk,975,2601,5.1038,0,0,0,0
stage16f2,north,3,18.0,128.500,146.500,walk,975,2601,0.9305,0,0,0,0
stage16f2,north,3,19.0,128.500,147.500,walk,975,2601,0.8953,0,0,0,0
stage16f2,north,3,20.0,128.500,148.500,walk,975,2601,1.1673,0,0,0,0
stage16f2,north,3,21.0,128.500,149.500,walk,975,2601,1.0438,0,0,0,0
stage16f2,north,3,22.0,128.500,150.500,walk,975,2601,1.1358,0,0,0,0
stage16f2,north,3,23.0,128.500,151.500,walk,975,2601,1.0370,0,0,0,0
stage16f2,north,3,24.0,128.500,152.500,walk,975,2601,1.2896,51,0,0,0
stage16f2,north,3,25.0,128.500,153.500,walk,975,2578,3.5761,23,0,0,0
stage16f2,north,3,26.0,128.500,154.500,walk,975,2584,1.5918,17,0,0,0
