elapsed_s,distance_m,x,y,mode,frame_ms,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,packages_created,packages_retired,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
58.650,1407.6,1123.831,1123.831,fly,3.889,2601,0,0,192.00,1626488832,1797517312,12524,12524,0,0,0,12524,12524,0,0
58.778,1410.7,1125.990,1125.990,fly,4.279,2601,0,0,192.00,1626746880,1797783552,12524,12524,0,0,0,12524,12524,0,0
58.913,1413.9,1128.293,1128.293,fly,4.201,2601,0,198,192.00,1626841088,1798311936,12625,12625,0,0,0,12625,12625,0,0
59.046,1417.1,1130.552,1130.552,fly,3.886,2601,0,0,192.00,1635512320,1807298560,12625,12625,0,0,0,12625,12625,0,0
59.173,1420.1,1132.697,1132.697,fly,5.780,2601,0,0,192.00,1635770368,1807564800,12625,12625,0,0,0,12625,12625,0,0
59.306,1423.3,1134.960,1134.960,fly,4.447,2601,0,0,192.00,1635770368,1807564800,12625,12625,0,0,0,12625,12625,0,0
59.450,1426.8,1137.406,1137.406,fly,4.376,2601,0,86,192.00,1639600128,1810726912,12726,12726,0,0,0,12726,12726,0,0
59.610,1430.6,1140.111,1140.111,fly,4.383,2601,0,0,192.00,1644691456,1816039424,12726,12726,0,0,0,12726,12726,0,0
59.732,1433.6,1142.188,1142.188,fly,4.982,2601,0,0,192.00,1644691456,1816039424,12726,12726,0,0,0,12726,12726,0,0
59.870,1436.9,1144.536,1144.536,fly,3.712,2601,0,183,192.00,1644818432,1816039424,12827,12827,0,0,0,12827,12827,0,0
60.003,1440.1,1146.790,1146.790,fly,3.726,2601,0,0,192.00,1653575680,1825312768,12827,12827,0,0,0,12827,12827,0,0
60.141,1443.4,1149.130,1149.130,fly,7.620,2601,0,0,192.00,1653645312,1825579008,12827,12827,0,0,0,12827,12827,0,0
60.272,1446.5,1151.353,1151.353,fly,3.694,2601,0,0,192.00,1653645312,1825579008,12827,12827,0,0,0,12827,12827,0,0
60.429,1450.3,1154.017,1154.017,fly,6.216,2601,0,29,192.00,1660461056,1832140800,12928,12928,0,0,0,12928,12928,0,0
60.564,1453.5,1156.300,1156.300,fly,3.853,2601,0,0,192.00,1662730240,1834602496,12928,12928,0,0,0,12928,12928,0,0
60.693,1456.6,1158.494,1158.494,fly,3.653,2601,0,0,192.00,1662730240,1834602496,12928,12928,0,0,0,12928,12928,0,0
60.831,1460.0,1160.843,1160.843,fly,3.857,2601,0,150,192.00,1663479808,1835126784,13029,13029,0,0,0,13029,13029,0,0
60.962,1463.1,1163.064,1163.064,fly,3.935,2601,0,0,192.00,1671278592,1843216384,13029,13029,0,0,0,13029,13029,0,0
61.086,1466.1,1165.172,1165.172,fly,4.808,2601,0,0,192.00,1671348224,1843482624,13029,13029,0,0,0,13029,13029,0,0
61.211,1469.1,1167.293,1167.293,fly,3.859,2601,0,0,192.00,1671348224,1843482624,13029,13029,0,0,0,13029,13029,0,0
61.359,1472.6,1169.805,1169.805,fly,4.482,2601,0,41,192.00,1678114816,1850511360,13130,13130,0,0,0,13130,13130,0,0
61.490,1475.8,1172.026,1172.026,fly,3.837,2601,0,0,192.00,1680633856,1852801024,13130,13130,0,0,0,13130,13130,0,0
61.625,1479.0,1174.309,1174.309,fly,4.700,2601,0,0,192.00,1680633856,1852801024,13130,13130,0,0,0,13130,13130,0,0
61.769,1482.5,1176.759,1176.759,fly,4.108,2601,0,159,192.00,1680834560,1852801024,13231,13231,0,0,0,13231,13231,0,0
61.901,1485.6,1179.000,1179.000,fly,5.175,2601,0,0,192.00,1689329664,1861902336,13231,13231,0,0,0,13231,13231,0,0
62.033,1488.8,1181.232,1181.232,fly,4.850,2601,0,0,192.00,1689399296,1862168576,13231,13231,0,0,0,13231,13231,0,0
62.171,1492.1,1183.575,1183.575,fly,4.675,2601,0,0,192.00,1689403392,1862168576,13231,13231,0,0,0,13231,13231,0,0
62.327,1495.9,1186.229,1186.229,fly,4.257,2601,0,7,192.00,1697734656,1870700544,13332,13332,0,0,0,13332,13332,0,0
62.459,1499.0,1188.457,1188.457,fly,3.861,2601,0,0,192.00,1698521088,1871466496,13332,13332,0,0,0,13332,13332,0,0
62.591,1502.2,1190.698,1190.698,fly,4.232,2601,0,0,192.00,1698521088,1871466496,13332,13332,0,0,0,13332,13332,0,0
62.725,1505.4,1192.977,1192.977,fly,3.899,2601,0,125,192.00,1699450880,1871937536,13433,13433,0,0,0,13433,13433,0,0
62.851,1508.4,1195.117,1195.117,fly,4.181,2601,0,0,192.00,1706622976,1879572480,13433,13433,0,0,0,13433,13433,0,0
62.974,1511.4,1197.208,1197.208,fly,4.291,2601,0,0,192.00,1706618880,1879572480,13433,13433,0,0,0,13433,13433,0,0
63.096,1514.3,1199.283,1199.283,fly,3.848,2601,0,0,192.00,1706618880,1879572480,13433,13433,0,0,0,13433,13433,0,0
63.232,1517.6,1201.592,1201.592,fly,4.035,2601,0,60,192.00,1711419392,1884237824,13534,13534,0,0,0,13534,13534,0,0
63.360,1520.6,1203.748,1203.748,fly,4.033,2601,0,0,192.00,1715658752,1889075200,13534,13534,0,0,0,13534,13534,0,0
63.482,1523.6,1205.832,1205.832,fly,4.192,2601,0,0,192.00,1715916800,1889341440,13534,13534,0,0,0,13534,13534,0,0
63.608,1526.6,1207.962,1207.962,fly,3.759,2601,0,0,192.00,1715916800,1889341440,13534,13534,0,0,0,13534,13534,0,0
63.753,1530.1,1210.423,1210.423,fly,4.485,2601,0,0,192.00,1724354560,1897844736,13635,13635,0,0,0,13635,13635,0,0
63.879,1533.1,1212.570,1212.570,fly,4.638,2601,0,0,192.00,1724354560,1897844736,13635,13635,0,0,0,13635,13635,0,0
64.004,1536.1,1214.680,1214.680,fly,4.137,2601,0,0,192.00,1724350464,1897844736,13635,13635,0,0,0,13635,13635,0,0
64.136,1539.3,1216.919,1216.919,fly,4.145,2601,0,136,192.00,1707372544,1931739136,13736,13736,0,0,0,13736,13736,0,0
64.272,1542.5,1219.230,1219.230,fly,4.295,2601,0,25,192.00,1831641088,2005430272,13736,13736,0,0,0,13736,13736,0,0
64.399,1545.6,1221.392,1221.392,fly,4.848,2601,0,1,192.00,1866854400,2040745984,13736,13736,0,0,0,13736,13736,0,0
64.524,1548.6,1223.504,1223.504,fly,3.844,2601,0,0,192.00,1866899456,2040745984,13736,13736,0,0,0,13736,13736,0,0
64.665,1552.0,1225.907,1225.907,fly,4.846,2601,0,21,192.00,1873358848,2047348736,13837,13837,0,0,0,13837,13837,0,0
64.791,1555.0,1228.036,1228.036,fly,3.942,2601,0,0,192.00,1874882560,2049294336,13837,13837,0,0,0,13837,13837,0,0
64.918,1558.0,1230.202,1230.202,fly,4.370,2601,0,0,192.00,1874952192,2049294336,13837,13837,0,0,0,13837,13837,0,0
65.050,1561.2,1232.445,1232.445,fly,4.832,2601,0,189,192.00,1875079168,2049294336,13938,13938,0,0,0,13938,13938,0,0
65.182,1564.4,1234.685,1234.685,fly,3.961,2601,0,0,192.00,1883619328,2058031104,13938,13938,0,0,0,13938,13938,0,0
65.307,1567.4,1236.792,1236.792,fly,3.817,2601,0,0,192.00,1883619328,2058031104,13938,13938,0,0,0,13938,13938,0,0
65.436,1570.5,1238.990,1238.990,fly,4.294,2601,0,0,192.00,1883615232,2058031104,13938,13938,0,0,0,13938,13938,0,0
65.576,1573.8,1241.370,1241.370,fly,4.713,2601,0,79,192.00,1887461376,2061799424,14039,14039,0,0,0,14039,14039,0,0
65.710,1577.0,1243.637,1243.637,fly,4.112,2601,0,0,192.00,1892376576,2067165184,14039,14039,0,0,0,14039,14039,0,0
65.849,1580.4,1245.991,1245.991,fly,4.330,2601,0,0,192.00,1892446208,2067431424,14039,14039,0,0,0,14039,14039,0,0
65.999,1584.0,1248.547,1248.547,fly,6.207,2601,0,178,192.00,1892638720,2067431424,14140,14140,0,0,0,14140,14140,0,0
66.140,1587.4,1250.927,1250.927,fly,4.250,2601,0,0,192.00,1901174784,2076176384,14140,14140,0,0,0,14140,14140,0,0
66.273,1590.5,1253.186,1253.186,fly,4.866,2601,0,0,192.00,1901170688,2076176384,14140,14140,0,0,0,14140,14140,0,0
66.407,1593.8,1255.474,1255.474,fly,3.892,2601,0,0,192.00,1901170688,2076176384,14140,14140,0,0,0,14140,14140,0,0
66.558,1597.4,1258.028,1258.028,fly,4.393,2601,0,11,192.00,1909043200,2084012032,14241,14241,0,0,0,14241,14241,0,0
66.695,1600.7,1260.350,1260.350,fly,5.273,2601,0,0,192.00,1909895168,2084962304,14241,14241,0,0,0,14241,14241,0,0
66.839,1604.1,1262.794,1262.794,fly,4.199,2601,0,0,192.00,1909964800,2085228544,14241,14241,0,0,0,14241,14241,0,0
66.989,1607.7,1265.341,1265.341,fly,5.516,2601,0,87,192.00,1913585664,2088472576,14342,14342,0,0,0,14342,14342,0,0
67.125,1611.0,1267.654,1267.654,fly,4.670,2601,0,0,192.00,1918902272,2094354432,14342,14342,0,0,0,14342,14342,0,0
67.261,1614.3,1269.967,1269.967,fly,5.613,2601,0,0,192.00,1918971904,2094620672,14342,14342,0,0,0,14342,14342,0,0
67.410,1617.8,1272.487,1272.487,fly,4.836,2601,0,184,192.00,1919111168,2094620672,14443,14443,0,0,0,14443,14443,0,0
67.550,1621.2,1274.867,1274.867,fly,4.471,2601,0,0,192.00,1927311360,2102779904,14443,14443,0,0,0,14443,14443,0,0
67.685,1624.5,1277.163,1277.163,fly,4.506,2601,0,0,192.00,1927569408,2103046144,14443,14443,0,0,0,14443,14443,0,0
67.826,1627.8,1279.545,1279.545,fly,4.134,2601,0,0,192.00,1927569408,2103046144,14443,14443,0,0,0,14443,14443,0,0
68.006,1632.1,1282.604,1282.604,fly,4.035,2601,0,0,192.00,1936252928,2111942656,14544,14544,0,0,0,14544,14544,0,0
68.136,1635.3,1284.812,1284.812,fly,4.081,2601,0,0,192.00,1936252928,2111942656,14544,14544,0,0,0,14544,14544,0,0
68.266,1638.4,1287.010,1287.010,fly,4.638,2601,0,0,192.00,1936248832,2111942656,14544,14544,0,0,0,14544,14544,0,0
68.409,1641.8,1289.445,1289.445,fly,4.729,2601,0,73,192.00,1940430848,2116190208,14645,14645,0,0,0,14645,14645,0,0
68.538,1644.9,1291.632,1291.632,fly,3.905,2601,0,0,192.00,1944985600,2121019392,14645,14645,0,0,0,14645,14645,0,0
68.668,1648.0,1293.832,1293.832,fly,4.840,2601,0,0,192.00,1945055232,2121285632,14645,14645,0,0,0,14645,14645,0,0
68.795,1651.1,1295.987,1295.987,fly,5.027,2601,0,0,192.00,1945055232,2121285632,14645,14645,0,0,0,14645,14645,0,0
68.947,1654.7,1298.577,1298.577,fly,4.009,2601,0,0,192.00,1953341440,2129465344,14746,14746,0,0,0,14746,14746,0,0
69.081,1657.9,1300.839,1300.839,fly,4.273,2601,0,0,192.00,1953341440,2129465344,14746,14746,0,0,0,14746,14746,0,0
69.208,1661.0,1302.998,1302.998,fly,3.977,2601,0,0,192.00,1953415168,2129731584,14746,14746,0,0,0,14746,14746,0,0
69.349,1664.4,1305.397,1305.397,fly,4.134,2601,0,78,192.00,1958125568,2134007808,14847,14847,0,0,0,14847,14847,0,0
69.485,1667.6,1307.700,1307.700,fly,4.364,2601,0,0,192.00,1967087616,2143612928,14847,14847,0,0,0,14847,14847,0,0
69.615,1670.8,1309.908,1309.908,fly,4.062,2601,0,0,192.00,1967083520,2143612928,14847,14847,0,0,0,14847,14847,0,0
69.754,1674.1,1312.269,1312.269,fly,13.480,2601,0,105,192.00,1967112192,2143612928,14948,14948,0,0,0,14948,14948,0,0
69.891,1677.4,1314.586,1314.586,fly,3.989,2601,0,0,192.00,1975308288,2151821312,14948,14948,0,0,0,14948,14948,0,0
70.020,1680.5,1316.786,1316.786,fly,4.670,2601,0,0,192.00,1975308288,2151821312,14948,14948,0,0,0,14948,14948,0,0
70.160,1683.9,1319.164,1319.164,fly,4.387,2601,0,0,192.00,1975377920,2151821312,14948,14948,0,0,0,14948,14948,0,0
70.314,1687.5,1321.772,1321.772,fly,4.140,2601,0,45,192.00,1981042688,2157707264,15049,15049,0,0,0,15049,15049,0,0
70.446,1690.7,1324.010,1324.010,fly,4.173,2601,0,0,192.00,1984737280,2161319936,15049,15049,0,0,0,15049,15049,0,0
70.582,1694.0,1326.316,1326.316,fly,4.166,2601,0,0,192.00,1984733184,2161319936,15049,15049,0,0,0,15049,15049,0,0
70.724,1697.4,1328.726,1328.726,fly,4.093,2601,0,152,192.00,1984745472,2161319936,15150,15150,0,0,0,15150,15150,0,0
70.861,1700.7,1331.049,1331.049,fly,4.161,2601,0,0,192.00,1993453568,2170343424,15150,15150,0,0,0,15150,15150,0,0
71.000,1704.0,1333.407,1333.407,fly,4.015,2601,0,0,192.00,1993449472,2170343424,15150,15150,0,0,0,15150,15150,0,0
71.134,1707.2,1335.684,1335.684,fly,4.287,2601,0,0,192.00,1993449472,2170343424,15150,15150,0,0,0,15150,15150,0,0
71.284,1710.8,1338.226,1338.226,fly,4.750,2601,0,2,192.00,2001326080,2178306048,15251,15251,0,0,0,15251,15251,0,0
71.417,1714.0,1340.486,1340.486,fly,4.029,2601,0,0,192.00,2001883136,2178834432,15251,15251,0,0,0,15251,15251,0,0
71.553,1717.3,1342.797,1342.797,fly,4.950,2601,0,0,192.00,2001883136,2178834432,15251,15251,0,0,0,15251,15251,0,0
71.703,1720.9,1345.339,1345.339,fly,4.188,2601,0,91,192.00,2004824064,2182033408,15352,15352,0,0,0,15352,15352,0,0
71.842,1724.2,1347.705,1347.705,fly,4.198,2601,0,0,192.00,2010066944,2187530240,15352,15352,0,0,0,15352,15352,0,0
71.978,1727.5,1350.007,1350.007,fly,4.255,2601,0,0,192.00,2010136576,2187530240,15352,15352,0,0,0,15352,15352,0,0
72.124,1731.0,1352.490,1352.490,fly,6.142,2601,0,183,192.00,2010169344,2187530240,15453,15453,0,0,0,15453,15453,0,0
72.307,1735.4,1355.589,1355.589,fly,6.114,2601,0,0,192.00,2019180544,2196729856,15453,15453,0,0,0,15453,15453,0,0
72.442,1738.6,1357.886,1357.886,fly,4.173,2601,0,0,192.00,2019176448,2196729856,15453,15453,0,0,0,15453,15453,0,0
72.594,1742.2,1360.456,1360.456,fly,5.282,2601,0,194,192.00,2019221504,2196729856,15554,15554,0,0,0,15554,15554,0,0
72.732,1745.6,1362.809,1362.809,fly,4.280,2601,0,0,192.00,2027487232,2205532160,15554,15554,0,0,0,15554,15554,0,0
72.867,1748.8,1365.101,1365.101,fly,5.326,2601,0,0,192.00,2027556864,2205532160,15554,15554,0,0,0,15554,15554,0,0
73.004,1752.1,1367.420,1367.420,fly,4.777,2601,0,0,192.00,2027556864,2205532160,15554,15554,0,0,0,15554,15554,0,0
73.164,1755.9,1370.140,1370.140,fly,4.457,2601,0,5,192.00,2036019200,2213883904,15655,15655,0,0,0,15655,15655,0,0
73.313,1759.5,1372.663,1372.663,fly,5.434,2601,0,0,192.00,2036547584,2214412288,15655,15655,0,0,0,15655,15655,0,0
73.461,1763.1,1375.179,1375.179,fly,4.189,2601,0,0,192.00,2036543488,2214412288,15655,15655,0,0,0,15655,15655,0,0
73.657,1767.8,1378.510,1378.510,fly,6.302,2601,0,0,192.00,2045190144,2223783936,15756,15756,0,0,0,15756,15756,0,0
73.806,1771.3,1381.033,1381.033,fly,5.344,2601,0,0,192.00,2045186048,2223783936,15756,15756,0,0,0,15756,15756,0,0
73.951,1774.8,1383.487,1383.487,fly,4.375,2601,0,0,192.00,2045259776,2223783936,15756,15756,0,0,0,15756,15756,0,0
74.118,1778.8,1386.320,1386.320,fly,4.518,2601,0,0,192.00,2054172672,2232922112,15857,15857,0,0,0,15857,15857,0,0
74.256,1782.2,1388.676,1388.676,fly,6.332,2601,0,0,192.00,2054172672,2232922112,15857,15857,0,0,0,15857,15857,0,0
74.404,1785.7,1391.185,1391.185,fly,4.183,2601,0,0,192.00,2054242304,2232922112,15857,15857,0,0,0,15857,15857,0,0
74.570,1789.7,1393.993,1393.993,fly,5.739,2601,0,23,192.00,2061168640,2239520768,15958,15958,0,0,0,15958,15958,0,0
74.718,1793.2,1396.509,1396.509,fly,5.524,2601,0,0,192.00,2062913536,2241384448,15958,15958,0,0,0,15958,15958,0,0
74.874,1797.0,1399.161,1399.161,fly,5.056,2601,0,0,192.00,2063433728,2241912832,15958,15958,0,0,0,15958,15958,0,0
75.053,1801.3,1402.188,1402.188,fly,10.512,2601,0,7,192.00,2070638592,2249408512,16059,16059,0,0,0,16059,16059,0,0
75.205,1804.9,1404.778,1404.778,fly,4.337,2601,0,0,192.00,2071252992,2250018816,16059,16059,0,0,0,16059,16059,0,0
75.367,1808.8,1407.524,1407.524,fly,5.693,2601,0,0,192.00,2071781376,2250551296,16059,16059,0,0,0,16059,16059,0,0
75.539,1812.9,1410.446,1410.446,fly,5.501,2601,0,0,192.00,2080591872,2259615744,16160,16160,0,0,0,16160,16160,0,0
75.704,1816.9,1413.240,1413.240,fly,7.069,2601,0,0,192.00,2080587776,2259615744,16160,16160,0,0,0,16160,16160,0,0
75.858,1820.6,1415.863,1415.863,fly,5.124,2601,0,0,192.00,2080587776,2259615744,16160,16160,0,0,0,16160,16160,0,0
76.036,1824.9,1418.872,1418.872,fly,5.560,2601,0,0,192.00,2089283584,2268778496,16261,16261,0,0,0,16261,16261,0,0
76.191,1828.6,1421.507,1421.507,fly,6.642,2601,0,0,192.00,2089279488,2268778496,16261,16261,0,0,0,16261,16261,0,0
76.354,1832.5,1424.277,1424.277,fly,14.250,2601,0,105,192.00,2089295872,2268778496,16362,16362,0,0,0,16362,16362,0,0
76.510,1836.2,1426.915,1426.915,fly,5.164,2601,0,0,192.00,2097770496,2277273600,16362,16362,0,0,0,16362,16362,0,0
76.648,1839.6,1429.267,1429.267,fly,4.390,2601,0,0,192.00,2098290688,2277801984,16362,16362,0,0,0,16362,16362,0,0
76.793,1843.0,1431.724,1431.724,fly,4.851,2601,0,0,192.00,2098290688,2277801984,16362,16362,0,0,0,16362,16362,0,0
76.944,1846.7,1434.281,1434.281,fly,4.820,2601,0,0,192.00,2106380288,2286669824,16463,16463,0,0,0,16463,16463,0,0
77.094,1850.3,1436.833,1436.833,fly,5.751,2601,0,0,192.00,2106380288,2286669824,16463,16463,0,0,0,16463,16463,0,0
77.238,1853.7,1439.275,1439.275,fly,5.473,2601,0,0,192.00,2106449920,2286669824,16463,16463,0,0,0,16463,16463,0,0
77.391,1857.4,1441.867,1441.867,fly,5.070,2601,0,30,192.00,2112983040,2292805632,16564,16564,0,0,0,16564,16564,0,0
77.539,1860.9,1444.378,1444.378,fly,4.194,2601,0,0,192.00,2114895872,2294837248,16564,16564,0,0,0,16564,16564,0,0
77.683,1864.4,1446.824,1446.824,fly,4.681,2601,0,0,192.00,2114965504,2295369728,16564,16564,0,0,0,16564,16564,0,0
77.840,1868.2,1449.491,1449.491,fly,4.284,2601,0,75,192.00,2118828032,2298818560,16665,16665,0,0,0,16665,16665,0,0
77.985,1871.7,1451.959,1451.959,fly,4.406,2601,0,0,192.00,2123800576,2303877120,16665,16665,0,0,0,16665,16665,0,0
78.136,1875.3,1454.515,1454.515,fly,4.880,2601,0,0,192.00,2123796480,2303877120,16665,16665,0,0,0,16665,16665,0,0
78.302,1879.3,1457.331,1457.331,fly,5.041,2601,0,91,192.00,2126544896,2306605056,16766,16766,0,0,0,16766,16766,0,0
78.445,1882.7,1459.765,1459.765,fly,4.285,2601,0,0,192.00,2132197376,2312519680,16766,16766,0,0,0,16766,16766,0,0
78.583,1886.0,1462.107,1462.107,fly,5.095,2601,0,0,192.00,2132717568,2313048064,16766,16766,0,0,0,16766,16766,0,0
78.736,1889.7,1464.699,1464.699,fly,6.071,2601,0,158,192.00,2132774912,2313048064,16867,16867,0,0,0,16867,16867,0,0
78.888,1893.3,1467.279,1467.279,fly,4.422,2601,0,0,192.00,2141134848,2321616896,16867,16867,0,0,0,16867,16867,0,0
79.032,1896.8,1469.712,1469.712,fly,4.974,2601,0,0,192.00,2141130752,2321616896,16867,16867,0,0,0,16867,16867,0,0
79.183,1900.4,1472.275,1472.275,fly,13.750,2601,0,105,192.00,2141126656,2321616896,16968,16968,0,0,0,16968,16968,0,0
79.331,1904.0,1474.802,1474.802,fly,4.306,2601,0,0,192.00,2149728256,2330566656,16968,16968,0,0,0,16968,16968,0,0
79.469,1907.3,1477.134,1477.134,fly,4.731,2601,0,0,192.00,2149797888,2331099136,16968,16968,0,0,0,16968,16968,0,0
79.619,1910.9,1479.681,1479.681,fly,6.176,2601,0,0,192.00,2149797888,2331099136,16968,16968,0,0,0,16968,16968,0,0
79.797,1915.1,1482.706,1482.706,fly,4.632,2601,0,0,192.00,2158538752,2339561472,17069,17069,0,0,0,17069,17069,0,0
79.954,1918.9,1485.365,1485.365,fly,6.979,2601,0,0,192.00,2158538752,2339561472,17069,17069,0,0,0,17069,17069,0,0
80.107,1922.6,1487.958,1487.958,fly,5.934,2601,0,0,192.00,2158534656,2339561472,17069,17069,0,0,0,17069,17069,0,0
80.272,1926.5,1490.766,1490.766,fly,5.089,2601,0,0,192.00,2167201792,2348724224,17170,17170,0,0,0,17170,17170,0,0
80.422,1930.1,1493.306,1493.306,fly,5.300,2601,0,0,192.00,2167201792,2348724224,17170,17170,0,0,0,17170,17170,0,0
80.576,1933.8,1495.915,1495.915,fly,4.314,2601,0,0,192.00,2167271424,2348724224,17170,17170,0,0,0,17170,17170,0,0
80.736,1937.7,1498.638,1498.638,fly,4.632,2601,0,0,192.00,2176294912,2357899264,17271,17271,0,0,0,17271,17271,0,0
80.878,1941.1,1501.055,1501.055,fly,4.314,2601,0,0,192.00,2176294912,2357899264,17271,17271,0,0,0,17271,17271,0,0
81.023,1944.6,1503.514,1503.514,fly,5.019,2601,0,0,192.00,2176290816,2357899264,17271,17271,0,0,0,17271,17271,0,0
81.217,1949.2,1506.795,1506.795,fly,5.071,2601,0,0,192.00,2184638464,2366377984,17372,17372,0,0,0,17372,17372,0,0
81.361,1952.7,1509.241,1509.241,fly,4.309,2601,0,0,192.00,2184638464,2366377984,17372,17372,0,0,0,17372,17372,0,0
81.501,1956.0,1511.614,1511.614,fly,6.785,2601,0,0,192.00,2185166848,2366914560,17372,17372,0,0,0,17372,17372,0,0
81.667,1960.0,1514.437,1514.437,fly,4.597,2601,0,0,192.00,2193420288,2375561216,17473,17473,0,0,0,17473,17473,0,0
81.806,1963.3,1516.795,1516.795,fly,5.760,2601,0,0,192.00,2193420288,2375561216,17473,17473,0,0,0,17473,17473,0,0
81.947,1966.7,1519.194,1519.194,fly,4.456,2601,0,0,192.00,2193940480,2376089600,17473,17473,0,0,0,17473,17473,0,0
82.101,1970.4,1521.798,1521.798,fly,4.797,2601,0,33,192.00,2200305664,2382286848,17574,17574,0,0,0,17574,17574,0,0
82.246,1973.9,1524.261,1524.261,fly,4.471,2601,0,0,192.00,2201964544,2383880192,17574,17574,0,0,0,17574,17574,0,0
82.387,1977.3,1526.659,1526.659,fly,4.369,2601,0,0,192.00,2202484736,2384408576,17574,17574,0,0,0,17574,17574,0,0
82.539,1980.9,1529.238,1529.238,fly,4.395,2601,0,103,192.00,2204487680,2386628608,17675,17675,0,0,0,17675,17675,0,0
82.685,1984.4,1531.717,1531.717,fly,4.738,2601,0,0,192.00,2211241984,2393817088,17675,17675,0,0,0,17675,17675,0,0
82.824,1987.8,1534.076,1534.076,fly,4.746,2601,0,0,192.00,2211241984,2393817088,17675,17675,0,0,0,17675,17675,0,0
82.976,1991.4,1536.656,1536.656,fly,4.428,2601,0,158,192.00,2211336192,2393817088,17776,17776,0,0,0,17776,17776,0,0
83.124,1995.0,1539.170,1539.170,fly,4.278,2601,0,0,192.00,2219790336,2402299904,17776,17776,0,0,0,17776,17776,0,0
83.268,1998.4,1541.599,1541.599,fly,4.600,2601,0,0,192.00,2219790336,2402299904,17776,17776,0,0,0,17776,17776,0,0
83.406,2001.8,1543.952,1543.952,fly,4.630,2601,0,0,192.00,2219786240,2402299904,17776,17776,0,0,0,17776,17776,0,0
83.564,2005.5,1546.626,1546.626,fly,4.530,2601,0,0,192.00,2228547584,2411446272,17877,17877,0,0,0,17877,17877,0,0
83.715,2009.2,1549.196,1549.196,fly,7.188,2601,0,0,192.00,2228547584,2411446272,17877,17877,0,0,0,17877,17877,0,0
83.857,2012.6,1551.600,1551.600,fly,4.408,2601,0,0,192.00,2228547584,2411446272,17877,17877,0,0,0,17877,17877,0,0
84.019,2016.5,1554.348,1554.348,fly,4.494,2601,0,0,192.00,2237026304,2420502528,17978,17978,0,0,0,17978,17978,0,0
84.197,2020.7,1557.366,1557.366,fly,4.873,2601,0,0,192.00,2245414912,2428911616,17978,17978,0,0,0,17978,17978,0,0
84.344,2024.3,1559.873,1559.873,fly,4.981,2601,0,0,192.00,2245414912,2428911616,17978,17978,0,0,0,17978,17978,0,0
84.504,2028.1,1562.589,1562.589,fly,4.388,2601,0,0,192.00,2254827520,2438189056,18079,18079,0,0,0,18079,18079,0,0
84.644,2031.5,1564.966,1564.966,fly,4.420,2601,0,0,192.00,2254827520,2438189056,18079,18079,0,0,0,18079,18079,0,0
84.786,2034.9,1567.374,1567.374,fly,5.494,2601,0,0,192.00,2254827520,2438189056,18079,18079,0,0,0,18079,18079,0,0
84.948,2038.7,1570.110,1570.110,fly,6.322,2601,0,2,192.00,2263515136,2447073280,18180,18180,0,0,0,18180,18180,0,0
85.091,2042.2,1572.548,1572.548,fly,6.441,2601,0,0,192.00,2264043520,2447601664,18180,18180,0,0,0,18180,18180,0,0
85.231,2045.6,1574.925,1574.925,fly,4.449,2601,0,0,192.00,2264043520,2447601664,18180,18180,0,0,0,18180,18180,0,0
85.386,2049.3,1577.556,1577.556,fly,5.249,2601,0,63,192.00,2267791360,2451296256,18281,18281,0,0,0,18281,18281,0,0
85.538,2052.9,1580.131,1580.131,fly,4.987,2601,0,0,192.00,2272038912,2455916544,18281,18281,0,0,0,18281,18281,0,0
85.686,2056.5,1582.643,1582.643,fly,7.707,2601,0,0,192.00,2272038912,2455916544,18281,18281,0,0,0,18281,18281,0,0
85.845,2060.3,1585.342,1585.342,fly,4.709,2601,0,86,192.00,2275520512,2459295744,18382,18382,0,0,0,18382,18382,0,0
85.990,2063.8,1587.798,1587.798,fly,4.565,2601,0,0,192.00,2281209856,2465271808,18382,18382,0,0,0,18382,18382,0,0
86.134,2067.2,1590.246,1590.246,fly,4.569,2601,0,0,192.00,2281209856,2465271808,18382,18382,0,0,0,18382,18382,0,0
86.290,2071.0,1592.888,1592.888,fly,4.373,2601,0,143,192.00,2281472000,2465271808,18483,18483,0,0,0,18483,18483,0,0
86.444,2074.7,1595.506,1595.506,fly,4.706,2601,0,0,192.00,2290040832,2474115072,18483,18483,0,0,0,18483,18483,0,0
86.592,2078.2,1598.017,1598.017,fly,4.570,2601,0,0,192.00,2290040832,2474115072,18483,18483,0,0,0,18483,18483,0,0
86.748,2082.0,1600.669,1600.669,fly,4.640,2601,0,157,192.00,2290081792,2474115072,18584,18584,0,0,0,18584,18584,0,0
86.911,2085.9,1603.424,1603.424,fly,4.865,2601,0,0,192.00,2298617856,2483085312,18584,18584,0,0,0,18584,18584,0,0
87.055,2089.3,1605.880,1605.880,fly,4.388,2601,0,0,192.00,2298617856,2483085312,18584,18584,0,0,0,18584,18584,0,0
87.212,2093.1,1608.532,1608.532,fly,4.837,2601,0,173,192.00,2298707968,2483085312,18685,18685,0,0,0,18685,18685,0,0
87.362,2096.7,1611.081,1611.081,fly,6.298,2601,0,0,192.00,2307186688,2491547648,18685,18685,0,0,0,18685,18685,0,0
87.539,2100.9,1614.088,1614.088,fly,10.924,2601,0,0,192.00,2307186688,2491547648,18685,18685,0,0,0,18685,18685,0,0
