elapsed_s,distance_m,x,y,mode,frame_ms,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,packages_created,packages_retired,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
87.730,2105.5,1617.331,1617.331,fly,6.195,2601,0,102,192.00,2309222400,2493853696,18786,18786,0,0,0,18786,18786,0,0
87.897,2109.5,1620.170,1620.170,fly,4.504,2601,0,0,192.00,2315567104,2500583424,18786,18786,0,0,0,18786,18786,0,0
88.069,2113.6,1623.073,1623.073,fly,5.788,2601,0,0,192.00,2315567104,2500583424,18786,18786,0,0,0,18786,18786,0,0
88.263,2118.3,1626.376,1626.376,fly,4.974,2601,0,0,192.00,2324754432,2509660160,18887,18887,0,0,0,18887,18887,0,0
88.434,2122.4,1629.280,1629.280,fly,6.517,2601,0,0,192.00,2324754432,2509660160,18887,18887,0,0,0,18887,18887,0,0
88.628,2127.1,1632.566,1632.566,fly,6.857,2601,0,179,192.00,2324774912,2509660160,18988,18988,0,0,0,18988,18988,0,0
88.797,2131.1,1635.429,1635.429,fly,4.690,2601,0,0,192.00,2333712384,2518945792,18988,18988,0,0,0,18988,18988,0,0
88.982,2135.6,1638.582,1638.582,fly,6.393,2601,0,0,192.00,2333712384,2518945792,18988,18988,0,0,0,18988,18988,0,0
89.171,2140.1,1641.779,1641.779,fly,4.781,2601,0,52,192.00,2338795520,2524102656,19089,19089,0,0,0,19089,19089,0,0
89.348,2144.4,1644.791,1644.791,fly,4.791,2601,0,0,192.00,2342301696,2527719424,19089,19089,0,0,0,19089,19089,0,0
89.511,2148.3,1647.546,1647.546,fly,4.528,2601,0,0,192.00,2342301696,2527719424,19089,19089,0,0,0,19089,19089,0,0
89.694,2152.7,1650.660,1650.660,fly,4.576,2601,0,0,192.00,2351316992,2537091072,19190,19190,0,0,0,19190,19190,0,0
89.861,2156.7,1653.490,1653.490,fly,5.658,2601,0,0,192.00,2351316992,2537091072,19190,19190,0,0,0,19190,19190,0,0
90.004,2160.1,1655.916,1655.916,fly,6.476,2601,0,0,192.00,2351316992,2537091072,19190,19190,0,0,0,19190,19190,0,0
