frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
29,112.0,58.2939,57.3941,0.0000,0.0000,0.1423,46,0,2541,13549
30,116.0,4.1904,3.3014,0.0000,0.0000,0.1011,4,0,2545,13549
31,120.0,59.7361,58.8508,0.0000,0.0000,0.1471,46,0,2540,13549
32,124.0,3.9269,2.9968,0.0000,0.0000,0.0992,4,0,2544,13549
33,128.0,59.1873,58.2925,0.0000,0.0000,0.1466,46,0,2539,13549
34,132.0,4.5117,3.5894,0.0000,0.0000,0.1051,4,0,2543,13549
35,136.0,60.6043,59.6945,0.0000,0.0000,0.2225,46,0,2538,13549
36,140.0,6.9926,5.6047,0.0000,0.0000,0.1141,4,0,2542,13549
37,144.0,61.7524,60.4719,0.0000,0.0000,0.3566,46,0,2537,13549
38,148.0,7.9967,6.4322,0.0000,0.0000,0.1313,4,0,2541,13549
39,152.0,59.3214,58.2634,0.0000,0.0000,0.1679,46,0,2536,13549
40,156.0,6.1934,5.0830,0.0000,0.0000,0.1007,4,0,2540,13549
41,160.0,59.2018,58.2228,0.0000,0.0000,0.2542,46,0,2535,13549
42,164.0,7.2253,5.8086,0.0000,0.0000,0.1228,4,0,2539,13549
43,168.0,62.4863,61.3687,0.0000,0.0000,0.3453,46,0,2534,13549
44,172.0,8.8349,6.7235,0.0000,0.0000,0.1689,4,0,2538,13549
45,176.0,60.5249,59.1569,0.0000,0.0000,0.3788,46,0,2533,13549
46,180.0,6.9944,5.3523,0.0000,0.0000,0.1103,4,0,2537,13549
47,184.0,61.3808,60.3712,0.0000,0.0000,0.2263,46,0,2532,13549
48,188.0,6.8282,5.5406,0.0000,0.0000,0.1069,4,0,2536,13549
49,192.0,67.5730,66.4694,0.0000,0.0000,0.4085,46,0,2531,13549
50,196.0,8.1149,6.3690,0.0000,0.0000,0.1526,4,0,2535,13549
51,200.0,61.2193,59.9409,0.0000,0.0000,0.2674,46,0,2530,13549
52,204.0,8.2085,6.6326,0.0000,0.0000,0.1187,4,0,2534,13549
53,208.0,62.7139,61.7062,0.0000,0.0000,0.1892,46,0,2529,13549
54,212.0,6.6509,5.4578,0.0000,0.0000,0.1051,4,0,2533,13549
55,216.0,61.1798,60.1983,0.0000,0.0000,0.1510,46,0,2528,13549
56,220.0,6.3439,5.3256,0.0000,0.0000,0.1080,4,0,2532,13549
57,224.0,59.8523,58.8941,0.0000,0.0000,0.1457,46,0,2527,13549
58,228.0,5.9303,4.9722,0.0000,0.0000,0.1057,4,0,2531,13549
59,232.0,58.6949,57.7363,0.0000,0.0000,0.1462,46,0,2526,13549
60,236.0,6.7234,5.7422,0.0000,0.0000,0.1065,4,0,2530,13549
61,240.0,59.8852,58.8895,0.0000,0.0000,0.1549,46,0,2525,13549
62,244.0,6.8317,5.8331,0.0000,0.0000,0.0989,4,0,2529,13549
63,248.0,186.8301,185.8206,0.0000,0.0000,0.3804,46,0,2524,13549
64,252.0,6.7742,5.1691,0.0000,0.0000,0.1295,4,0,2528,13549
65,256.0,58.0166,57.0992,0.0000,0.0000,0.1512,46,0,2523,13549
66,260.0,6.6985,5.8065,0.0000,0.0000,0.1073,4,0,2527,13549
67,264.0,57.0970,56.2163,0.0000,0.0000,0.1533,46,0,2522,13549
68,268.0,6.7181,5.8223,0.0000,0.0000,0.1024,4,0,2526,13549
69,272.0,57.5392,56.6600,0.0000,0.0000,0.1624,46,0,2521,13549
70,276.0,5.8672,4.9693,0.0000,0.0000,0.1041,4,0,2525,13549
71,280.0,59.1002,58.2235,0.0000,0.0000,0.1726,46,0,2520,13549
72,284.0,5.6908,4.6960,0.0000,0.0000,0.1014,4,0,2524,13549
73,288.0,58.7823,57.8990,0.0000,0.0000,0.1508,46,0,2519,13549
74,292.0,6.6673,5.7446,0.0000,0.0000,0.1038,4,0,2523,13549
75,296.0,57.9469,57.0726,0.0000,0.0000,0.1464,46,0,2518,13549
76,300.0,7.3433,6.4691,0.0000,0.0000,0.1018,4,0,2522,13549
77,304.0,66.3561,65.3865,0.0000,0.0000,0.1505,46,0,2517,13549
78,308.0,6.6248,5.7163,0.0000,0.0000,0.1012,4,0,2521,13549
79,312.0,62.1210,61.2555,0.0000,0.0000,0.1505,46,0,2516,13549
80,316.0,6.3345,5.4432,0.0000,0.0000,0.1020,4,0,2520,13549
81,320.0,60.6001,59.7245,0.0000,0.0000,0.1475,46,0,2515,13549
82,324.0,6.3289,5.4729,0.0000,0.0000,0.1023,4,0,2519,13549
83,328.0,58.6999,57.8496,0.0000,0.0000,0.1483,46,0,2514,13549
84,332.0,5.5810,4.6608,0.0000,0.0000,0.0999,4,0,2518,13549
85,336.0,59.5086,58.6274,0.0000,0.0000,0.1437,46,0,2513,13549
86,340.0,4.8402,3.9815,0.0000,0.0000,0.0996,4,0,2517,13549
87,344.0,58.7199,57.8460,0.0000,0.0000,0.1425,46,0,2512,13549
88,348.0,5.7943,4.8678,0.0000,0.0000,0.1028,4,0,2516,13549
89,352.0,58.6018,57.7273,0.0000,0.0000,0.1625,46,0,2511,13549
90,356.0,6.4673,5.4411,0.0000,0.0000,0.1036,4,0,2515,13549
91,360.0,59.5477,58.6598,0.0000,0.0000,0.1481,46,0,2510,13549
92,364.0,6.5466,5.6023,0.0000,0.0000,0.0995,4,0,2514,13549
93,368.0,60.3739,59.5096,0.0000,0.0000,0.1472,46,0,2509,13549
94,372.0,7.0131,6.1105,0.0000,0.0000,0.1065,4,0,2513,13549
95,376.0,60.9617,60.0700,0.0000,0.0000,0.1766,46,0,2508,13549
96,380.0,6.5923,5.5220,0.0000,0.0000,0.1152,4,0,2512,13549
97,384.0,123.7657,122.7508,0.0000,0.0000,0.1665,46,0,2507,13549
98,388.0,6.2934,5.3166,0.0000,0.0000,0.1017,4,0,2511,13549
99,392.0,58.9417,58.0395,0.0000,0.0000,0.1711,46,0,2506,13549
100,396.0,5.3994,4.4616,0.0000,0.0000,0.0997,4,0,2510,13549
101,400.0,58.8998,57.9898,0.0000,0.0000,0.1442,46,0,2505,13549
102,404.0,5.6899,4.7657,0.0000,0.0000,0.1070,4,0,2509,13549
103,408.0,59.8725,58.9622,0.0000,0.0000,0.1459,46,0,2504,13549
104,412.0,6.5302,5.4136,0.0000,0.0000,0.1002,4,0,2508,13549
105,416.0,59.3082,58.3904,0.0000,0.0000,0.1388,46,0,2504,13549
106,420.0,7.6843,6.7709,0.0000,0.0000,0.0980,4,0,2508,13549
107,424.0,58.9711,58.0546,0.0000,0.0000,0.1376,46,0,2504,13549
108,428.0,8.1180,7.1830,0.0000,0.0000,0.1016,4,0,2508,13549
109,432.0,60.9216,60.0107,0.0000,0.0000,0.1633,46,0,2504,13549
110,436.0,6.9674,5.9214,0.0000,0.0000,0.1014,4,0,2508,13549
111,440.0,59.5891,58.6666,0.0000,0.0000,0.1522,46,0,2504,13549
112,444.0,6.5015,5.4365,0.0000,0.0000,0.1050,4,0,2508,13549
113,448.0,57.6888,56.7757,0.0000,0.0000,0.1433,46,0,2504,13549
114,452.0,5.7855,4.8205,0.0000,0.0000,0.1023,4,0,2508,13549
115,456.0,58.2753,57.3500,0.0000,0.0000,0.1438,46,0,2504,13549
116,460.0,4.6374,3.5235,0.0000,0.0000,0.1090,4,0,2508,13549
117,464.0,58.9222,57.9960,0.0000,0.0000,0.1482,46,0,2504,13549
118,468.0,4.4442,3.5061,0.0000,0.0000,0.1035,4,0,2508,13549
119,472.0,58.2571,57.3273,0.0000,0.0000,0.1443,46,0,2504,13549
120,476.0,5.3697,4.4251,0.0000,0.0000,0.1049,4,0,2508,13549
121,480.0,57.3301,56.4075,0.0000,0.0000,0.1494,46,0,2504,13549
122,484.0,6.8128,5.8352,0.0000,0.0000,0.1052,4,0,2508,13549
123,488.0,56.7478,55.7909,0.0000,0.0000,0.1432,46,0,2504,13549
124,492.0,6.7532,5.8188,0.0000,0.0000,0.1017,4,0,2508,13549
125,496.0,57.8971,56.9832,0.0000,0.0000,0.1427,46,0,2504,13549
126,500.0,6.6683,5.7273,0.0000,0.0000,0.1125,4,0,2508,13549
127,504.0,57.5415,56.5970,0.0000,0.0000,0.1649,46,0,2504,13549
128,508.0,5.9488,4.9837,0.0000,0.0000,0.1052,4,0,2508,13549
129,512.0,56.0929,55.1681,0.0000,0.0000,0.1437,46,0,2504,13549
130,512.0,4.4185,4.3774,0.0000,0.0000,0.0952,4,0,2508,13549
131,512.0,5.4812,5.4323,0.0000,0.0000,0.0917,4,0,2512,13549
132,512.0,5.2583,5.2177,0.0000,0.0000,0.0905,4,0,2516,13549
133,512.0,5.7400,5.7023,0.0000,0.0000,0.0844,4,0,2520,13549
134,512.0,4.2679,4.2287,0.0000,0.0000,0.0890,4,0,2524,13549
135,512.0,4.9242,4.8856,0.0000,0.0000,0.0906,4,0,2528,13549
136,512.0,6.5590,6.5183,0.0000,0.0000,0.0902,4,0,2532,13549
137,512.0,5.4959,5.4141,0.0000,0.0000,0.0863,4,0,2536,13549
138,512.0,3.4546,3.4098,0.0000,0.0000,0.1262,4,0,2540,13549
139,512.0,4.0938,4.0555,0.0000,0.0000,0.0882,4,0,2544,13549
140,512.0,5.8194,5.7715,0.0000,0.0000,0.0885,4,0,2548,13549
141,512.0,7.5078,7.4674,0.0000,0.0000,0.0914,4,0,2552,13549
142,512.0,4.3835,4.3453,0.0000,0.0000,0.0885,4,0,2556,13549
143,512.0,7.4201,7.3718,0.0000,0.0000,0.0921,4,0,2560,13549
144,512.0,4.8406,4.8004,0.0000,0.0000,0.0923,4,0,2564,13549
145,512.0,4.8352,4.7977,0.0000,0.0000,0.0877,4,0,2568,13549
146,512.0,5.4922,5.4430,0.0000,0.0000,0.0938,4,0,2572,13549
147,512.0,4.3602,4.3190,0.0000,0.0000,0.0940,4,0,2576,13549
148,512.0,4.8048,4.7666,0.0000,0.0000,0.0887,4,0,2580,13549
149,512.0,4.8268,4.7774,0.0000,0.0000,0.0954,4,0,2584,13549
150,512.0,5.1593,5.1188,0.0000,0.0000,0.0932,4,0,2588,13549
151,512.0,5.3369,5.2994,0.0000,0.0000,0.0892,4,0,2592,13549
152,512.0,3.9323,3.8841,0.0000,0.0000,0.0931,4,0,2596,13549
153,512.0,5.6834,5.6327,0.0000,0.0000,0.0967,4,0,2600,13549
154,512.0,1.7950,1.7589,0.0000,0.0000,0.0668,1,0,2601,13549
155,512.0,0.4674,0.0306,0.0000,0.0000,0.0524,0,0,2601,13549
156,512.0,0.4163,0.0291,0.0000,0.0000,0.0497,0,0,2601,13549
157,512.0,0.4070,0.0273,0.0000,0.0000,0.0476,0,0,2601,13549
158,512.0,0.3997,0.0358,0.0000,0.0000,0.0566,0,0,2601,13549
159,512.0,0.4200,0.0277,0.0000,0.0000,0.0481,0,0,2601,13549
160,512.0,0.4021,0.0272,0.0000,0.0000,0.0477,0,0,2601,13549
161,512.0,0.4012,0.0270,0.0000,0.0000,0.0474,0,0,2601,13549
162,512.0,0.4000,0.0270,0.0000,0.0000,0.0474,0,0,2601,13549
163,512.0,0.4096,0.0271,0.0000,0.0000,0.0478,0,0,2601,13549
164,512.0,0.4038,0.0270,0.0000,0.0000,0.0473,0,0,2601,13549
165,512.0,0.4055,0.0268,0.0000,0.0000,0.0471,0,0,2601,13549
166,512.0,0.4290,0.0270,0.0000,0.0000,0.0477,0,0,2601,13549
167,512.0,0.4033,0.0268,0.0000,0.0000,0.0472,0,0,2601,13549
168,512.0,0.3996,0.0293,0.0000,0.0000,0.0501,0,0,2601,13549
169,512.0,0.4194,0.0273,0.0000,0.0000,0.0476,0,0,2601,13549
170,512.0,0.4043,0.0271,0.0000,0.0000,0.0474,0,0,2601,13549
171,512.0,0.5732,0.0270,0.0000,0.0000,0.0473,0,0,2601,13549
172,512.0,0.5372,0.0426,0.0000,0.0000,0.0687,0,0,2601,13549
173,512.0,0.5209,0.0495,0.0000,0.0000,0.0741,0,0,2601,13549
174,512.0,0.5164,0.0317,0.0000,0.0000,0.0530,0,0,2601,13549
175,512.0,0.4564,0.0400,0.0000,0.0000,0.0632,0,0,2601,13549
176,512.0,0.4278,0.0302,0.0000,0.0000,0.0514,0,0,2601,13549
177,512.0,0.5024,0.0358,0.0000,0.0000,0.0597,0,0,2601,13549
178,512.0,0.6204,0.0407,0.0000,0.0000,0.0650,0,0,2601,13549
179,512.0,0.5320,0.0394,0.0000,0.0000,0.0639,0,0,2601,13549
180,512.0,0.4567,0.0357,0.0000,0.0000,0.0571,0,0,2601,13549
181,512.0,0.4032,0.0333,0.0000,0.0000,0.0545,0,0,2601,13549
182,512.0,0.4168,0.0291,0.0000,0.0000,0.0500,0,0,2601,13549
183,512.0,0.4240,0.0288,0.0000,0.0000,0.0496,0,0,2601,13549
184,512.0,0.4182,0.0285,0.0000,0.0000,0.0495,0,0,2601,13549
185,512.0,0.4148,0.0285,0.0000,0.0000,0.0494,0,0,2601,13549
186,512.0,0.4168,0.0287,0.0000,0.0000,0.0496,0,0,2601,13549
187,512.0,0.4249,0.0286,0.0000,0.0000,0.0493,0,0,2601,13549
188,512.0,0.4196,0.0284,0.0000,0.0000,0.0493,0,0,2601,13549
