elapsed_s,distance_m,x,y,mode,frame_ms,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,packages_created,packages_retired,wake_water_body,wake_topology,wake_mesh,wake_collision,wake_grass,wake_tree
0.167,4.0,131.329,131.329,fly,5.722,2601,0,0,192.00,386207744,502153216,0,0,0,0,0,0,0,0
0.334,8.0,134.164,134.164,fly,5.994,2601,0,0,192.00,386285568,502222848,0,0,0,0,0,0,0,0
0.512,12.3,137.197,137.197,fly,5.217,2601,0,150,192.00,390889472,511160320,101,101,0,0,101,101,0,0
0.690,16.5,140.202,140.202,fly,5.013,2601,0,0,192.00,400089088,520663040,101,101,0,0,101,101,0,0
0.860,20.7,143.102,143.102,fly,7.896,2601,0,0,192.00,400089088,520663040,101,101,0,0,101,101,0,0
1.048,25.2,146.293,146.293,fly,6.227,2601,0,88,192.00,412655616,535429120,202,202,0,0,202,202,0,0
1.222,29.3,149.241,149.241,fly,5.018,2601,0,0,192.00,422318080,545144832,202,202,0,0,202,202,0,0
1.387,33.3,152.045,152.045,fly,5.150,2601,101,0,192.00,422318080,545144832,202,202,0,0,202,202,0,0
1.574,37.8,155.212,155.212,fly,5.034,2601,0,41,192.00,437972992,565243904,303,303,0,0,303,303,0,0
1.743,41.8,158.080,158.080,fly,5.014,2601,0,0,192.00,444694528,571797504,303,303,0,0,303,303,0,0
1.917,46.0,161.029,161.029,fly,6.290,2601,0,169,192.00,446013440,577048576,404,404,0,0,404,404,0,0
2.088,50.1,163.927,163.927,fly,5.058,2601,0,9,192.00,454037504,585666560,404,404,0,0,404,404,0,0
2.245,53.9,166.595,166.595,fly,4.831,2601,0,0,192.00,454746112,586493952,404,404,0,0,404,404,0,0
2.417,58.0,169.516,169.516,fly,5.592,2601,0,122,192.00,457695232,588988416,505,505,0,0,505,505,0,0
2.588,62.1,172.416,172.416,fly,5.028,2601,0,0,192.00,464953344,596885504,505,505,0,0,505,505,0,0
2.746,65.9,175.104,175.104,fly,5.179,2601,0,0,192.00,464953344,596885504,505,505,0,0,505,505,0,0
2.910,69.8,177.889,177.889,fly,4.846,2601,0,94,192.00,468627456,600309760,606,606,0,0,606,606,0,0
3.071,73.7,180.623,180.623,fly,4.569,2601,0,0,192.00,474415104,606527488,606,606,0,0,606,606,0,0
3.221,77.3,183.162,183.162,fly,5.134,2601,0,0,192.00,474415104,606527488,606,606,0,0,606,606,0,0
3.388,81.3,185.999,185.999,fly,4.704,2601,0,89,192.00,478670848,612601856,707,707,0,0,707,707,0,0
3.545,85.1,188.655,188.655,fly,4.618,2601,0,0,192.00,484257792,618811392,707,707,0,0,707,707,0,0
3.695,88.7,191.200,191.200,fly,4.496,2601,0,0,192.00,484257792,618811392,707,707,0,0,707,707,0,0
3.860,92.6,194.012,194.012,fly,6.923,2601,0,90,192.00,487481344,621666304,808,808,0,0,808,808,0,0
4.021,96.5,196.738,196.738,fly,8.345,2601,0,0,192.00,492634112,627216384,808,808,0,0,808,808,0,0
4.172,100.1,199.301,199.301,fly,4.862,2601,0,0,192.00,492634112,627216384,808,808,0,0,808,808,0,0
4.344,104.3,202.224,202.224,fly,4.898,2601,0,77,192.00,496861184,631386112,909,909,0,0,909,909,0,0
4.506,108.2,204.974,204.974,fly,4.865,2601,0,0,192.00,501829632,636923904,909,909,0,0,909,909,0,0
4.661,111.9,207.596,207.596,fly,6.656,2601,0,0,192.00,501813248,636907520,909,909,0,0,909,909,0,0
4.834,116.0,210.528,210.528,fly,6.666,2601,0,58,192.00,507654144,642260992,1010,1010,0,0,1010,1010,0,0
4.997,119.9,213.304,213.304,fly,4.816,2601,0,0,192.00,511401984,646545408,1010,1010,0,0,1010,1010,0,0
5.156,123.7,215.993,215.993,fly,4.748,2601,0,0,192.00,511401984,646545408,1010,1010,0,0,1010,1010,0,0
5.327,127.8,218.897,218.897,fly,4.856,2601,0,55,192.00,517165056,652197888,1111,1111,0,0,1111,1111,0,0
5.493,131.8,221.724,221.724,fly,4.974,2601,0,0,192.00,520294400,655437824,1111,1111,0,0,1111,1111,0,0
5.661,135.9,224.573,224.573,fly,5.208,2601,0,198,192.00,520351744,655437824,1212,1212,0,0,1212,1212,0,0
5.826,139.8,227.366,227.366,fly,4.861,2601,0,30,192.00,527114240,662458368,1212,1212,0,0,1212,1212,0,0
5.976,143.4,229.922,229.922,fly,4.700,2601,0,0,192.00,528773120,663998464,1212,1212,0,0,1212,1212,0,0
6.134,147.2,232.594,232.594,fly,6.463,2601,0,188,192.00,529399808,664522752,1313,1313,0,0,1313,1313,0,0
6.294,151.1,235.310,235.310,fly,5.081,2601,0,21,192.00,536735744,672501760,1313,1313,0,0,1313,1313,0,0
6.445,154.7,237.871,237.871,fly,4.607,2601,0,0,192.00,538112000,673812480,1313,1313,0,0,1313,1313,0,0
6.605,158.5,240.584,240.584,fly,4.401,2601,0,189,192.00,538238976,673812480,1414,1414,0,0,1414,1414,0,0
6.755,162.1,243.129,243.129,fly,5.299,2601,0,27,192.00,544792576,680509440,1414,1414,0,0,1414,1414,0,0
6.900,165.6,245.594,245.594,fly,5.546,2601,0,0,192.00,546627584,682487808,1414,1414,0,0,1414,1414,0,0
7.039,168.9,247.958,247.958,fly,4.576,2601,0,0,192.00,546627584,682487808,1414,1414,0,0,1414,1414,0,0
7.193,172.6,250.574,250.574,fly,4.561,2601,0,59,192.00,552378368,688730112,1515,1515,0,0,1515,1515,0,0
7.335,176.0,252.982,252.982,fly,5.081,2601,0,0,192.00,556544000,693002240,1515,1515,0,0,1515,1515,0,0
7.485,179.6,255.529,255.529,fly,5.013,2601,0,0,192.00,556544000,693002240,1515,1515,0,0,1515,1515,0,0
7.640,183.4,258.154,258.154,fly,4.841,2601,0,80,192.00,560689152,696651776,1616,1616,0,0,1616,1616,0,0
7.789,186.9,260.680,260.680,fly,4.432,2601,0,0,192.00,565415936,701771776,1616,1616,0,0,1616,1616,0,0
7.936,190.5,263.174,263.174,fly,5.152,2601,0,0,192.00,565415936,701771776,1616,1616,0,0,1616,1616,0,0
8.092,194.2,265.825,265.825,fly,4.565,2601,0,85,192.00,568655872,704622592,1717,1717,0,0,1717,1717,0,0
8.245,197.9,268.425,268.425,fly,4.541,2601,0,0,192.00,573816832,710402048,1717,1717,0,0,1717,1717,0,0
8.394,201.5,270.955,270.955,fly,4.451,2601,0,0,192.00,573816832,710402048,1717,1717,0,0,1717,1717,0,0
8.550,205.2,273.605,273.605,fly,5.138,2601,0,98,192.00,577134592,713433088,1818,1818,0,0,1818,1818,0,0
8.700,208.8,276.152,276.152,fly,7.040,2601,0,0,192.00,583233536,720068608,1818,1818,0,0,1818,1818,0,0
8.850,212.4,278.693,278.693,fly,5.359,2601,0,0,192.00,583233536,720068608,1818,1818,0,0,1818,1818,0,0
9.011,216.3,281.419,281.419,fly,4.472,2601,0,103,192.00,585957376,722526208,1919,1919,0,0,1919,1919,0,0
9.161,219.9,283.964,283.964,fly,5.891,2601,0,0,192.00,591642624,728424448,1919,1919,0,0,1919,1919,0,0
9.312,223.5,286.526,286.526,fly,4.462,2601,0,0,192.00,591712256,728494080,1919,1919,0,0,1919,1919,0,0
9.472,227.3,289.252,289.252,fly,4.347,2601,0,120,192.00,593182720,730001408,2020,2020,0,0,2020,2020,0,0
9.621,230.9,291.769,291.769,fly,4.300,2601,0,0,192.00,600346624,737312768,2020,2020,0,0,2020,2020,0,0
9.766,234.4,294.235,294.235,fly,5.200,2601,0,0,192.00,600416256,737398784,2020,2020,0,0,2020,2020,0,0
9.927,238.2,296.962,296.962,fly,4.241,2601,0,157,192.00,601116672,737923072,2121,2121,0,0,2121,2121,0,0
10.081,241.9,299.577,299.577,fly,4.526,2601,0,1,192.00,626761728,764235776,2121,2121,0,0,2121,2121,0,0
10.225,245.4,302.016,302.016,fly,4.187,2601,0,0,192.00,626876416,764375040,2121,2121,0,0,2121,2121,0,0
10.374,249.0,304.556,304.556,fly,4.167,2601,0,199,192.00,626962432,764375040,2222,2222,0,0,2222,2222,0,0
10.511,252.3,306.872,306.872,fly,4.086,2601,0,35,192.00,641679360,779235328,2222,2222,0,0,2222,2222,0,0
10.644,255.4,309.127,309.127,fly,4.404,2601,0,0,192.00,643866624,781541376,2222,2222,0,0,2222,2222,0,0
10.778,258.7,311.411,311.411,fly,4.035,2601,0,0,192.00,643866624,781541376,2222,2222,0,0,2222,2222,0,0
10.921,262.1,313.830,313.830,fly,4.119,2601,0,93,192.00,655511552,793255936,2323,2323,0,0,2323,2323,0,0
11.060,265.4,316.199,316.199,fly,4.038,2601,0,0,192.00,661438464,799416320,2323,2323,0,0,2323,2323,0,0
11.192,268.6,318.434,318.434,fly,3.976,2601,0,0,192.00,661442560,799416320,2323,2323,0,0,2323,2323,0,0
11.336,272.1,320.875,320.875,fly,5.239,2601,0,168,192.00,662315008,800464896,2424,2424,0,0,2424,2424,0,0
11.474,275.4,323.224,323.224,fly,4.063,2601,0,0,192.00,671232000,810000384,2424,2424,0,0,2424,2424,0,0
11.608,278.6,325.502,325.502,fly,3.916,2601,0,0,192.00,671367168,810139648,2424,2424,0,0,2424,2424,0,0
11.742,281.8,327.764,327.764,fly,3.881,2601,0,0,192.00,671367168,810139648,2424,2424,0,0,2424,2424,0,0
11.889,285.3,330.261,330.261,fly,4.231,2601,0,65,192.00,676134912,814702592,2525,2525,0,0,2525,2525,0,0
12.027,288.7,332.609,332.609,fly,4.587,2601,0,0,192.00,680263680,819220480,2525,2525,0,0,2525,2525,0,0
12.165,292.0,334.954,334.954,fly,4.656,2601,0,0,192.00,680263680,819220480,2525,2525,0,0,2525,2525,0,0
12.310,295.5,337.415,337.415,fly,4.449,2601,0,98,192.00,683245568,821784576,2626,2626,0,0,2626,2626,0,0
12.441,298.6,339.638,339.638,fly,3.939,2601,0,0,192.00,689233920,828518400,2626,2626,0,0,2626,2626,0,0
12.574,301.8,341.887,341.887,fly,3.914,2601,0,0,192.00,689303552,828588032,2626,2626,0,0,2626,2626,0,0
12.714,305.1,344.256,344.256,fly,12.329,2601,0,101,192.00,689364992,828588032,2727,2727,0,0,2727,2727,0,0
12.852,308.4,346.603,346.603,fly,4.621,2601,0,44,192.00,695291904,834252800,2727,2727,0,0,2727,2727,0,0
12.986,311.7,348.888,348.888,fly,4.360,2601,0,0,192.00,698056704,837423104,2727,2727,0,0,2727,2727,0,0
13.125,315.0,351.234,351.234,fly,3.982,2601,0,0,192.00,698126336,837492736,2727,2727,0,0,2727,2727,0,0
13.266,318.4,353.636,353.636,fly,5.877,2601,0,87,192.00,702976000,841994240,2828,2828,0,0,2828,2828,0,0
13.404,321.7,355.979,355.979,fly,4.007,2601,0,0,192.00,707842048,847286272,2828,2828,0,0,2828,2828,0,0
13.543,325.0,358.337,358.337,fly,3.926,2601,0,0,192.00,707911680,847355904,2828,2828,0,0,2828,2828,0,0
13.684,328.4,360.720,360.720,fly,4.935,2601,0,173,192.00,708030464,847355904,2929,2929,0,0,2929,2929,0,0
13.821,331.7,363.050,363.050,fly,6.814,2601,0,0,192.00,716881920,856768512,2929,2929,0,0,2929,2929,0,0
13.954,334.9,365.306,365.306,fly,4.021,2601,0,0,192.00,716951552,856838144,2929,2929,0,0,2929,2929,0,0
14.090,338.2,367.615,367.615,fly,4.183,2601,0,0,192.00,716951552,856838144,2929,2929,0,0,2929,2929,0,0
14.229,341.5,369.970,369.970,fly,3.904,2601,0,72,192.00,721104896,860557312,3030,3030,0,0,3030,3030,0,0
14.354,344.5,372.100,372.100,fly,4.203,2601,0,0,192.00,725897216,865976320,3030,3030,0,0,3030,3030,0,0
14.477,347.5,374.188,374.188,fly,3.707,2601,0,0,192.00,725966848,866054144,3030,3030,0,0,3030,3030,0,0
14.611,350.7,376.455,376.455,fly,3.765,2601,0,205,192.00,726011904,866054144,3131,3131,0,0,3131,3131,0,0
14.742,353.8,378.676,378.676,fly,3.810,2601,0,24,192.00,733437952,873779200,3131,3131,0,0,3131,3131,0,0
14.870,356.9,380.859,380.859,fly,3.822,2601,0,0,192.00,734892032,875229184,3131,3131,0,0,3131,3131,0,0
14.997,359.9,383.003,383.003,fly,3.837,2601,0,0,192.00,734961664,875298816,3131,3131,0,0,3131,3131,0,0
15.126,363.0,385.204,385.204,fly,3.848,2601,0,126,192.00,736239616,876163072,3232,3232,0,0,3232,3232,0,0
15.250,366.0,387.300,387.300,fly,4.858,2601,0,0,192.00,743514112,883912704,3232,3232,0,0,3232,3232,0,0
15.372,368.9,389.377,389.377,fly,3.661,2601,0,0,192.00,743583744,883982336,3232,3232,0,0,3232,3232,0,0
15.491,371.8,391.391,391.391,fly,3.591,2601,0,0,192.00,743583744,883982336,3232,3232,0,0,3232,3232,0,0
15.621,374.9,393.589,393.589,fly,3.821,2601,0,92,192.00,748269568,888385536,3333,3333,0,0,3333,3333,0,0
15.743,377.8,395.664,395.664,fly,3.632,2601,0,0,192.00,753737728,894160896,3333,3333,0,0,3333,3333,0,0
15.865,380.7,397.730,397.730,fly,3.758,2601,0,0,192.00,753807360,894230528,3333,3333,0,0,3333,3333,0,0
15.984,383.6,399.759,399.759,fly,4.385,2601,0,0,192.00,753807360,894230528,3333,3333,0,0,3333,3333,0,0
16.114,386.7,401.956,401.956,fly,3.822,2601,0,67,192.00,758444032,898768896,3434,3434,0,0,3434,3434,0,0
16.236,389.7,404.035,404.035,fly,3.708,2601,0,0,192.00,763289600,903966720,3434,3434,0,0,3434,3434,0,0
16.355,392.5,406.046,406.046,fly,3.715,2601,0,0,192.00,763359232,904101888,3434,3434,0,0,3434,3434,0,0
16.473,395.3,408.050,408.050,fly,3.616,2601,101,0,192.00,763359232,904101888,3434,3434,0,0,3434,3434,0,0
16.606,398.5,410.315,410.315,fly,3.951,2601,0,49,192.00,769302528,910217216,3535,3535,0,0,3535,3535,0,0
16.724,401.4,412.320,412.320,fly,3.589,2601,0,0,192.00,772026368,912945152,3535,3535,0,0,3535,3535,0,0
16.840,404.2,414.292,414.292,fly,3.497,2601,0,0,192.00,772153344,913080320,3535,3535,0,0,3535,3535,0,0
16.973,407.3,416.536,416.536,fly,3.698,2601,0,176,192.00,772284416,913080320,3636,3636,0,0,3636,3636,0,0
17.096,410.3,418.634,418.634,fly,5.076,2601,0,24,192.00,779411456,920707072,3636,3636,0,0,3636,3636,0,0
17.217,413.2,420.676,420.676,fly,5.193,2601,0,0,192.00,780910592,922226688,3636,3636,0,0,3636,3636,0,0
17.335,416.0,422.683,422.683,fly,4.205,2601,0,0,192.00,780980224,922226688,3636,3636,0,0,3636,3636,0,0
17.467,419.2,424.919,424.919,fly,5.139,2601,0,140,192.00,781795328,922759168,3737,3737,0,0,3737,3737,0,0
17.597,422.3,427.130,427.130,fly,4.159,2601,0,0,192.00,789852160,931336192,3737,3737,0,0,3737,3737,0,0
17.717,425.2,429.172,429.172,fly,4.650,2601,0,0,192.00,789921792,931336192,3737,3737,0,0,3737,3737,0,0
17.837,428.1,431.208,431.208,fly,3.768,2601,0,0,192.00,789921792,931336192,3737,3737,0,0,3737,3737,0,0
17.969,431.3,433.443,433.443,fly,4.019,2601,0,96,192.00,792776704,934141952,3838,3838,0,0,3838,3838,0,0
18.092,434.2,435.530,435.530,fly,3.653,2601,0,0,192.00,798433280,940060672,3838,3838,0,0,3838,3838,0,0
18.213,437.1,437.583,437.583,fly,3.724,2601,0,0,192.00,798433280,940060672,3838,3838,0,0,3838,3838,0,0
18.332,440.0,439.596,439.596,fly,3.740,2601,0,0,192.00,798433280,940060672,3838,3838,0,0,3838,3838,0,0
18.460,443.0,441.783,441.783,fly,3.719,2601,0,77,192.00,802426880,944193536,3939,3939,0,0,3939,3939,0,0
18.581,445.9,443.828,443.828,fly,3.561,2601,0,0,192.00,806739968,948633600,3939,3939,0,0,3939,3939,0,0
18.702,448.8,445.884,445.884,fly,7.497,2601,0,0,192.00,806809600,948768768,3939,3939,0,0,3939,3939,0,0
18.820,451.7,447.893,447.893,fly,5.465,2601,0,0,192.00,806809600,948768768,3939,3939,0,0,3939,3939,0,0
18.945,454.7,450.008,450.008,fly,3.774,2601,0,61,192.00,811614208,953491456,4040,4040,0,0,4040,4040,0,0
19.061,457.5,451.977,451.977,fly,3.629,2601,0,0,192.00,815411200,957632512,4040,4040,0,0,4040,4040,0,0
19.176,460.2,453.927,453.927,fly,3.484,2601,0,0,192.00,815480832,957767680,4040,4040,0,0,4040,4040,0,0
19.290,463.0,455.870,455.870,fly,3.387,2601,0,0,192.00,815480832,957767680,4040,4040,0,0,4040,4040,0,0
19.425,466.2,458.161,458.161,fly,4.901,2601,0,50,192.00,820834304,962883584,4141,4141,0,0,4141,4141,0,0
19.546,469.1,460.210,460.210,fly,3.463,2601,0,0,192.00,823758848,966115328,4141,4141,0,0,4141,4141,0,0
19.660,471.8,462.147,462.147,fly,4.087,2601,0,0,192.00,823828480,966250496,4141,4141,0,0,4141,4141,0,0
19.784,474.8,464.249,464.249,fly,11.918,2601,0,103,192.00,823865344,966250496,4242,4242,0,0,4242,4242,0,0
19.892,477.4,466.080,466.080,fly,3.467,2601,0,46,192.00,829157376,971448320,4242,4242,0,0,4242,4242,0,0
20.001,480.0,467.930,467.930,fly,3.867,2601,0,0,192.00,831713280,974061568,4242,4242,0,0,4242,4242,0,0
20.110,482.6,469.775,469.775,fly,3.191,2601,0,0,192.00,831782912,974200832,4242,4242,0,0,4242,4242,0,0
20.217,485.2,471.594,471.594,fly,4.470,2601,0,0,192.00,831782912,974200832,4242,4242,0,0,4242,4242,0,0
20.336,488.1,473.618,473.618,fly,3.845,2601,0,70,192.00,836554752,979296256,4343,4343,0,0,4343,4343,0,0
20.444,490.7,475.447,475.447,fly,3.372,2601,0,0,192.00,840966144,983756800,4343,4343,0,0,4343,4343,0,0
20.554,493.3,477.309,477.309,fly,3.294,2601,0,0,192.00,841035776,983891968,4343,4343,0,0,4343,4343,0,0
20.660,495.8,479.118,479.118,fly,6.147,2601,0,0,192.00,841035776,983891968,4343,4343,0,0,4343,4343,0,0
20.771,498.5,480.987,480.987,fly,3.243,2601,0,112,192.00,842678272,985161728,4444,4444,0,0,4444,4444,0,0
20.882,501.2,482.883,482.883,fly,4.047,2601,0,0,192.00,849387520,992358400,4444,4444,0,0,4444,4444,0,0
20.987,503.7,484.669,484.669,fly,3.232,2601,0,0,192.00,849387520,992358400,4444,4444,0,0,4444,4444,0,0
21.092,506.2,486.436,486.436,fly,3.445,2601,0,0,192.00,849457152,992493568,4444,4444,0,0,4444,4444,0,0
21.205,508.9,488.361,488.361,fly,3.214,2601,0,183,192.00,849580032,992493568,4545,4545,0,0,4545,4545,0,0
21.315,511.6,490.235,490.235,fly,3.843,2601,0,32,192.00,856182784,999337984,4545,4545,0,0,4545,4545,0,0
21.421,514.1,492.029,492.029,fly,3.261,2601,0,0,192.00,858427392,1001906176,4545,4545,0,0,4545,4545,0,0
21.527,516.7,493.827,493.827,fly,3.251,2601,0,0,192.00,858497024,1001906176,4545,4545,0,0,4545,4545,0,0
21.631,519.1,495.586,495.586,fly,3.178,2601,0,0,192.00,858497024,1001906176,4545,4545,0,0,4545,4545,0,0
21.742,521.8,497.478,497.478,fly,3.018,2601,0,74,192.00,862461952,1005535232,4646,4646,0,0,4646,4646,0,0
21.843,524.2,499.194,499.194,fly,3.022,2601,0,0,192.00,867184640,1010778112,4646,4646,0,0,4646,4646,0,0
21.943,526.6,500.883,500.883,fly,3.000,2601,0,0,192.00,867184640,1010778112,4646,4646,0,0,4646,4646,0,0
22.043,529.0,502.582,502.582,fly,3.078,2601,0,0,192.00,867254272,1010913280,4646,4646,0,0,4646,4646,0,0
22.152,531.6,504.427,504.427,fly,3.740,2601,0,181,192.00,867389440,1010913280,4747,4747,0,0,4747,4747,0,0
22.254,534.1,506.160,506.160,fly,3.135,2601,0,21,192.00,873943040,1017401344,4747,4747,0,0,4747,4747,0,0
22.354,536.5,507.856,507.856,fly,3.276,2601,0,0,192.00,875511808,1019432960,4747,4747,0,0,4747,4747,0,0
22.453,538.9,509.547,509.547,fly,3.164,2601,0,0,192.00,875581440,1019432960,4747,4747,0,0,4747,4747,0,0
22.553,541.3,511.243,511.243,fly,3.046,2601,0,0,192.00,875581440,1019432960,4747,4747,0,0,4747,4747,0,0
22.661,543.9,513.065,513.065,fly,3.435,2601,0,135,192.00,876462080,1020116992,4848,4848,0,0,4848,4848,0,0
22.764,546.3,514.820,514.820,fly,3.403,2601,0,0,192.00,884113408,1027981312,4848,4848,0,0,4848,4848,0,0
22.870,548.9,516.622,516.622,fly,3.236,2601,0,0,192.00,884113408,1027981312,4848,4848,0,0,4848,4848,0,0
22.977,551.5,518.437,518.437,fly,3.332,2601,0,0,192.00,884183040,1028116480,4848,4848,0,0,4848,4848,0,0
23.085,554.0,520.272,520.272,fly,4.045,2601,0,207,192.00,884215808,1028116480,4949,4949,0,0,4949,4949,0,0
23.192,556.6,522.073,522.073,fly,3.644,2601,0,38,192.00,890470400,1034604544,4949,4949,0,0,4949,4949,0,0
23.294,559.1,523.815,523.815,fly,3.197,2601,0,0,192.00,893050880,1037348864,4949,4949,0,0,4949,4949,0,0
23.397,561.5,525.565,525.565,fly,3.503,2601,0,0,192.00,893120512,1037484032,4949,4949,0,0,4949,4949,0,0
23.501,564.0,527.320,527.320,fly,3.795,2601,0,0,192.00,893120512,1037484032,4949,4949,0,0,4949,4949,0,0
23.607,566.6,529.123,529.123,fly,3.007,2601,0,122,192.00,894476288,1038286848,5050,5050,0,0,5050,5050,0,0
23.707,569.0,530.818,530.818,fly,3.145,2601,0,0,192.00,901771264,1046278144,5050,5050,0,0,5050,5050,0,0
23.806,571.3,532.504,532.504,fly,2.953,2601,0,0,192.00,901763072,1046237184,5050,5050,0,0,5050,5050,0,0
23.953,574.9,534.999,534.999,fly,3.610,2601,0,0,192.00,901910528,1046433792,5050,5050,0,0,5050,5050,0,0
24.060,577.4,536.808,536.808,fly,3.051,2601,0,143,192.00,902381568,1046433792,5151,5151,0,0,5151,5151,0,0
24.162,579.9,538.549,538.549,fly,3.090,2601,0,0,192.00,910393344,1054724096,5151,5151,0,0,5151,5151,0,0
24.263,582.3,540.251,540.251,fly,3.042,2601,0,0,192.00,910458880,1054859264,5151,5151,0,0,5151,5151,0,0
24.362,584.7,541.940,541.940,fly,3.056,2601,0,0,192.00,910524416,1054859264,5151,5151,0,0,5151,5151,0,0
24.463,587.1,543.644,543.644,fly,3.089,2601,0,0,192.00,910524416,1054859264,5151,5151,0,0,5151,5151,0,0
24.569,589.7,545.449,545.449,fly,2.996,2601,0,84,192.00,914284544,1058750464,5252,5252,0,0,5252,5252,0,0
24.669,592.1,547.148,547.148,fly,2.908,2601,0,0,192.00,919695360,1064468480,5252,5252,0,0,5252,5252,0,0
24.768,594.4,548.835,548.835,fly,3.074,2601,0,0,192.00,919695360,1064468480,5252,5252,0,0,5252,5252,0,0
24.865,596.8,550.479,550.479,fly,2.990,2601,0,0,192.00,919764992,1064603648,5252,5252,0,0,5252,5252,0,0
24.969,599.3,552.245,552.245,fly,11.187,2601,0,101,192.00,919822336,1064603648,5353,5353,0,0,5353,5353,0,0
25.069,601.7,553.937,553.937,fly,2.978,2601,0,48,192.00,925966336,1070710784,5353,5353,0,0,5353,5353,0,0
25.160,603.8,555.479,555.479,fly,2.857,2601,0,0,192.00,928808960,1073684480,5353,5353,0,0,5353,5353,0,0
25.248,606.0,556.972,556.972,fly,2.793,2601,0,0,192.00,928808960,1073684480,5353,5353,0,0,5353,5353,0,0
25.342,608.2,558.560,558.560,fly,3.024,2601,0,0,192.00,928878592,1073819648,5353,5353,0,0,5353,5353,0,0
25.444,610.6,560.295,560.295,fly,3.352,2601,0,195,192.00,928948224,1073819648,5454,5454,0,0,5454,5454,0,0
25.535,612.8,561.841,561.841,fly,2.826,2601,0,50,192.00,934223872,1079218176,5454,5454,0,0,5454,5454,0,0
25.625,615.0,563.373,563.373,fly,2.881,2601,0,0,192.00,937345024,1082458112,5454,5454,0,0,5454,5454,0,0
25.714,617.1,564.874,564.874,fly,2.847,2601,0,0,192.00,937345024,1082458112,5454,5454,0,0,5454,5454,0,0
25.802,619.2,566.374,566.374,fly,3.126,2601,0,0,192.00,937414656,1082593280,5454,5454,0,0,5454,5454,0,0
25.893,621.4,567.926,567.926,fly,2.875,2601,0,0,192.00,937414656,1082593280,5454,5454,0,0,5454,5454,0,0
25.990,623.8,569.563,569.563,fly,3.213,2601,0,69,192.00,941592576,1086541824,5555,5555,0,0,5555,5555,0,0
26.081,625.9,571.110,571.110,fly,2.870,2601,0,0,192.00,946237440,1091657728,5555,5555,0,0,5555,5555,0,0
26.171,628.1,572.639,572.639,fly,3.236,2601,0,0,192.00,946237440,1091657728,5555,5555,0,0,5555,5555,0,0
26.260,630.2,574.139,574.139,fly,2.842,2601,0,0,192.00,946307072,1091792896,5555,5555,0,0,5555,5555,0,0
26.349,632.4,575.666,575.666,fly,2.946,2601,0,0,192.00,946307072,1091792896,5555,5555,0,0,5555,5555,0,0
26.447,634.7,577.314,577.314,fly,2.885,2601,0,83,192.00,949567488,1094721536,5656,5656,0,0,5656,5656,0,0
26.540,637.0,578.892,578.892,fly,3.793,2601,0,0,192.00,954806272,1100357632,5656,5656,0,0,5656,5656,0,0
26.635,639.2,580.507,580.507,fly,2.894,2601,0,0,192.00,954806272,1100357632,5656,5656,0,0,5656,5656,0,0
26.727,641.4,582.068,582.068,fly,3.692,2601,0,0,192.00,954875904,1100492800,5656,5656,0,0,5656,5656,0,0
26.815,643.6,583.565,583.565,fly,2.815,2601,0,0,192.00,954875904,1100492800,5656,5656,0,0,5656,5656,0,0
26.916,646.0,585.273,585.273,fly,2.957,2601,0,89,192.00,957747200,1103142912,5757,5757,0,0,5757,5757,0,0
27.014,648.3,586.940,586.940,fly,2.826,2601,0,0,192.00,963424256,1109405696,5757,5757,0,0,5757,5757,0,0
27.106,650.6,588.510,588.510,fly,3.044,2601,0,0,192.00,963424256,1109405696,5757,5757,0,0,5757,5757,0,0
27.195,652.7,590.007,590.007,fly,2.886,2601,0,0,192.00,963493888,1109540864,5757,5757,0,0,5757,5757,0,0
27.283,654.8,591.515,591.515,fly,2.758,2601,0,0,192.00,963493888,1109540864,5757,5757,0,0,5757,5757,0,0
27.381,657.1,593.166,593.166,fly,2.914,2601,0,106,192.00,965582848,1111097344,5858,5858,0,0,5858,5858,0,0
27.473,659.4,594.736,594.736,fly,4.100,2601,0,0,192.00,972115968,1118068736,5858,5858,0,0,5858,5858,0,0
27.568,661.6,596.336,596.336,fly,2.934,2601,0,0,192.00,972115968,1118068736,5858,5858,0,0,5858,5858,0,0
27.662,663.9,597.936,597.936,fly,2.852,2601,0,0,192.00,972185600,1118203904,5858,5858,0,0,5858,5858,0,0
27.751,666.0,599.447,599.447,fly,2.861,2601,0,0,192.00,972185600,1118203904,5858,5858,0,0,5858,5858,0,0
27.848,668.3,601.089,601.089,fly,3.137,2601,0,115,192.00,974155776,1119973376,5959,5959,0,0,5959,5959,0,0
27.940,670.6,602.655,602.655,fly,3.059,2601,0,15,192.00,997175296,1143332864,5959,5959,0,0,5959,5959,0,0
28.029,672.7,604.173,604.173,fly,2.929,2601,0,0,192.00,997945344,1144078336,5959,5959,0,0,5959,5959,0,0
28.118,674.8,605.676,605.676,fly,3.068,2601,0,0,192.00,998014976,1144213504,5959,5959,0,0,5959,5959,0,0
28.206,677.0,607.176,607.176,fly,3.033,2601,0,0,192.00,998014976,1144213504,5959,5959,0,0,5959,5959,0,0
28.307,679.4,608.885,608.885,fly,4.895,2601,0,155,192.00,1031786496,1177833472,6060,6060,0,0,6060,6060,0,0
28.407,681.8,610.584,610.584,fly,4.602,2601,0,35,192.00,1038557184,1185095680,6060,6060,0,0,6060,6060,0,0
