elapsed_s,distance_m,x,y,mode,frame_ms,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,packages_created,packages_retired,wake_water_body,wake_topology,wake_mesh,wake_collision,wake_grass,wake_tree
80.246,1925.9,1490.325,1490.325,fly,7.433,2601,0,42,192.00,2153295872,2324078592,17170,17170,0,0,17170,17170,0,0
80.405,1929.7,1493.022,1493.022,fly,4.476,2601,0,0,192.00,2155974656,2327080960,17170,17170,0,0,17170,17170,0,0
80.554,1933.3,1495.548,1495.548,fly,5.699,2601,0,0,192.00,2155974656,2327080960,17170,17170,0,0,17170,17170,0,0
80.742,1937.8,1498.729,1498.729,fly,4.635,2601,0,0,192.00,2164379648,2335956992,17271,17271,0,0,17271,17271,0,0
80.894,1941.5,1501.323,1501.323,fly,5.062,2601,0,0,192.00,2164449280,2335956992,17271,17271,0,0,17271,17271,0,0
81.055,1945.3,1504.048,1504.048,fly,4.424,2601,101,0,192.00,2164449280,2335956992,17271,17271,0,0,17271,17271,0,0
81.244,1949.9,1507.262,1507.262,fly,4.930,2601,0,0,192.00,2173284352,2344611840,17372,17372,0,0,17372,17372,0,0
81.396,1953.5,1509.835,1509.835,fly,4.420,2601,0,0,192.00,2173353984,2345140224,17372,17372,0,0,17372,17372,0,0
81.572,1957.7,1512.829,1512.829,fly,5.378,2601,0,160,192.00,2173419520,2345140224,17473,17473,0,0,17473,17473,0,0
81.749,1962.0,1515.824,1515.824,fly,4.493,2601,0,0,192.00,2182352896,2353844224,17473,17473,0,0,17473,17473,0,0
81.897,1965.5,1518.346,1518.346,fly,4.571,2601,0,0,192.00,2182348800,2353844224,17473,17473,0,0,17473,17473,0,0
82.071,1969.7,1521.284,1521.284,fly,7.194,2601,0,125,192.00,2182987776,2354413568,17574,17574,0,0,17574,17574,0,0
82.241,1973.8,1524.181,1524.181,fly,5.011,2601,0,0,192.00,2190520320,2362617856,17574,17574,0,0,17574,17574,0,0
82.391,1977.4,1526.717,1526.717,fly,4.424,2601,0,0,192.00,2190520320,2362617856,17574,17574,0,0,17574,17574,0,0
82.576,1981.8,1529.856,1529.856,fly,6.196,2601,0,75,192.00,2194489344,2366226432,17675,17675,0,0,17675,17675,0,0
82.733,1985.6,1532.526,1532.526,fly,4.559,2601,0,0,192.00,2198962176,2371039232,17675,17675,0,0,17675,17675,0,0
82.884,1989.2,1535.083,1535.083,fly,4.812,2601,0,0,192.00,2198962176,2371039232,17675,17675,0,0,17675,17675,0,0
83.070,1993.7,1538.243,1538.243,fly,6.245,2601,0,41,192.00,2205093888,2377224192,17776,17776,0,0,17776,17776,0,0
83.234,1997.6,1541.021,1541.021,fly,6.439,2601,0,0,192.00,2208063488,2380673024,17776,17776,0,0,17776,17776,0,0
83.387,2001.3,1543.629,1543.629,fly,4.588,2601,0,0,192.00,2208063488,2380673024,17776,17776,0,0,17776,17776,0,0
83.577,2005.8,1546.846,1546.846,fly,4.530,2601,0,0,192.00,2216341504,2388844544,17877,17877,0,0,17877,17877,0,0
83.730,2009.5,1549.447,1549.447,fly,5.349,2601,0,0,192.00,2216861696,2389372928,17877,17877,0,0,17877,17877,0,0
83.884,2013.2,1552.051,1552.051,fly,5.455,2601,101,0,192.00,2216861696,2389372928,17877,17877,0,0,17877,17877,0,0
84.076,2017.8,1555.320,1555.320,fly,4.618,2601,0,0,192.00,2225135616,2397696000,17978,17978,0,0,17978,17978,0,0
84.290,2023.0,1558.944,1558.944,fly,5.307,2601,0,0,192.00,2233520128,2406105088,17978,17978,0,0,17978,17978,0,0
84.481,2027.5,1562.191,1562.191,fly,8.393,2601,0,46,192.00,2239033344,2411671552,18079,18079,0,0,18079,18079,0,0
84.638,2031.3,1564.855,1564.855,fly,5.081,2601,0,0,192.00,2242400256,2415403008,18079,18079,0,0,18079,18079,0,0
84.793,2035.0,1567.477,1567.477,fly,4.817,2601,0,0,192.00,2242400256,2415403008,18079,18079,0,0,18079,18079,0,0
84.987,2039.7,1570.778,1570.778,fly,7.622,2601,0,1,192.00,2251128832,2424176640,18180,18180,0,0,18180,18180,0,0
85.172,2044.1,1573.916,1573.916,fly,9.299,2601,0,0,192.00,2251653120,2424705024,18180,18180,0,0,18180,18180,0,0
85.362,2048.7,1577.141,1577.141,fly,5.906,2601,0,141,192.00,2251718656,2424705024,18281,18281,0,0,18281,18281,0,0
85.541,2053.0,1580.183,1580.183,fly,6.021,2601,0,0,192.00,2259959808,2433671168,18281,18281,0,0,18281,18281,0,0
85.704,2056.9,1582.943,1582.943,fly,5.467,2601,0,0,192.00,2259959808,2433671168,18281,18281,0,0,18281,18281,0,0
85.894,2061.5,1586.178,1586.178,fly,7.158,2601,0,51,192.00,2264825856,2438074368,18382,18382,0,0,18382,18382,0,0
86.053,2065.3,1588.872,1588.872,fly,5.386,2601,0,0,192.00,2268794880,2443042816,18382,18382,0,0,18382,18382,0,0
86.209,2069.0,1591.510,1591.510,fly,4.497,2601,0,0,192.00,2268794880,2443042816,18382,18382,0,0,18382,18382,0,0
86.407,2073.8,1594.878,1594.878,fly,4.701,2601,0,0,192.00,2277421056,2451058688,18483,18483,0,0,18483,18483,0,0
86.565,2077.6,1597.558,1597.558,fly,4.530,2601,0,0,192.00,2277416960,2451058688,18483,18483,0,0,18483,18483,0,0
86.728,2081.5,1600.320,1600.320,fly,14.640,2601,0,105,192.00,2277429248,2451058688,18584,18584,0,0,18584,18584,0,0
86.916,2086.0,1603.512,1603.512,fly,4.842,2601,0,0,192.00,2285858816,2459803648,18584,18584,0,0,18584,18584,0,0
87.078,2089.9,1606.258,1606.258,fly,5.142,2601,0,0,192.00,2285854720,2459803648,18584,18584,0,0,18584,18584,0,0
87.282,2094.8,1609.729,1609.729,fly,6.386,2601,0,94,192.00,2288422912,2462359552,18685,18685,0,0,18685,18685,0,0
87.448,2098.8,1612.544,1612.544,fly,5.133,2601,0,0,192.00,2294693888,2468782080,18685,18685,0,0,18685,18685,0,0
87.606,2102.5,1615.220,1615.220,fly,4.876,2601,0,0,192.00,2294693888,2468782080,18685,18685,0,0,18685,18685,0,0
87.796,2107.1,1618.448,1618.448,fly,5.783,2601,0,28,192.00,2301206528,2475823104,18786,18786,0,0,18786,18786,0,0
87.956,2110.9,1621.165,1621.165,fly,7.723,2601,0,0,192.00,2303229952,2478022656,18786,18786,0,0,18786,18786,0,0
88.119,2114.8,1623.924,1623.924,fly,4.945,2601,0,0,192.00,2303229952,2478022656,18786,18786,0,0,18786,18786,0,0
88.321,2119.7,1627.360,1627.360,fly,4.736,2601,0,0,192.00,2312552448,2487197696,18887,18887,0,0,18887,18887,0,0
88.485,2123.7,1630.149,1630.149,fly,4.855,2601,0,0,192.00,2312548352,2487197696,18887,18887,0,0,18887,18887,0,0
88.672,2128.1,1633.316,1633.316,fly,9.018,2601,0,121,192.00,2313281536,2487848960,18988,18988,0,0,18988,18988,0,0
88.845,2132.3,1636.258,1636.258,fly,5.492,2601,0,0,192.00,2320814080,2495533056,18988,18988,0,0,18988,18988,0,0
89.013,2136.3,1639.110,1639.110,fly,9.178,2601,0,0,192.00,2320814080,2495533056,18988,18988,0,0,18988,18988,0,0
89.214,2141.1,1642.521,1642.521,fly,6.390,2601,0,30,192.00,2327535616,2502656000,19089,19089,0,0,19089,19089,0,0
89.416,2146.0,1645.934,1645.934,fly,8.976,2601,0,0,192.00,2329735168,2504773632,19089,19089,0,0,19089,19089,0,0
89.625,2151.0,1649.487,1649.487,fly,7.636,2601,0,116,192.00,2331377664,2506362880,19190,19190,0,0,19190,19190,0,0
89.800,2155.2,1652.457,1652.457,fly,4.586,2601,0,0,192.00,2338680832,2513997824,19190,19190,0,0,19190,19190,0,0
89.954,2158.9,1655.063,1655.063,fly,4.669,2601,0,0,192.00,2338680832,2513997824,19190,19190,0,0,19190,19190,0,0
90.004,2160.1,1655.912,1655.912,fly,4.749,2601,0,0,192.00,2338680832,2513997824,19190,19190,0,0,19190,19190,0,0
