phase,elapsed_s,distance_m,x,y,mode,frame_ms,primary,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,live_package_bytes,live_mesh_bytes,live_collision_bytes,live_gl_resources,retirement_queue_bytes,worker_result_bytes,cache_entries,packages_created,packages_retired,pkg_create,pkg_retire,worker_batch,collision,mesh,gl_create,gl_delete,alloc_delta,finish_ms,swap_ms,retire_ms,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
travel,0.029,0.7,128.993,128.993,fly,0.712,ok,2601,0,0,192.00,261341184,334331904,114090264,95883264,18123768,2601,0,22132800,797,0,0,0,0,0,0,0,0,0,0,0.379,0.010,0.000,0,0,0,0,0,0,0
travel,0.059,1.4,129.503,129.503,fly,0.721,ok,2601,0,0,192.00,261341184,334331904,114090264,95883264,18123768,2601,0,22132800,842,0,0,0,0,0,0,0,0,0,0,0.387,0.010,0.000,0,0,0,0,0,0,0
travel,0.089,2.1,130.017,130.017,fly,1.010,ok,2601,0,0,192.00,261341184,334331904,114090264,95883264,18123768,2601,0,22132800,887,0,0,0,0,0,0,0,0,0,0,0.619,0.010,0.000,0,0,0,0,0,0,0
travel,0.119,2.9,130.527,130.527,fly,0.797,ok,2601,0,0,192.00,261341184,334331904,114090264,95883264,18123768,2601,0,22132800,887,0,0,0,0,0,0,0,0,0,0,0.414,0.024,0.000,0,0,0,0,0,0,0
travel,0.150,3.6,131.038,131.038,fly,0.707,ok,2601,0,0,192.00,261349376,334331904,114090264,95883264,18123768,2601,0,22132800,932,0,0,0,0,0,0,0,0,0,0,0.373,0.010,0.000,0,0,0,0,0,0,0
travel,0.180,4.3,131.549,131.549,fly,0.856,ok,2601,0,0,192.00,261349376,334331904,114090264,95883264,18123768,2601,0,22132800,932,0,0,0,0,0,0,0,0,0,0,0.388,0.020,0.000,0,0,0,0,0,0,0
travel,0.210,5.0,132.062,132.062,fly,0.747,ok,2601,0,0,192.00,261349376,334331904,114090264,95883264,18123768,2601,0,22132800,950,0,0,0,0,0,0,0,0,0,0,0.377,0.011,0.000,0,0,0,0,0,0,0
travel,0.240,5.8,132.580,132.580,fly,0.739,ok,2601,0,0,192.00,261349376,334331904,114090264,95883264,18123768,2601,0,22132800,950,0,0,0,0,0,0,0,0,0,0,0.380,0.024,0.000,0,0,0,0,0,0,0
travel,0.271,6.5,133.096,133.096,fly,0.713,ok,2601,0,0,192.00,261349376,334331904,114090264,95883264,18123768,2601,0,22132800,956,0,0,0,0,0,0,0,0,0,0,0.381,0.010,0.000,0,0,0,0,0,0,0
travel,0.301,7.2,133.605,133.605,fly,0.743,ok,2601,0,0,192.00,261349376,334331904,114090264,95883264,18123768,2601,0,22132800,956,0,0,0,0,0,0,0,0,0,0,0.373,0.011,0.000,0,0,0,0,0,0,0
