frame,distance_m,mode,cpu_ms,simulation_ms,residency_ms,generation_ms,hf_build_ms,hf_retire_ms,draw_ms,present_ms,resident_packages,resident_cells,far_field_ms,far_prefetch_ms,far_tiles_built,packages_built
175,192.0,free_fly,8.6983,0.0000,0.0000,0.0000,0.0000,0.0000,8.6534,0.0432,361,13549,0.0000,8.6014,0,0
176,192.0,free_fly,7.1925,0.0000,0.0000,0.0000,0.0000,0.0000,7.1685,0.0216,361,13549,0.0000,7.1363,0,0
177,192.0,free_fly,7.7669,0.0000,0.0000,0.0000,0.0000,0.0001,7.7416,0.0238,361,13549,0.0000,7.7123,0,0
178,192.0,free_fly,7.0594,0.0000,0.0000,0.0000,0.0000,0.0000,7.0405,0.0167,361,13549,0.0000,7.0098,0,0
179,192.0,free_fly,7.3448,0.0000,0.0000,0.0000,0.0000,0.0000,7.3158,0.0273,361,13549,0.0000,7.2843,0,0
180,192.0,free_fly,7.4126,0.0001,0.0000,0.0000,0.0000,0.0000,7.3923,0.0184,361,13549,0.0000,7.3612,0,0
181,192.0,free_fly,7.6498,0.0000,0.0000,0.0000,0.0000,0.0001,7.6235,0.0244,361,13549,0.0000,7.5935,0,0
182,192.0,free_fly,8.3057,0.0000,0.0000,0.0000,0.0000,0.0001,8.2791,0.0247,361,13549,0.0000,8.2476,0,0
183,192.0,free_fly,7.5150,0.0000,0.0000,0.0000,0.0000,0.0000,7.4880,0.0250,361,13549,0.0000,7.4561,0,0
184,192.0,free_fly,8.5530,0.0000,0.0000,0.0000,0.0000,0.0000,8.5305,0.0204,361,13549,0.0000,8.4992,0,0
185,192.0,free_fly,8.1103,0.0000,0.0000,0.0000,0.0000,0.0000,8.0721,0.0363,361,13549,0.0000,8.0097,0,0
186,192.0,free_fly,12.3731,0.0001,0.0000,0.0000,0.0000,0.0000,12.3515,0.0180,361,13549,0.0000,12.3080,0,0
187,192.0,free_fly,8.5648,0.0000,0.0000,0.0000,0.0000,0.0001,8.5384,0.0248,361,13549,0.0000,8.5037,0,0
188,192.0,free_fly,7.4818,0.0000,0.0000,0.0000,0.0000,0.0000,7.4576,0.0216,361,13549,0.0000,7.4238,0,0
189,192.0,free_fly,7.4433,0.0001,0.0000,0.0000,0.0000,0.0000,7.4180,0.0234,361,13549,0.0000,7.3896,0,0
190,192.0,free_fly,7.1889,0.0000,0.0000,0.0000,0.0000,0.0000,7.1657,0.0212,361,13549,0.0000,7.1355,0,0
191,192.0,free_fly,6.8564,0.0000,0.0000,0.0000,0.0000,0.0000,6.8318,0.0230,361,13549,0.0000,6.8041,0,0
192,192.0,free_fly,7.5197,0.0001,0.0000,0.0000,0.0000,0.0000,7.4947,0.0232,361,13549,0.0000,7.4652,0,0
193,192.0,free_fly,6.7651,0.0000,0.0000,0.0000,0.0000,0.0001,6.7433,0.0200,361,13549,0.0000,6.7144,0,0
