stage,bearing,phase,distance_m,x,y,mode,resident_cells,resident_packages,frame_ms,pending_packages,workers_idle,column_queue,pending_kind
stage16,north,1,0.0,128.500,128.500,settle_origin,797,323,1.2914,2278,0,0,0
stage16,north,1,0.0,128.500,128.500,settle_origin,797,878,0.7563,1723,0,0,0
stage16,north,1,0.0,128.500,128.500,settle_origin,797,1249,0.8115,1352,0,0,0
stage16,north,1,0.0,128.500,128.500,settle_origin,797,1733,0.6497,868,0,0,0
stage16,north,1,0.0,128.500,128.500,settle_origin,797,2371,0.7397,230,0,0,0
stage16,north,1,0.0,128.500,128.500,settle_origin,797,2601,0.8305,0,0,0,0
stage16,north,3,1.0,128.500,129.500,walk,830,2601,0.8363,0,1,0,0
stage16,north,3,2.0,128.500,130.500,walk,863,2601,0.9155,0,1,0,0
stage16,north,3,3.0,128.500,131.500,walk,896,2601,0.8733,0,1,0,0
stage16,north,3,4.0,128.500,132.500,walk,929,2601,0.6828,0,1,0,0
stage16,north,3,5.0,128.500,133.500,walk,947,2601,0.7287,0,1,0,0
stage16,north,3,6.0,128.500,134.500,walk,957,2601,0.8489,0,1,0,0
stage16,north,3,7.0,128.500,135.500,walk,963,2601,0.6956,0,1,0,0
stage16,north,3,8.0,128.500,136.500,walk,967,2601,0.7054,51,1,0,0
stage16,north,3,9.0,128.500,137.500,walk,969,2601,6.5697,0,0,0,0
stage16,north,3,10.0,128.500,138.500,walk,971,2601,1.1343,0,0,0,0
stage16,north,3,11.0,128.500,139.500,walk,973,2601,1.0041,0,0,0,0
stage16,north,3,12.0,128.500,140.500,walk,975,2601,0.9850,0,0,0,0
stage16,north,3,13.0,128.500,141.500,walk,975,2601,1.0634,0,0,0,0
stage16,north,3,14.0,128.500,142.500,walk,975,2601,1.0465,0,0,0,0
stage16,north,3,15.0,128.500,143.500,walk,975,2601,1.0562,0,0,0,0
stage16,north,3,16.0,128.500,144.500,walk,975,2601,1.0510,51,0,0,0
stage16,north,3,17.0,128.500,145.500,walk,975,2601,7.5965,0,0,0,0
stage16,north,3,18.0,128.500,146.500,walk,975,2601,1.2563,0,0,0,0
stage16,north,3,19.0,128.500,147.500,walk,975,2601,1.0043,0,0,0,0
stage16,north,3,20.0,128.500,148.500,walk,975,2601,1.1752,0,0,0,0
stage16,north,3,21.0,128.500,149.500,walk,975,2601,1.1047,0,0,0,0
stage16,north,3,22.0,128.500,150.500,walk,975,2601,1.1472,0,0,0,0
stage16,north,3,23.0,128.500,151.500,walk,975,2601,1.1682,0,0,0,0
stage16,north,3,24.0,128.500,152.500,walk,975,2601,1.1520,51,0,0,0
stage16,north,3,25.0,128.500,153.500,walk,975,2601,7.4681,0,0,0,0
stage16,north,3,26.0,128.500,154.500,walk,975,2601,1.5166,0,0,0,0
stage16,north,3,27.0,128.500,155.500,walk,975,2601,1.2490,0,0,0,0
stage16,north,3,28.0,128.500,156.500,walk,975,2601,1.2404,0,0,0,0
stage16,north,3,29.0,128.500,157.500,walk,975,2601,1.2357,0,0,0,0
stage16,north,3,30.0,128.500,158.500,walk,975,2601,1.3898,0,0,0,0
stage16,north,3,31.0,128.500,159.500,walk,975,2601,1.2888,0,0,0,0
stage16,north,3,32.0,128.500,160.500,walk,975,2601,1.2968,51,0,0,0
stage16,north,3,33.0,128.500,161.500,walk,975,2550,1.9734,51,0,0,0
stage16,north,3,34.0,128.500,162.500,walk,975,2550,1.3536,51,0,0,0
stage16,north,3,35.0,128.500,163.500,walk,975,2553,1.7589,48,0,0,0
stage16,north,3,36.0,128.500,164.500,walk,975,2558,1.7433,43,0,0,0
stage16,north,3,37.0,128.500,165.500,walk,975,2561,1.3271,40,0,0,0
stage16,north,3,38.0,128.500,166.500,walk,975,2566,1.9541,35,0,0,0
stage16,north,3,39.0,128.500,167.500,walk,975,2578,2.7719,23,0,0,0
stage16,north,3,40.0,128.500,168.500,walk,975,2594,3.1311,58,0,0,0
