TransferId,EdgeId,Class,RequestedMass,AdmittedMass,SourceMassBefore,SourceMassAfter,DestinationMassBefore,DestinationMassAfter,InputSrcRev,InputDstRev,OutputSrcRev,OutputDstRev
c3c5255c0c919189,00099184cbb77f9d,other_certified,1,1,24982,24981,26385,26386,1,1,2,2
2b47ff3e5c622696,0010ea852b9f1db8,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
48532006d7546fe0,0037d2e91c8aaa79,other_certified,12656,12656,12682,26,12701,25357,1,1,2,2
b342a4f849869c78,0066a7799f9b261d,other_certified,10932,10932,10958,26,10965,21897,1,1,2,2
804cbc44bfe6c9c3,00b4223014a5d75e,other_certified,4966,4966,4992,26,6787,11753,1,1,2,2
fd0e54bdbfdaf8ef,00be6a2923f93e92,mixed_downstream,1,1,19376,19375,531640,531641,1,1,2,2
23b7a62f004ed4b9,00cc1b31ebce9eaa,mixed_downstream,6563,6563,19569,13006,200811,207374,1,1,2,2
69c0acb6a3b3e9c4,00d80a4accb28dbb,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
66f0d2f863c7f683,00db2fc0f77f9acb,lake_to_river,67840,67840,168466,100626,56210,124050,1,1,2,2
2b7a999124cfda8b,012801b61b0131d5,mixed_downstream,14898,14898,14976,78,256061,270959,1,1,2,2
d7b60d87d0cce007,014d0a7fb478b1a9,other_certified,714,714,4992,4278,4992,5706,1,1,2,2
e41d23b24ec4ed0a,0177f131e9a555c8,other_certified,933,933,4992,4059,4992,5925,1,1,2,2
c12d1420c962ea6c,01ab68cff266539c,other_certified,190,190,20454,20264,20465,20655,1,1,2,2
85211a56649468db,01b4c5a0c00a6f1d,other_certified,10864,10864,10890,26,4364,15228,1,1,2,2
04688d6cfd05b853,01dfe0f6ac2d4437,mixed_downstream,28757,28757,116177,87420,12787,41544,1,1,2,2
8b31cd50ce9e7fcc,01e93cfea906f3de,other_certified,12383,12383,24083,11700,12066,24449,1,1,2,2
46897cb579cfd2ce,02143630dbe8e521,other_certified,1,1,18421,18420,43537,43538,1,1,2,2
83002ea51fc73080,021a9fcba80a37bf,mixed_downstream,21247,21247,57437,36190,36324,57571,1,1,2,2
c2454d290d7c9e61,02367ef855787bb0,mixed_downstream,24189,24189,133842,109653,32266,56455,1,1,2,2
7383289843c1514f,024172dbd7e76bac,other_certified,4966,4966,4992,26,37701,42667,1,1,2,2
c6b4f6d9e695a733,024a151b53538a7c,mixed_downstream,11849,11849,11875,26,38272,50121,1,1,2,2
45ffd946eb8e64a7,025677774f97a8fb,other_certified,4966,4966,4992,26,14175,19141,1,1,2,2
764aa60b3de0d21c,025db1f7253a7d53,mixed_downstream,24381,24381,116539,92158,35273,59654,1,1,2,2
ff1302217e7bacaa,026230863723f7cc,other_certified,9932,9932,9984,52,9984,19916,1,1,2,2
a2dc0ce9855507c7,026af5b481ba16be,other_certified,20215,20215,20241,26,32432,52647,1,1,2,2
896097e824592901,027e660003d2762e,wetland_to_river,21968,21968,74808,52840,10939,32907,1,1,2,2
4e7bd4d5c9c0439f,0285e6fc94296185,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
a49f6d645e4aac64,02977334597007b8,other_certified,4966,4966,4992,26,9984,14950,1,1,2,2
47ff3a85cbc153fd,0298a18a44bf02e4,mixed_downstream,4966,4966,4992,26,42747,47713,1,1,2,2
9120609cb1ca7153,02a4ca700ac319e1,mixed_downstream,26667,26667,26745,78,217457,244124,1,1,2,2
45110f3690ff3c97,02dce893bbdeaea7,other_certified,9932,9932,9984,52,9984,19916,1,1,2,2
7fbd5aea6c64f214,02f5c5da7cb1fca5,other_certified,4966,4966,11947,6981,11949,16915,1,1,2,2
1281139f1deb6761,0325bfbcf3750dad,river_to_wetland,83087,83087,179161,96074,8289633,8372720,1,1,2,2
78969c7fea53b212,033607a3ba07d995,other_certified,18920,18920,18946,26,706311,725231,1,1,2,2
750c01de8e8211ca,034f27f4963f8c59,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
292633e6149ef784,036d8b7596140bad,river_to_wetland,16744,16744,16796,52,16821,33565,1,1,2,2
422feaf53f7772ed,037fb6e330750cf3,mixed_downstream,13145,13145,83444,70299,43549,56694,1,1,2,2
c109e05edf4bdf7a,03f43bd62e8d5fa8,mixed_downstream,11670,11670,67120,55450,501076,512746,1,1,2,2
63fc444b1a8086c4,044659be1c316da9,other_certified,18865,18865,18891,26,18953,37818,1,1,2,2
e99f0c1af7a5635d,0452e12c755808e4,other_certified,2194,2194,11601,9407,11609,13803,1,1,2,2
9f1c8e2e1ef23b94,0455e1549c2ee0c3,mixed_downstream,4966,4966,4992,26,107523,112489,1,1,2,2
a50637e7dc1929d8,045a24d239200c2c,other_certified,6937,6937,14976,8039,4992,11929,1,1,2,2
caaf8f44f077323d,045c482b9a245233,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
2e09b8a352b79866,04a9da2a7e0f62c2,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
e496ba3da9c5259a,04cd7c7f9a1d73e9,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
8886aa050fed020c,04d848bca0388836,other_certified,1,1,99008,99007,209269,209270,1,1,2,2
2bbd91e45b8686af,050369058393808f,other_certified,9932,9932,9984,52,14976,24908,1,1,2,2
98d3ee7400f54ce3,0514e4b537ca1f00,other_certified,12016,12016,12042,26,12049,24065,1,1,2,2
e25f9040a308dfe2,0521dbe0994d6c1a,other_certified,1,1,24828,24827,1912,1913,1,1,2,2
ed3d14bdd64aae1a,05454836462320bd,other_certified,10955,10955,10981,26,10992,21947,1,1,2,2
df2d390324204665,057f246e3db77783,other_certified,4966,4966,4992,26,9109,14075,1,1,2,2
ab69ea47b0d4a3d4,0598a19219670144,river_to_wetland,22696,22696,22748,52,55952,78648,1,1,2,2
6c10f33fef055add,05a49022ce26b594,mixed_downstream,4966,4966,4992,26,340873,345839,1,1,2,2
870924c84d2b6f52,05a64d9fc4997a10,other_certified,4966,4966,4992,26,46680,51646,1,1,2,2
8352f826e2830351,05b2a5b6911fab63,mixed_downstream,13144,13144,351598,338454,23263,36407,1,1,2,2
47c436748cf3aed5,05c7a7a5cce7368a,other_certified,4966,4966,4992,26,9984,14950,1,1,2,2
a11c137c951bcce8,05f4ed995520618c,other_certified,1731,1731,4992,3261,4992,6723,1,1,2,2
2ec3025132de6ecf,0615c8d1c489f818,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
b3930a7b93c0b2a2,0631a6a95919f65f,mixed_downstream,4966,4966,4992,26,43081,48047,1,1,2,2
67a1e7898d3ffc63,0643ca87d9008af2,mixed_downstream,1,1,190847,190846,95993,95994,1,1,2,2
dea7af3f8b8bfb79,065db55d6dc9f14e,other_certified,10066,10066,10990,924,10996,21062,1,1,2,2
e536de7fd4ab9487,06653d354a3483af,mixed_downstream,28580,28580,293485,264905,73458,102038,1,1,2,2
bb947005dfb3b864,067cb6e97350f63d,lake_to_river,1,1,337372,337371,14622,14623,1,1,2,2
a3d298c7785fda44,068f1c586af847f8,mixed_downstream,135731,135731,135965,234,9984,145715,1,1,2,2
171b1c35554e2f58,06a74993a29b5920,other_certified,4966,4966,4992,26,20873,25839,1,1,2,2
18dee6cdde3fb110,06a9da5f6fe69ad0,other_certified,379,379,11556,11177,23128,23507,1,1,2,2
21acf0b6599cd588,06e5ceebbc7c511c,mixed_downstream,4966,4966,4992,26,125380,130346,1,1,2,2
839d33d9bf07493d,070c561d660589a9,mixed_downstream,4966,4966,4992,26,14894,19860,1,1,2,2
27dc86258fff11fc,071cfa906595f01b,other_certified,9932,9932,9984,52,4992,14924,1,1,2,2
d5572423dfde2118,074593cd6dabc822,other_certified,1,1,82284,82283,118043,118044,1,1,2,2
0000000000000000,074b721d8bd3d937,mixed_downstream,0,0,493757,493757,19818,19818,1,1,1,1
0fc995e13df61dc0,074eee7f1f599f5c,mixed_downstream,9932,9932,9984,52,39255,49187,1,1,2,2
3531a9daff676531,077fe3e685e9df84,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
a9f815cf218c71ff,07931f45f83ac699,mixed_downstream,4966,4966,4992,26,102624,107590,1,1,2,2
a4e865a81725ff4f,0793ebd2cbb47a82,mixed_downstream,21986,21986,23442,1456,4992,26978,1,1,2,2
f2c684e12f62262a,07ea735459d1235d,mixed_downstream,4966,4966,4992,26,121828,126794,1,1,2,2
f1ab98248ea81413,07f03367549e8d16,wetland_to_river,4966,4966,4992,26,147001,151967,1,1,2,2
0ae1074ca71c48f9,07f1016e89ed7614,other_certified,11303,11303,11329,26,11337,22640,1,1,2,2
4eabc8cf470bd11e,07f6528d81a24cd4,mixed_downstream,15858,15858,15910,52,10948,26806,1,1,2,2
f68b0eb82b7a7fbe,08067fd77dbf695f,mixed_downstream,100908,100908,304562,203654,189535,290443,1,1,2,2
596f8484377ba30b,080e93edfb649c17,mixed_downstream,10985,10985,11011,26,138802,149787,1,1,2,2
089b790a87a38aa6,0850794f8187d2f2,other_certified,20854,20854,20880,26,20887,41741,1,1,2,2
fbcdb44421bf191a,085803c513a27d0d,mixed_downstream,2153,2153,4992,2839,13376,15529,1,1,2,2
64c639036e803649,087d530bce144531,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
3d5fb4ced9138be0,088a0687960ec6be,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
25d938a002e4d447,08cff2a0188407c4,mixed_downstream,16225,16225,72347,56122,65008,81233,1,1,2,2
ac0bff7ab6d77f01,08f1aab4f15e0c42,mixed_downstream,4966,4966,4992,26,418637,423603,1,1,2,2
e0f2463ef03d04f1,09183c830530aa83,other_certified,11139,11139,11165,26,22392,33531,1,1,2,2
7c7151b3f0675f87,09345fe89958d370,other_certified,4966,4966,4992,26,19960,24926,1,1,2,2
5a22e2c97501c3de,094ad6321a39dca9,river_to_wetland,10928,10928,10954,26,9640,20568,1,1,2,2
0000000000000000,095b829084b25996,other_certified,0,0,55998,55998,255272,255272,1,1,1,1
4ce39a58eb5ebb38,0996e6d334b34850,other_certified,4740,4740,4992,252,4992,9732,1,1,2,2
12d0952cb173a038,09a5ef21445a61a8,wetland_to_river,4966,4966,4992,26,18175,23141,1,1,2,2
d7fb650216f6f1a5,09be544bebc6d7fd,mixed_downstream,4966,4966,4992,26,151278,156244,1,1,2,2
c6e77431a9359c4f,09ce3ceabbdc4231,river_to_wetland,19967,19967,19993,26,45025,64992,1,1,2,2
ef2f35434b808ff2,0a06bad3df841924,other_certified,1686,1686,14976,13290,4992,6678,1,1,2,2
a51db4fbccff1942,0a28f4360e96ea2b,other_certified,4966,4966,4992,26,9984,14950,1,1,2,2
b08428a565776078,0a6b67de6b63a3c5,wetland_to_river,4966,4966,4992,26,59073,64039,1,1,2,2
72137c1d7ff75414,0a76fe0cad22fb70,other_certified,14898,14898,14950,52,4992,19890,1,1,2,2
6f53274f7d97b8cb,0a8d8c55dc1cbe9b,other_certified,1,1,205723,205722,40355,40356,1,1,2,2
85b39dd3bc0bdf51,0aadef5fcd1f34d1,wetland_to_river,15124,15124,105542,90418,11028,26152,1,1,2,2
a6429c5c06831366,0ac1e5de03d882fb,other_certified,4966,4966,4992,26,55998,60964,1,1,2,2
0423a34423a97843,0ad27a1aafc26940,other_certified,1,1,70749,70748,287572,287573,1,1,2,2
8f20a008393c3ae7,0ad681cca60727ee,mixed_downstream,4966,4966,4992,26,15163,20129,1,1,2,2
71abd44024bf1671,0adab65c830f530a,other_certified,10820,10820,17934,7114,17954,28774,1,1,2,2
a569d85ca8c5e6c0,0ae81611b81e0938,mixed_downstream,2051,2051,4992,2941,71586,73637,1,1,2,2
b163c0a92d24f98c,0b4d08910dbc4cf4,other_certified,12412,12412,12438,26,12461,24873,1,1,2,2
81567918013a272a,0b5e5c6d914cd62b,other_certified,4966,4966,4992,26,121189,126155,1,1,2,2
65860a407b97fd8a,0b79082466e23418,mixed_downstream,9932,9932,9984,52,186027,195959,1,1,2,2
405c837655bbca64,0b9beb258ef88e7a,other_certified,4966,4966,4992,26,26,4992,1,1,2,2
b651a2d4759858b3,0bc2acf565e91e4b,other_certified,3503,3503,4992,1489,4992,8495,1,1,2,2
4d6d86f3ada4ae4d,0bdb34a15ad70ee8,other_certified,3308,3308,11099,7791,11118,14426,1,1,2,2
6d55335468e39fe9,0c389b0a96ac34a9,mixed_downstream,10092,10092,10144,52,4593,14685,1,1,2,2
b2b4f851438e9dc4,0c66f89efff15b9d,mixed_downstream,4966,4966,4992,26,16572,21538,1,1,2,2
3339b763bbc2b803,0c684fc80fd5dc3f,other_certified,2340,2340,4992,2652,4992,7332,1,1,2,2
a0c8fd8d4c8b7f38,0d1d21b62ffe1a56,other_certified,1,1,5420,5419,103305,103306,1,1,2,2
bc69ffe795019689,0d1f06d24ef75f92,wetland_to_river,4966,4966,4992,26,94215,99181,1,1,2,2
26d9f9ca3ebfcb38,0d20f1ef5e5b6bc3,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
51ce12dc657e3633,0d78b63fd04d9d22,wetland_to_river,4966,4966,4992,26,34303,39269,1,1,2,2
4019036886ee33f8,0da449a0a1a44b1d,other_certified,11757,11757,11783,26,23740,35497,1,1,2,2
6b8508e744dbd667,0dbbdb08cb638b8c,other_certified,6233,6233,14976,8743,1660,7893,1,1,2,2
4080bbb30491ef42,0dc91c0db8654d47,other_certified,4516,4516,4992,476,31028,35544,1,1,2,2
ad33c4ce8091c0cc,0dcd3f550fc54a69,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
9e8d0b1add167738,0e062a652e3d03f9,mixed_downstream,21573,21573,21625,52,36918,58491,1,1,2,2
10f00ddfb98fd2f5,0e14a63bb26fc65a,other_certified,4966,4966,4992,26,80131,85097,1,1,2,2
85bfa21870fdf065,0e19f1e567069932,other_certified,1,1,20931,20930,20103,20104,1,1,2,2
50e28a2954d49252,0e202cc586df80b9,mixed_downstream,4966,4966,4992,26,68775,73741,1,1,2,2
0da65adfeb861e5b,0e2edc533c356140,other_certified,4966,4966,4992,26,196519,201485,1,1,2,2
a9db73789257ebe4,0e31b53c2e521e0f,other_certified,3121,3121,4992,1871,15300,18421,1,1,2,2
9599c39864f3e552,0e58704fd4050096,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
b2ba6e3fbbe0fb4e,0e68a35278804170,mixed_downstream,19542,19542,253128,233586,11028,30570,1,1,2,2
f8cf43737234e89c,0e86409104de4804,mixed_downstream,15247,15247,132965,117718,5027,20274,1,1,2,2
74b31d0d0a1faad4,0e8c131559e89200,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
eb03a829d4e3856c,0e92274ca49d9544,mixed_downstream,2746,2746,233698,230952,9984,12730,1,1,2,2
ee65cd9b6f5aa537,0eaed66380d689cf,mixed_downstream,56187,56187,56265,78,36542,92729,1,1,2,2
122aa1bcba44ef9f,0ed3f4996a82ead5,mixed_downstream,1,1,10881,10880,27337,27338,1,1,2,2
f9400ae0bac975bc,0ed7df436ed54c60,other_certified,14193,14193,14219,26,103584,117777,1,1,2,2
d82f967c6b48b02e,0edc59e669908fe3,river_to_wetland,20772,20772,23010,2238,129955,150727,1,1,2,2
28d8555ac7840a9e,0ede3dd260998251,other_certified,4966,4966,4992,26,65133,70099,1,1,2,2
299d6c51b56251d4,0f0c3fcef5e2841d,river_to_wetland,12029,12029,12055,26,17345,29374,1,1,2,2
00dfd3c9d815e078,0f3d1b4c31b6a281,other_certified,11813,11813,11839,26,47467,59280,1,1,2,2
4afbe3684297481a,0f406992545da289,wetland_to_river,4966,4966,4992,26,37673,42639,1,1,2,2
fec6ac6a361f9e95,0f51cb1ed435f14d,other_certified,2874,2874,9984,7110,4992,7866,1,1,2,2
1b371b0cb31450da,0f552853120e8a7a,other_certified,2841,2841,11614,8773,9256,12097,1,1,2,2
2e840343ef084ab9,0f5a846007b3c5a2,other_certified,1,1,10003,10002,42215,42216,1,1,2,2
8dab5d5bbc836865,0f67e2518fa697e2,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
67e1140fc808ea14,0f7e4b245d9f125f,other_certified,1,1,57777,57776,7270,7271,1,1,2,2
b542a83e95974389,0f9ed53af40ff42d,other_certified,11129,11129,11155,26,11740,22869,1,1,2,2
b532a31fb2b96a92,0fc1a136e1a8fd80,other_certified,8287,8287,11174,2887,11178,19465,1,1,2,2
e561dc5c66f1e6d1,0fc64fe4bd410122,mixed_downstream,4966,4966,4992,26,24783,29749,1,1,2,2
ea736f6635bae01b,0fd7bfec8c83a3b5,wetland_to_river,1763,1763,4992,3229,21711,23474,1,1,2,2
88ede5f408ab6106,10267965456fb2eb,other_certified,22706,22706,22758,52,22822,45528,1,1,2,2
f3c070d581418336,10386e0bc1a74a05,wetland_to_river,14898,14898,14976,78,35127,50025,1,1,2,2
1abf0547ef4edad9,10419e13775d9d6e,mixed_downstream,978,978,8372720,8371742,10717,11695,1,1,2,2
c3bf27a382b2a17f,10795687c89f6fa7,mixed_downstream,180015,180015,180197,182,81540,261555,1,1,2,2
29cdffd1ab6b8f23,10965335ee5a16db,other_certified,1,1,279714,279713,131402,131403,1,1,2,2
0537aa8cf06041f2,10b4a9b40354e548,other_certified,4966,4966,4992,26,9984,14950,1,1,2,2
e66d1eb95e7ed02f,10cbf6837083f746,other_certified,4242,4242,4992,750,4992,9234,1,1,2,2
d4672f3b51c106d3,10ce9abff7437977,other_certified,10615,10615,11032,417,11040,21655,1,1,2,2
f0cb35ba3f1788b5,10dfc2da09ded4b5,mixed_downstream,28369,28369,66684,38315,4992,33361,1,1,2,2
57462f8ea93bcd6a,10ef88adf0a96de7,other_certified,1,1,33288,33287,115746,115747,1,1,2,2
e421815323bb71b6,10fc609fa0a4ac8f,other_certified,38222,38222,38300,78,12778,51000,1,1,2,2
bc9446f6e377ded4,110d7b32088e9728,mixed_downstream,23955,23955,34881,10926,12493,36448,1,1,2,2
13111ea6cc088c12,111a0b641021adf1,mixed_downstream,38036,38036,44569,6533,9984,48020,1,1,2,2
168fea410a6bc29d,111c2b8f6caafb66,other_certified,1,1,38763,38762,21375,21376,1,1,2,2
f2ecbf85b3158b6d,1147dbfd0cf009e4,other_certified,10883,10883,10909,26,111498,122381,1,1,2,2
e9f201bcf018b56c,1147f9a4604f59be,other_certified,11238,11238,11264,26,22565,33803,1,1,2,2
938b193fee5537bf,1164d893fa68fc3a,other_certified,4620,4620,4992,372,21041,25661,1,1,2,2
7ee7e61fb050c05b,11e55c1b668935ed,mixed_downstream,4966,4966,4992,26,217851,222817,1,1,2,2
3b098331b71f3d8b,121150dea9262c20,mixed_downstream,50141,50141,50219,78,14976,65117,1,1,2,2
0c7d5f5133fe2a97,122a4c8e62009ce9,other_certified,21198,21198,21224,26,21227,42425,1,1,2,2
caf5c8e126889324,1256737186fe3e06,other_certified,1,1,9204,9203,10628,10629,1,1,2,2
e0fe6ef276eaed24,125d11d337f43d25,other_certified,4216,4216,4992,776,4992,9208,1,1,2,2
a16722d980a43e57,126c054467d8f4a4,mixed_downstream,32860,32860,86156,53296,338454,371314,1,1,2,2
cca943418a6df347,126e8b82157dd887,other_certified,4966,4966,4992,26,14976,19942,1,1,2,2
7397fe07cf30f1d5,1299942effb2fbc7,mixed_downstream,159033,159033,160389,1356,160421,319454,1,1,2,2
060a15600733c84c,12b568db4093083e,other_certified,11903,11903,11929,26,4992,16895,1,1,2,2
3aa770104f78e786,12c959525ae55d37,other_certified,11412,11412,11438,26,13833,25245,1,1,2,2
282be1e84b6383ba,12cc558f9e89d382,other_certified,9932,9932,9984,52,4992,14924,1,1,2,2
bc286eb21178cb7d,12cc93700aff2ff9,mixed_downstream,894151,894151,9434064,8539913,10358320,11252471,1,1,2,2
4864dc016244ea7f,12d2accf1cd0c908,other_certified,5432,5432,15228,9796,126947,132379,1,1,2,2
4f1f800d65d4e7c7,12e15a9e048303d2,mixed_downstream,19555,19555,19581,26,108555,128110,1,1,2,2
d2a276815d0763ab,1330a003d3c6aa8f,other_certified,474,474,9984,9510,4992,5466,1,1,2,2
ffbc14f23daf17e3,135572bfb77d08d9,mixed_downstream,2541,2541,4992,2451,21012,23553,1,1,2,2
7ed28bee4eca7d70,1382930377f01fd8,other_certified,1,1,1457,1456,11017,11018,1,1,2,2
84f8265950997f25,13872167c83a8328,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
147f3433ed06ef0d,138a3bb5e9448ac2,mixed_downstream,1512,1512,10998,9486,64075,65587,1,1,2,2
252b0d6bac776d7f,139244d391c53bf4,mixed_downstream,1,1,573850,573849,7640,7641,1,1,2,2
7446d157645c6d4b,13b41451cf248a2f,other_certified,33208,33208,33286,78,11122,44330,1,1,2,2
175e638479890b8a,13b6060320379582,other_certified,12044,12044,12070,26,12083,24127,1,1,2,2
bbfd63639bf606e5,13ce8eeb6f2c1e06,mixed_downstream,14898,14898,14976,78,30990,45888,1,1,2,2
71409d059714fa7a,13e4c3ff08832954,mixed_downstream,4889,4889,30564,25675,4992,9881,1,1,2,2
717ac440322a842a,13eb062aaba69266,other_certified,4966,4966,4992,26,14976,19942,1,1,2,2
1b9d4d1a0fe18fb5,1441f4e87b739df1,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
7584eda4ec2747b7,144397291febed74,other_certified,3693,3693,12111,8418,12115,15808,1,1,2,2
2cee20643be4a537,14861f940065f087,mixed_downstream,55339,55339,297707,242368,117019,172358,1,1,2,2
f79622a64089018f,148700bd84a3dab5,mixed_downstream,87001,87001,87131,130,24601,111602,1,1,2,2
9e1d38b8698fc19b,14a4c3af2bc9943d,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
2c9c323f74629c57,14adbea8eaf8b061,mixed_downstream,1,1,397006,397005,287927,287928,1,1,2,2
6a428ee45b7911dd,14b33741b7bb546e,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
eb117b64714c7577,14bd23a0477fcb17,mixed_downstream,18330,18330,18356,26,158626,176956,1,1,2,2
5fd1341e823e74a0,14c0680e08aaf52c,wetland_to_river,2152,2152,4992,2840,39807,41959,1,1,2,2
5beb654144a622e1,14e8b64e3f84d6d5,mixed_downstream,1,1,54205,54204,32522,32523,1,1,2,2
45f72c14c7c929b3,14ed0c21f4e46988,mixed_downstream,1,1,65010,65009,3358,3359,1,1,2,2
c59e9a0226e05b3b,1532c089c10b462b,mixed_downstream,67398,67398,67450,52,13390,80788,1,1,2,2
b0c4b40f7c24276b,1558a32f9878d57b,mixed_downstream,23087,23087,101402,78315,99948,123035,1,1,2,2
a5eb059ec06120e9,15605a5c5673bbd7,mixed_downstream,11220,11220,11246,26,94775,105995,1,1,2,2
2942e6c6c43c0022,15d8a6a2ed98f36b,other_certified,1,1,20947,20946,154956,154957,1,1,2,2
9341c9ba45fdc9e3,15f61b7b82676a2f,wetland_to_river,192,192,49235,49043,10892,11084,1,1,2,2
c3cf8f0170d7c7cd,15ff0ce8bac7394c,other_certified,7587,7587,11615,4028,11619,19206,1,1,2,2
6022396d65b36492,16031bb59d9f1608,other_certified,4966,4966,4992,26,270633,275599,1,1,2,2
db893acadf43280d,1626252bfef4f914,other_certified,1,1,43304,43303,11874,11875,1,1,2,2
40ca3e2e3943fc41,164a3ead300d1a06,mixed_downstream,4360,4360,4992,632,501792,506152,1,1,2,2
f7c29683d770435c,167322b7309e669c,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
f08c423a51912a5f,16ac89a4a8e8c86a,other_certified,46,46,4992,4946,4992,5038,1,1,2,2
e8d3b5f015db8a95,1703b687196fcd1b,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
6fd7c26123382155,17129f6a4919c023,mixed_downstream,10531,10531,10583,52,4992,15523,1,1,2,2
1cd9f43967b38b7e,171bd89c15ac87fc,other_certified,1,1,138421,138420,1361413,1361414,1,1,2,2
81588071929350d2,1723a5673180dd40,wetland_to_river,9932,9932,9984,52,92323,102255,1,1,2,2
0a7200f047ae9e7d,172c7dedc26cb5be,mixed_downstream,3762,3762,16044,12282,92538,96300,1,1,2,2
a1a7d6f1cb880c68,1750145e89d9ca71,mixed_downstream,17681,17681,51214,33533,11974,29655,1,1,2,2
ed78b6741be5604f,175c290b403d7d7d,other_certified,9932,9932,9984,52,3748,13680,1,1,2,2
d39e62015b6a595a,176160297598aff8,other_certified,12893,12893,17606,4713,17615,30508,1,1,2,2
e6a2cb246b6edc32,176b27cf45654ade,mixed_downstream,64757,64757,95956,31199,17938,82695,1,1,2,2
6e1d2061c1e078df,1795c039b8f8424c,mixed_downstream,14898,14898,14976,78,42404,57302,1,1,2,2
9099df46c89baf86,17ae7017ef1a8d82,other_certified,12544,12544,12570,26,12653,25197,1,1,2,2
9dfdd743b56ebce5,17bd8d6db098cc1e,other_certified,4966,4966,4992,26,63131,68097,1,1,2,2
07bab7897162c766,17e4dbeb5d290826,other_certified,2471,2471,25532,23061,25545,28016,1,1,2,2
72b3a64101612c12,17f71ae600e9f565,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
549bd82ead20e331,17f8ab1970156804,other_certified,911,911,17290,16379,17302,18213,1,1,2,2
850625c4e3ef7901,1852be9af9993080,other_certified,4966,4966,4992,26,9984,14950,1,1,2,2
e599b90957083f6d,1859dab1f7a11e83,other_certified,4966,4966,4992,26,160510,165476,1,1,2,2
04cc7c8cf2a274e4,18ca8901613b5320,other_certified,8120,8120,11504,3384,9407,17527,1,1,2,2
746c2547da2f8257,1908a3c849ace5b1,mixed_downstream,19864,19864,19968,104,122015,141879,1,1,2,2
e92c695ad5c7e964,190cdd4f5c31214e,other_certified,5,5,14976,14971,4992,4997,1,1,2,2
258f07e2065b1762,19222613769cdcdd,other_certified,3320,3320,4992,1672,3330,6650,1,1,2,2
0adab9b90325d089,195a4c58b1c4ffad,other_certified,4966,4966,4992,26,36928,41894,1,1,2,2
78f759f8ee89a8cd,197ddfb8f7bbe985,other_certified,1,1,120612,120611,57762,57763,1,1,2,2
e0ad8acc81d2b6ba,199bf2ddaf271719,other_certified,1,1,91883,91882,279713,279714,1,1,2,2
8041f393545ac0b3,19aa1bdb16e7113f,mixed_downstream,26083,26083,36152,10069,30672,56755,1,1,2,2
93a5fff6b1a2b248,19de511ba7c26754,mixed_downstream,4966,4966,4992,26,15999,20965,1,1,2,2
97444b6ba9e5d01a,19f9533cff6701e5,other_certified,3816,3816,4992,1176,4992,8808,1,1,2,2
10ad2092196ab17e,1a9692493a573613,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
93df881310c7df79,1aa4a31aacc85b57,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
07f096df5cd3d035,1ab22ac1efc40fea,other_certified,14898,14898,14976,78,14976,29874,1,1,2,2
37d81dd5da9f92b6,1adf6b50ff9a55cd,other_certified,2758,2758,4992,2234,29308,32066,1,1,2,2
6f3526529161395e,1b15f25665f3591e,mixed_downstream,1,1,27030,27029,54990,54991,1,1,2,2
edca6c7c8e5f808b,1b22bd07e204e0a8,mixed_downstream,35288,35288,198060,162772,200119,235407,1,1,2,2
b93b7e8b07b1aa65,1b274ed6c45369d5,river_to_wetland,22614,22614,22640,26,27738,50352,1,1,2,2
90c3b52ba14b9e7f,1b38266a7add3c79,mixed_downstream,4966,4966,4992,26,97846,102812,1,1,2,2
217d743375d95b1e,1b3f0d7a157188f8,other_certified,1,1,26741,26740,55060,55061,1,1,2,2
44cbd16ebf2a6d63,1b64f6bf70c6c625,wetland_to_river,1002,1002,4992,3990,10903,11905,1,1,2,2
77cc0bd2a5c04979,1b9f61ec40abb440,mixed_downstream,8869,8869,32427,23558,183036,191905,1,1,2,2
33cd15a4e9a820aa,1ba01210911f938c,other_certified,4966,4966,4992,26,4992,9958,1,1,2,2
807c0198fd9032c1,1bc93b2ab0e77846,river_to_wetland,10947,10947,10973,26,16406,27353,1,1,2,2
