TransactionId,Fixture,CompactClass,DepositionalBodyId,LooseMatterId,MaterialId,Material,Grams,OccupiedRegion,CauseWaterBodyId,Force,Resistance,Load,Compacted,Remobilized,IdentityPreserved,HostSolidsUnchanged,Packing,Compaction,PackingFraction,Porosity,SupportCapacity,Phase,WalkingSurface,TerrainSolidsBefore,TerrainSolidsAfter,LooseBefore,LooseAfter,DepositionalBefore,DepositionalAfter,WaterBefore,WaterAfter,HeldBefore,HeldAfter,SourceTerrainRev,DestTerrainRev,WaterRev,DepositionRev,CompactionRev,CellsVisited,BodiesExamined,RefusedStale,RefusedInvalid,WeldedToHost,Lithified,FormationMerged,RoutedThrough16C,BankCollapse,Cemented,HostFeatureId
2e1f94aa3681e82a,stable_settled_aggregate_admissible_load,compacted_deposit,1ad8fa03a506d5c5,c0a04368b118f347,10df5aebf51f8b90,sandstone,80,289,0000000000000000,0,200,400,1,0,1,1,packed_sediment,800,850,250,1000,compacted_deposit,1,353566960349,353566960349,0,0,80,80,466363002,466363002,1000000054337,1000000054337,5,5,11,1,0,5,0,0,0,0,0,0,0,0,0,297c2b965514fad7
