phase,elapsed_s,distance_m,x,y,mode,frame_ms,primary,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,live_package_bytes,live_mesh_bytes,live_collision_bytes,live_gl_resources,retirement_queue_bytes,worker_result_bytes,cache_entries,packages_created,packages_retired,pkg_create,pkg_retire,worker_batch,collision,mesh,gl_create,gl_delete,alloc_delta,finish_ms,swap_ms,retire_ms,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
travel,0.029,0.7,128.992,128.992,fly,0.762,ok,2601,0,0,192.00,229773312,304885760,114090264,95883264,18123768,2601,0,22132800,797,0,0,0,0,0,0,0,0,0,0,0.381,0.024,0.000,0,0,0,0,0,0,0
travel,0.059,1.4,129.507,129.507,fly,0.704,ok,2601,0,0,192.00,229773312,304885760,114090264,95883264,18123768,2601,0,22132800,842,0,0,0,0,0,0,0,0,0,0,0.368,0.010,0.000,0,0,0,0,0,0,0
travel,0.089,2.1,130.017,130.017,fly,0.761,ok,2601,0,0,192.00,229773312,304885760,114090264,95883264,18123768,2601,0,22132800,887,0,0,0,0,0,0,0,0,0,0,0.398,0.011,0.000,0,0,0,0,0,0,0
travel,0.120,2.9,130.529,130.529,fly,0.767,ok,2601,0,0,192.00,229773312,304885760,114090264,95883264,18123768,2601,0,22132800,887,0,0,0,0,0,0,0,0,0,0,0.369,0.011,0.000,0,0,0,0,0,0,0
travel,0.150,3.6,131.038,131.038,fly,0.705,ok,2601,0,0,192.00,229773312,304885760,114090264,95883264,18123768,2601,0,22132800,932,0,0,0,0,0,0,0,0,0,0,0.368,0.010,0.000,0,0,0,0,0,0,0
travel,0.180,4.3,131.549,131.549,fly,0.759,ok,2601,0,0,192.00,229773312,304885760,114090264,95883264,18123768,2601,0,22132800,932,0,0,0,0,0,0,0,0,0,0,0.399,0.016,0.000,0,0,0,0,0,0,0
travel,0.210,5.0,132.059,132.059,fly,0.729,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,950,0,0,0,0,0,0,0,0,0,0,0.367,0.010,0.000,0,0,0,0,0,0,0
travel,0.240,5.8,132.569,132.569,fly,0.721,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,950,0,0,0,0,0,0,0,0,0,0,0.381,0.010,0.000,0,0,0,0,0,0,0
travel,0.270,6.5,133.078,133.078,fly,0.813,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,956,0,0,0,0,0,0,0,0,0,0,0.403,0.022,0.000,0,0,0,0,0,0,0
travel,0.300,7.2,133.588,133.588,fly,0.720,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,956,0,0,0,0,0,0,0,0,0,0,0.362,0.010,0.000,0,0,0,0,0,0,0
travel,0.330,7.9,134.097,134.097,fly,0.709,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.373,0.010,0.000,0,0,0,0,0,0,0
travel,0.360,8.6,134.611,134.611,fly,0.870,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.463,0.023,0.000,0,0,0,0,0,0,0
travel,0.390,9.4,135.121,135.121,fly,0.702,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.365,0.010,0.000,0,0,0,0,0,0,0
travel,0.420,10.1,135.630,135.630,fly,0.703,ok,2601,0,0,192.00,229781504,304885760,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.365,0.010,0.000,0,0,0,0,0,0,0
travel,0.459,11.0,136.282,136.282,fly,0.716,ok,2601,0,0,192.00,228188160,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.377,0.010,0.000,0,0,0,101,101,0,0
travel,0.489,11.7,136.793,136.793,fly,0.827,ok,2601,0,0,192.00,228188160,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.472,0.021,0.000,0,0,0,101,101,0,0
travel,0.519,12.5,137.306,137.306,fly,0.724,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.372,0.024,0.000,0,0,0,101,101,0,0
travel,0.549,13.2,137.816,137.816,fly,0.711,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.376,0.010,0.000,0,0,0,101,101,0,0
travel,0.579,13.9,138.326,138.326,fly,0.809,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.408,0.020,0.000,0,0,0,101,101,0,0
travel,0.609,14.6,138.840,138.840,fly,0.727,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.379,0.010,0.000,0,0,0,101,101,0,0
travel,0.639,15.3,139.349,139.349,fly,0.732,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.389,0.010,0.000,0,0,0,101,101,0,0
travel,0.669,16.1,139.860,139.860,fly,0.717,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.369,0.010,0.000,0,0,0,101,101,0,0
travel,0.699,16.8,140.370,140.370,fly,0.712,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.374,0.010,0.000,0,0,0,101,101,0,0
travel,0.730,17.5,140.880,140.880,fly,0.760,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.400,0.019,0.000,0,0,0,101,101,0,0
travel,0.760,18.2,141.391,141.391,fly,0.707,ok,2601,0,0,192.00,228192256,306118656,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.369,0.010,0.000,0,0,0,101,101,0,0
