frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
1,0.0,11.7511,11.1457,0.0000,0.0000,0.3080,5,0,853,12853
2,4.0,11.3534,9.6980,0.0000,0.0000,0.3068,6,0,859,13363
3,8.0,10.7391,9.4556,0.0000,0.0000,0.3047,6,0,865,13511
4,12.0,12.9322,11.6922,0.0000,0.0000,0.3153,6,0,871,13541
5,16.0,10.9663,9.7568,0.0000,0.0000,0.3035,5,0,876,13547
6,20.0,11.7156,10.5343,0.0000,0.0000,0.3027,6,0,882,13549
7,24.0,11.6680,10.4834,0.0000,0.0000,0.3035,6,0,888,13549
8,28.0,11.2237,10.0339,0.0000,0.0000,0.2998,5,0,893,13549
9,32.0,12.5739,11.0409,0.0000,0.0000,0.3395,3,0,896,13549
10,36.0,12.2444,11.0552,0.0000,0.0000,0.3174,6,0,902,13549
11,40.0,11.6608,10.4755,0.0000,0.0000,0.3047,5,0,907,13549
12,44.0,10.8605,9.6917,0.0000,0.0000,0.2974,5,0,912,13549
13,48.0,12.3676,11.2044,0.0000,0.0000,0.2910,5,0,917,13549
14,52.0,12.8484,11.6863,0.0000,0.0000,0.3090,6,0,923,13549
15,56.0,11.1845,10.0020,0.0000,0.0000,0.3003,4,0,927,13549
16,60.0,11.6367,10.3629,0.0000,0.0000,0.3072,4,0,931,13549
17,64.0,11.5622,10.3593,0.0000,0.0000,0.2987,4,0,935,13549
18,68.0,12.2795,11.1024,0.0000,0.0000,0.3112,5,0,940,13549
19,72.0,11.0214,9.8129,0.0000,0.0000,0.3007,5,0,945,13549
20,76.0,11.3513,10.1422,0.0000,0.0000,0.2979,5,0,950,13549
21,80.0,12.1481,10.9022,0.0000,0.0000,0.3009,4,0,954,13549
22,84.0,11.2278,10.0095,0.0000,0.0000,0.3003,4,0,958,13549
23,88.0,12.0478,10.8237,0.0000,0.0000,0.2950,5,0,963,13549
24,92.0,11.6223,10.4249,0.0000,0.0000,0.2965,5,0,968,13549
25,96.0,13.0929,11.8999,0.0000,0.0000,0.3083,5,0,973,13549
26,100.0,11.6099,9.9277,0.0000,0.0000,0.3323,3,0,976,13549
27,104.0,11.9469,10.7323,0.0000,0.0000,0.2955,5,0,981,13549
28,108.0,11.4066,10.1851,0.0000,0.0000,0.2924,5,0,986,13549
29,112.0,10.8692,9.6343,0.0000,0.0000,0.2905,5,0,991,13549
