frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
30,116.0,12.4018,11.0989,0.0000,0.0000,0.2873,6,0,997,13549
31,120.0,12.3129,11.1203,0.0000,0.0000,0.2840,6,0,1003,13549
32,124.0,13.0766,11.8625,0.0000,0.0000,0.2975,8,0,1011,13549
33,128.0,11.9859,10.7970,0.0000,0.0000,0.2840,6,0,1017,13549
34,132.0,11.7756,10.6131,0.0000,0.0000,0.2841,6,0,1023,13549
35,136.0,18.3254,17.1401,0.0000,0.0000,0.3011,2,0,1025,13549
36,140.0,11.9059,10.5794,0.0000,0.0000,0.2933,5,0,1030,13549
37,144.0,11.7516,10.5640,0.0000,0.0000,0.2943,8,0,1027,13549
38,148.0,14.1455,12.7496,0.0000,0.0000,0.2982,7,0,1034,13549
39,152.0,10.8521,9.3833,0.0000,0.0000,0.3203,6,0,1024,13549
40,156.0,11.0771,9.1142,0.0000,0.0000,0.2878,5,0,1029,13549
41,160.0,11.5312,9.2397,0.0000,0.0000,0.2876,4,0,1015,13549
42,164.0,11.2979,4.8657,0.0000,0.0000,0.2919,4,0,1019,13549
43,168.0,11.5548,3.3447,0.0000,0.0000,0.2927,4,0,1001,13549
44,172.0,10.7821,0.5097,0.0000,0.0000,0.2801,1,0,1002,13549
45,176.0,13.2864,0.4142,0.0000,0.0000,0.2840,1,0,979,13549
46,180.0,12.1826,0.4172,0.0000,0.0000,0.2749,1,0,980,13549
47,184.0,14.2295,0.4445,0.0000,0.0000,0.2810,1,0,955,13549
48,188.0,14.8001,0.4425,0.0000,0.0000,0.2796,1,0,956,13549
49,192.0,14.8210,0.4165,0.0000,0.0000,0.2881,1,0,930,13549
50,196.0,13.0061,0.4379,0.0000,0.0000,0.2747,1,0,931,13549
51,200.0,13.5366,0.4804,0.0000,0.0000,0.2843,1,0,904,13549
52,204.0,13.7519,0.5089,0.0000,0.0000,0.2791,1,0,905,13549
53,208.0,13.9158,0.4404,0.0000,0.0000,0.2856,1,0,876,13549
54,212.0,15.0962,0.4345,0.0000,0.0000,0.2820,1,0,877,13549
55,216.0,17.3876,0.4294,0.0000,0.0000,0.2851,1,0,848,13549
56,220.0,17.2509,0.4364,0.0000,0.0000,0.2818,1,0,849,13549
57,224.0,15.6328,0.4606,0.0000,0.0000,0.2851,1,0,819,13549
58,228.0,14.4609,0.4838,0.0000,0.0000,0.2819,1,0,820,13549
59,232.0,15.5884,0.6596,0.0000,0.0000,0.3434,1,0,789,13549
60,236.0,19.1018,0.4977,0.0000,0.0000,0.2856,1,0,790,13549
61,240.0,14.0799,0.4304,0.0000,0.0000,0.2856,1,0,759,13549
62,244.0,12.6911,0.4798,0.0000,0.0000,0.2857,1,0,760,13549
63,248.0,12.6389,0.4480,0.0000,0.0000,0.2904,1,0,729,13549
64,252.0,13.1876,0.4915,0.0000,0.0000,0.2802,1,0,730,13549
65,256.0,14.4760,0.4920,0.0000,0.0000,0.2874,1,0,699,13549
66,260.0,14.9587,0.4330,0.0000,0.0000,0.2819,1,0,700,13549
67,264.0,15.2473,0.6937,0.0000,0.0000,0.3591,1,0,668,13549
68,268.0,15.3064,0.4816,0.0000,0.0000,0.2909,1,0,669,13549
69,272.0,14.5050,0.5209,0.0000,0.0000,0.3013,1,0,637,13549
70,276.0,13.4223,0.4483,0.0000,0.0000,0.2909,1,0,638,13549
71,280.0,12.8108,0.4870,0.0000,0.0000,0.3013,1,0,607,13549
72,284.0,14.0114,0.5079,0.0000,0.0000,0.2976,1,0,608,13549
73,288.0,15.7697,0.4865,0.0000,0.0000,0.3133,1,0,577,13549
74,292.0,15.1279,0.4919,0.0000,0.0000,0.2920,1,0,578,13549
75,296.0,12.9120,0.4642,0.0000,0.0000,0.2949,1,0,547,13549
76,300.0,11.6199,0.4613,0.0000,0.0000,0.2897,1,0,548,13549
77,304.0,10.9095,0.4907,0.0000,0.0000,0.2947,1,0,517,13549
78,308.0,13.5793,0.5335,0.0000,0.0000,0.3116,1,0,518,13549
79,312.0,15.9456,0.5117,0.0000,0.0000,0.3280,1,0,487,13549
80,316.0,15.8795,0.5241,0.0000,0.0000,0.3072,1,0,488,13549
81,320.0,17.6565,0.4900,0.0000,0.0000,0.3140,1,0,459,13549
82,324.0,18.4648,0.5165,0.0000,0.0000,0.3093,1,0,460,13549
83,328.0,19.7718,0.5269,0.0000,0.0000,0.3263,1,0,431,13549
84,332.0,18.0061,0.5011,0.0000,0.0000,0.3201,1,0,432,13549
85,336.0,15.4891,0.5520,0.0000,0.0000,0.3161,1,0,405,13549
86,340.0,14.5616,0.5056,0.0000,0.0000,0.3085,1,0,406,13549
87,344.0,14.9010,0.4491,0.0000,0.0000,0.3156,1,0,379,13549
88,348.0,14.9276,0.4935,0.0000,0.0000,0.2975,1,0,380,13549
89,352.0,14.1467,0.4380,0.0000,0.0000,0.3024,1,0,355,13549
90,356.0,12.5057,0.4673,0.0000,0.0000,0.2996,1,0,356,13549
91,360.0,11.6321,0.4642,0.0000,0.0000,0.3013,1,0,331,13549
92,364.0,12.1481,0.4837,0.0000,0.0000,0.3007,1,0,332,13549
93,368.0,13.6137,0.4639,0.0000,0.0000,0.3133,1,0,309,13549
94,372.0,15.1393,0.4411,0.0000,0.0000,0.3029,1,0,310,13549
95,376.0,16.3279,0.4277,0.0000,0.0000,0.3005,1,0,289,13549
96,380.0,17.8221,0.4536,0.0000,0.0000,0.3019,1,0,290,13549
97,384.0,17.3583,0.4735,0.0000,0.0000,0.3028,1,0,269,13549
98,388.0,15.8709,0.4857,0.0000,0.0000,0.2974,1,0,270,13549
99,392.0,14.5444,0.5013,0.0000,0.0000,0.3255,1,0,251,13549
100,396.0,13.7705,0.4985,0.0000,0.0000,0.2964,1,0,252,13549
101,400.0,18.6305,0.4788,0.0000,0.0000,0.3056,1,0,233,13549
102,404.0,16.1327,0.4963,0.0000,0.0000,0.2969,1,0,234,13549
103,408.0,14.3543,0.4898,0.0000,0.0000,0.3043,1,0,216,13549
104,412.0,12.7014,0.4887,0.0000,0.0000,0.3060,1,0,217,13549
105,416.0,11.7239,0.5254,0.0000,0.0000,0.2960,1,0,200,13549
106,420.0,13.7029,0.4946,0.0000,0.0000,0.3101,1,0,201,13549
107,424.0,14.4770,0.4525,0.0000,0.0000,0.3047,1,0,184,13549
108,428.0,17.5839,0.4977,0.0000,0.0000,0.3031,1,0,185,13549
109,432.0,16.2720,0.4813,0.0000,0.0000,0.3076,1,0,168,13549
110,436.0,16.4234,0.5182,0.0000,0.0000,0.3014,1,0,169,13549
111,440.0,17.5741,0.5008,0.0000,0.0000,0.3065,1,0,154,13549
112,444.0,18.5508,0.4958,0.0000,0.0000,0.3085,1,0,155,13549
113,448.0,21.0318,0.6871,0.0000,0.0000,0.3594,1,0,140,13549
114,452.0,19.7912,0.4715,0.0000,0.0000,0.3122,1,0,141,13549
115,456.0,16.7478,0.4546,0.0000,0.0000,0.3062,1,0,126,13549
116,460.0,15.8640,0.6292,0.0000,0.0000,0.3053,1,0,127,13549
117,464.0,17.9189,0.4451,0.0000,0.0000,0.3031,1,0,114,13549
118,468.0,16.0151,0.4982,0.0000,0.0000,0.3059,1,0,115,13549
119,472.0,14.9485,0.4709,0.0000,0.0000,0.3072,1,0,103,13549
120,476.0,12.9478,0.4588,0.0000,0.0000,0.3154,1,0,104,13549
121,480.0,13.5631,0.4402,0.0000,0.0000,0.3095,1,0,93,13549
122,484.0,12.8354,0.4764,0.0000,0.0000,0.3069,1,0,94,13549
123,488.0,12.8141,0.4330,0.0000,0.0000,0.3037,1,0,85,13549
124,492.0,13.3491,0.4602,0.0000,0.0000,0.3058,1,0,86,13549
125,496.0,14.0527,0.4513,0.0000,0.0000,0.3034,1,0,79,13549
126,500.0,13.8976,0.5275,0.0000,0.0000,0.3085,1,0,80,13549
127,504.0,14.5857,0.4448,0.0000,0.0000,0.3029,1,0,75,13549
128,508.0,14.9271,0.4765,0.0000,0.0000,0.3104,1,0,76,13549
129,512.0,16.8785,0.5205,0.0000,0.0000,0.3032,1,0,72,13549
130,512.0,10.7776,10.4700,0.0000,0.0000,0.3169,25,0,97,13549
131,512.0,11.0943,10.7744,0.0000,0.0000,0.3334,26,0,123,13549
132,512.0,11.1382,10.8276,0.0000,0.0000,0.3234,26,0,149,13549
133,512.0,11.0899,10.7733,0.0000,0.0000,0.3214,26,0,175,13549
134,512.0,11.0284,10.7229,0.0000,0.0000,0.3191,26,0,201,13549
135,512.0,10.9198,10.6108,0.0000,0.0000,0.3237,18,0,219,13549
136,512.0,10.7749,10.4717,0.0000,0.0000,0.3178,22,0,241,13549
137,512.0,11.9299,11.6342,0.0000,0.0000,0.3127,15,0,256,13549
138,512.0,12.2520,11.9572,0.0000,0.0000,0.3091,12,0,268,13549
139,512.0,11.0464,10.7546,0.0000,0.0000,0.3063,8,0,276,13549
140,512.0,13.0075,12.7209,0.0000,0.0000,0.2998,8,0,284,13549
141,512.0,11.5700,11.2764,0.0000,0.0000,0.3065,8,0,292,13549
142,512.0,11.5505,11.2586,0.0000,0.0000,0.3053,9,0,301,13549
143,512.0,10.8069,10.4753,0.0000,0.0000,0.3319,8,0,309,13549
144,512.0,11.3395,10.8104,0.0000,0.0000,0.5812,4,0,313,13549
145,512.0,10.8867,10.6000,0.0000,0.0000,0.3050,9,0,322,13549
146,512.0,11.0378,10.7519,0.0000,0.0000,0.3007,9,0,331,13549
147,512.0,12.3965,12.1149,0.0000,0.0000,0.3043,7,0,338,13549
148,512.0,12.1858,11.8970,0.0000,0.0000,0.3015,7,0,345,13549
149,512.0,11.9946,11.7046,0.0000,0.0000,0.3056,8,0,353,13549
150,512.0,10.8502,10.5147,0.0000,0.0000,0.3050,7,0,360,13549
151,512.0,12.5764,12.0351,0.0000,0.0000,0.5956,9,0,369,13549
152,512.0,11.2965,11.0116,0.0000,0.0000,0.3022,5,0,374,13549
153,512.0,10.9006,10.6150,0.0000,0.0000,0.3021,8,0,382,13549
154,512.0,13.1281,12.8442,0.0000,0.0000,0.3018,7,0,389,13549
155,512.0,33.7962,33.4835,0.0000,0.0000,0.3150,2,0,391,13549
156,512.0,11.5092,11.2108,0.0000,0.0000,0.3083,8,0,399,13549
157,512.0,12.6453,12.3561,0.0000,0.0000,0.3068,11,0,410,13549
158,512.0,10.8149,10.5166,0.0000,0.0000,0.3099,6,0,416,13549
159,512.0,12.3291,12.0471,0.0000,0.0000,0.3014,8,0,424,13549
160,512.0,12.1865,11.9013,0.0000,0.0000,0.2998,6,0,430,13549
161,512.0,10.9463,10.6559,0.0000,0.0000,0.3084,8,0,438,13549
162,512.0,12.4954,12.2087,0.0000,0.0000,0.3067,7,0,445,13549
163,512.0,11.2547,10.9705,0.0000,0.0000,0.3011,6,0,451,13549
164,512.0,10.8441,10.5580,0.0000,0.0000,0.3054,7,0,458,13549
165,512.0,11.5335,11.2667,0.0000,0.0000,0.2975,7,0,465,13549
166,512.0,11.0489,10.7683,0.0000,0.0000,0.2997,8,0,473,13549
167,512.0,10.8615,10.5793,0.0000,0.0000,0.3018,7,0,480,13549
168,512.0,13.1880,12.8966,0.0000,0.0000,0.3093,7,0,487,13549
169,512.0,12.7687,12.4788,0.0000,0.0000,0.3132,7,0,494,13549
170,512.0,10.8587,10.5797,0.0000,0.0000,0.3016,7,0,501,13549
171,512.0,11.1405,10.8553,0.0000,0.0000,0.3046,7,0,508,13549
172,512.0,12.7278,12.4452,0.0000,0.0000,0.3029,9,0,517,13549
173,512.0,11.0484,10.7701,0.0000,0.0000,0.2984,7,0,524,13549
174,512.0,10.7570,10.4689,0.0000,0.0000,0.2983,7,0,531,13549
175,512.0,11.1950,10.9206,0.0000,0.0000,0.2981,5,0,536,13549
176,512.0,12.3162,12.0404,0.0000,0.0000,0.3005,8,0,544,13549
177,512.0,11.6734,11.3954,0.0000,0.0000,0.2998,7,0,551,13549
178,512.0,12.2912,12.0180,0.0000,0.0000,0.3165,5,0,556,13549
179,512.0,11.1288,10.8567,0.0000,0.0000,0.2927,7,0,563,13549
180,512.0,10.7955,10.5153,0.0000,0.0000,0.3008,7,0,570,13549
181,512.0,12.0605,11.7754,0.0000,0.0000,0.3075,8,0,578,13549
182,512.0,12.3933,12.1023,0.0000,0.0000,0.2981,8,0,586,13549
183,512.0,11.7317,11.4528,0.0000,0.0000,0.3086,5,0,591,13549
184,512.0,11.8788,11.5888,0.0000,0.0000,0.3142,8,0,599,13549
185,512.0,11.3250,11.0470,0.0000,0.0000,0.3039,5,0,604,13549
186,512.0,11.4703,11.1861,0.0000,0.0000,0.3126,5,0,609,13549
187,512.0,11.2450,10.9592,0.0000,0.0000,0.3176,5,0,614,13549
188,512.0,12.3358,12.0587,0.0000,0.0000,0.3078,6,0,620,13549
