frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
39,152.0,38.1759,37.3206,0.0000,0.0000,0.0767,30,0,1176,13549
40,156.0,5.2009,4.3251,0.0000,0.0000,0.0405,4,0,1180,13549
41,160.0,39.2991,38.4245,0.0000,0.0000,0.0791,30,0,1175,13549
42,164.0,5.3050,4.2794,0.0000,0.0000,0.0485,4,0,1179,13549
43,168.0,61.0701,60.1809,0.0000,0.0000,0.0847,30,0,1174,13549
44,172.0,5.9466,4.8213,0.0000,0.0000,0.0471,4,0,1178,13549
45,176.0,37.0769,36.3057,0.0000,0.0000,0.0714,30,0,1173,13549
46,180.0,6.4728,5.7118,0.0000,0.0000,0.0501,4,0,1177,13549
47,184.0,38.8223,38.0277,0.0000,0.0000,0.0821,30,0,1172,13549
48,188.0,7.1980,6.3441,0.0000,0.0000,0.0613,4,0,1176,13549
49,192.0,41.0096,40.1737,0.0000,0.0000,0.1111,30,0,1171,13549
50,196.0,8.6469,7.6204,0.0000,0.0000,0.0646,4,0,1175,13549
51,200.0,38.3532,37.3888,0.0000,0.0000,0.1735,30,0,1170,13549
52,204.0,40.0808,38.7433,0.0000,0.0000,0.1307,4,0,1174,13549
53,208.0,38.5023,37.0911,0.0000,0.0000,0.1035,30,0,1169,13549
54,212.0,6.1501,5.1040,0.0000,0.0000,0.0465,4,0,1173,13549
55,216.0,41.8384,40.9548,0.0000,0.0000,0.1089,30,0,1168,13549
56,220.0,5.1795,4.1842,0.0000,0.0000,0.0461,4,0,1172,13549
57,224.0,41.6875,40.7868,0.0000,0.0000,0.1754,30,0,1167,13549
58,228.0,7.0119,5.5480,0.0000,0.0000,0.0722,4,0,1171,13549
59,232.0,84.1454,82.9930,0.0000,0.0000,0.2283,30,0,1166,13549
60,236.0,7.4735,5.8757,0.0000,0.0000,0.0651,4,0,1170,13549
61,240.0,37.2938,36.4020,0.0000,0.0000,0.1144,30,0,1165,13549
62,244.0,6.0995,4.8869,0.0000,0.0000,0.0555,4,0,1169,13549
63,248.0,36.6783,35.7875,0.0000,0.0000,0.0802,30,0,1164,13549
64,252.0,6.1009,5.1999,0.0000,0.0000,0.0583,4,0,1168,13549
65,256.0,37.7305,36.8661,0.0000,0.0000,0.0789,30,0,1163,13549
66,260.0,6.1080,5.2389,0.0000,0.0000,0.0520,4,0,1167,13549
67,264.0,37.8459,36.8001,0.0000,0.0000,0.0850,30,0,1162,13549
68,268.0,5.3602,4.4766,0.0000,0.0000,0.0454,4,0,1166,13549
69,272.0,40.0151,39.1632,0.0000,0.0000,0.0752,30,0,1161,13549
70,276.0,5.5945,4.5016,0.0000,0.0000,0.0483,4,0,1165,13549
71,280.0,39.4466,38.5905,0.0000,0.0000,0.0765,30,0,1160,13549
72,284.0,5.6109,4.7136,0.0000,0.0000,0.0494,4,0,1164,13549
73,288.0,39.2461,38.3829,0.0000,0.0000,0.0724,30,0,1160,13549
74,292.0,6.8257,5.9636,0.0000,0.0000,0.0476,4,0,1164,13549
75,296.0,37.9999,37.1283,0.0000,0.0000,0.0764,30,0,1160,13549
76,300.0,6.6379,5.7776,0.0000,0.0000,0.0479,4,0,1164,13549
77,304.0,38.0586,37.1902,0.0000,0.0000,0.0747,30,0,1160,13549
78,308.0,6.2374,5.3844,0.0000,0.0000,0.0445,4,0,1164,13549
79,312.0,39.3867,38.5437,0.0000,0.0000,0.0874,30,0,1160,13549
80,316.0,5.3785,4.4294,0.0000,0.0000,0.0457,4,0,1164,13549
81,320.0,38.8799,38.0404,0.0000,0.0000,0.0734,30,0,1160,13549
82,324.0,5.4204,4.5359,0.0000,0.0000,0.0465,4,0,1164,13549
83,328.0,38.7436,37.8760,0.0000,0.0000,0.0701,30,0,1160,13549
84,332.0,5.7791,4.8730,0.0000,0.0000,0.0560,4,0,1164,13549
85,336.0,38.9706,38.0782,0.0000,0.0000,0.0746,30,0,1160,13549
86,340.0,5.4793,4.5878,0.0000,0.0000,0.0451,4,0,1164,13549
87,344.0,39.4524,38.5470,0.0000,0.0000,0.0871,30,0,1160,13549
88,348.0,6.4386,5.2654,0.0000,0.0000,0.0445,4,0,1164,13549
89,352.0,37.6327,36.6880,0.0000,0.0000,0.0727,30,0,1160,13549
90,356.0,6.6480,5.6775,0.0000,0.0000,0.0447,4,0,1164,13549
91,360.0,37.6443,36.7325,0.0000,0.0000,0.0725,30,0,1160,13549
92,364.0,5.4398,4.4845,0.0000,0.0000,0.0448,4,0,1164,13549
93,368.0,38.5721,37.6496,0.0000,0.0000,0.0740,30,0,1160,13549
94,372.0,4.1191,3.1878,0.0000,0.0000,0.0477,4,0,1164,13549
95,376.0,38.6775,37.7411,0.0000,0.0000,0.0767,30,0,1160,13549
96,380.0,4.0013,3.0512,0.0000,0.0000,0.0448,4,0,1164,13549
97,384.0,38.0173,37.0505,0.0000,0.0000,0.0909,30,0,1160,13549
98,388.0,4.9001,3.9733,0.0000,0.0000,0.0471,4,0,1164,13549
99,392.0,38.1325,37.2295,0.0000,0.0000,0.0743,30,0,1160,13549
100,396.0,5.7976,4.8897,0.0000,0.0000,0.0473,4,0,1164,13549
101,400.0,38.8875,37.9852,0.0000,0.0000,0.0709,30,0,1160,13549
102,404.0,6.7329,5.8067,0.0000,0.0000,0.0497,4,0,1164,13549
103,408.0,39.4478,38.5230,0.0000,0.0000,0.0868,30,0,1160,13549
104,412.0,7.0784,6.1732,0.0000,0.0000,0.0487,4,0,1164,13549
105,416.0,38.0124,37.1120,0.0000,0.0000,0.0744,30,0,1160,13549
106,420.0,6.9227,5.9721,0.0000,0.0000,0.0470,4,0,1164,13549
107,424.0,39.3077,38.4105,0.0000,0.0000,0.0791,30,0,1160,13549
108,428.0,5.2323,4.2483,0.0000,0.0000,0.0463,4,0,1164,13549
109,432.0,39.3431,38.4482,0.0000,0.0000,0.0742,30,0,1160,13549
110,436.0,4.8357,3.9309,0.0000,0.0000,0.0483,4,0,1164,13549
111,440.0,39.3361,38.4421,0.0000,0.0000,0.0922,30,0,1160,13549
112,444.0,5.5549,4.6440,0.0000,0.0000,0.0504,4,0,1164,13549
113,448.0,42.7102,41.7501,0.0000,0.0000,0.0805,30,0,1160,13549
114,452.0,6.2570,5.2831,0.0000,0.0000,0.0507,4,0,1164,13549
115,456.0,38.5261,37.6274,0.0000,0.0000,0.0762,30,0,1160,13549
116,460.0,7.0506,6.1473,0.0000,0.0000,0.0473,4,0,1164,13549
117,464.0,39.1791,38.2860,0.0000,0.0000,0.0726,30,0,1160,13549
118,468.0,6.4284,5.5117,0.0000,0.0000,0.0464,4,0,1164,13549
119,472.0,39.7723,38.8567,0.0000,0.0000,0.0815,30,0,1160,13549
120,476.0,6.3980,5.4362,0.0000,0.0000,0.0473,4,0,1164,13549
121,480.0,38.8922,37.9760,0.0000,0.0000,0.0768,30,0,1160,13549
122,484.0,5.7538,4.7659,0.0000,0.0000,0.0601,4,0,1164,13549
123,488.0,39.1325,38.1296,0.0000,0.0000,0.0749,30,0,1160,13549
124,492.0,4.7445,3.8190,0.0000,0.0000,0.0492,4,0,1164,13549
125,496.0,38.7443,37.8189,0.0000,0.0000,0.0736,30,0,1160,13549
126,500.0,4.2411,3.3117,0.0000,0.0000,0.0500,4,0,1164,13549
127,504.0,38.8671,37.9298,0.0000,0.0000,0.0779,30,0,1160,13549
128,508.0,5.6012,4.6176,0.0000,0.0000,0.0523,4,0,1164,13549
129,512.0,37.9394,36.9994,0.0000,0.0000,0.0756,30,0,1160,13549
130,512.0,5.6345,5.6078,0.0000,0.0000,0.0439,4,0,1164,13549
131,512.0,6.8658,6.8313,0.0000,0.0000,0.0445,4,0,1168,13549
132,512.0,5.8161,5.7884,0.0000,0.0000,0.0450,4,0,1172,13549
133,512.0,4.4724,4.4488,0.0000,0.0000,0.0391,4,0,1176,13549
134,512.0,4.1264,4.1032,0.0000,0.0000,0.0391,4,0,1180,13549
135,512.0,4.8086,4.7753,0.0000,0.0000,0.0448,4,0,1184,13549
136,512.0,4.8146,4.7884,0.0000,0.0000,0.0444,4,0,1188,13549
137,512.0,5.6405,5.6161,0.0000,0.0000,0.0375,4,0,1192,13549
138,512.0,6.2035,6.1697,0.0000,0.0000,0.0433,4,0,1196,13549
139,512.0,5.6510,5.6247,0.0000,0.0000,0.0431,4,0,1200,13549
140,512.0,5.3117,5.2877,0.0000,0.0000,0.0390,4,0,1204,13549
141,512.0,5.0415,5.0072,0.0000,0.0000,0.0458,4,0,1208,13549
142,512.0,4.9892,4.9627,0.0000,0.0000,0.0462,4,0,1212,13549
143,512.0,5.1031,5.0799,0.0000,0.0000,0.0386,4,0,1216,13549
144,512.0,5.0883,5.0548,0.0000,0.0000,0.0425,4,0,1220,13549
145,512.0,5.6320,5.6061,0.0000,0.0000,0.0428,4,0,1224,13549
146,512.0,1.2954,1.2748,0.0000,0.0000,0.0282,1,0,1225,13549
147,512.0,0.2609,0.0113,0.0000,0.0000,0.0212,0,0,1225,13549
148,512.0,0.2757,0.0130,0.0000,0.0000,0.0231,0,0,1225,13549
149,512.0,0.3562,0.0236,0.0000,0.0000,0.0376,0,0,1225,13549
150,512.0,0.2801,0.0140,0.0000,0.0000,0.0245,0,0,1225,13549
151,512.0,0.2936,0.0208,0.0000,0.0000,0.0339,0,0,1225,13549
152,512.0,0.2867,0.0189,0.0000,0.0000,0.0305,0,0,1225,13549
153,512.0,0.2728,0.0134,0.0000,0.0000,0.0237,0,0,1225,13549
154,512.0,0.2731,0.0277,0.0000,0.0000,0.0457,0,0,1225,13549
155,512.0,0.2441,0.0221,0.0000,0.0000,0.0360,0,0,1225,13549
156,512.0,0.2622,0.0141,0.0000,0.0000,0.0246,0,0,1225,13549
157,512.0,0.2636,0.0126,0.0000,0.0000,0.0228,0,0,1225,13549
158,512.0,0.2675,0.0125,0.0000,0.0000,0.0227,0,0,1225,13549
159,512.0,0.2665,0.0125,0.0000,0.0000,0.0226,0,0,1225,13549
160,512.0,0.2661,0.0125,0.0000,0.0000,0.0226,0,0,1225,13549
161,512.0,0.2622,0.0165,0.0000,0.0000,0.0271,0,0,1225,13549
162,512.0,0.2631,0.0125,0.0000,0.0000,0.0227,0,0,1225,13549
163,512.0,0.2832,0.0126,0.0000,0.0000,0.0226,0,0,1225,13549
164,512.0,0.2657,0.0125,0.0000,0.0000,0.0226,0,0,1225,13549
165,512.0,0.2584,0.0125,0.0000,0.0000,0.0226,0,0,1225,13549
166,512.0,0.4985,0.0126,0.0000,0.0000,0.0227,0,0,1225,13549
167,512.0,0.5011,0.0197,0.0000,0.0000,0.0330,0,0,1225,13549
168,512.0,0.3715,0.0204,0.0000,0.0000,0.0337,0,0,1225,13549
169,512.0,0.3241,0.0198,0.0000,0.0000,0.0335,0,0,1225,13549
170,512.0,0.2952,0.0153,0.0000,0.0000,0.0258,0,0,1225,13549
171,512.0,0.2609,0.0185,0.0000,0.0000,0.0303,0,0,1225,13549
172,512.0,0.3044,0.0128,0.0000,0.0000,0.0228,0,0,1225,13549
173,512.0,0.2595,0.0182,0.0000,0.0000,0.0298,0,0,1225,13549
174,512.0,0.2551,0.0131,0.0000,0.0000,0.0231,0,0,1225,13549
175,512.0,0.2536,0.0127,0.0000,0.0000,0.0226,0,0,1225,13549
176,512.0,0.2545,0.0127,0.0000,0.0000,0.0225,0,0,1225,13549
177,512.0,0.2563,0.0126,0.0000,0.0000,0.0225,0,0,1225,13549
178,512.0,0.3499,0.0125,0.0000,0.0000,0.0225,0,0,1225,13549
179,512.0,0.2528,0.0131,0.0000,0.0000,0.0240,0,0,1225,13549
180,512.0,0.2558,0.0128,0.0000,0.0000,0.0227,0,0,1225,13549
181,512.0,0.2393,0.0139,0.0000,0.0000,0.0238,0,0,1225,13549
182,512.0,0.2595,0.0127,0.0000,0.0000,0.0229,0,0,1225,13549
183,512.0,0.2521,0.0125,0.0000,0.0000,0.0225,0,0,1225,13549
184,512.0,0.2547,0.0125,0.0000,0.0000,0.0224,0,0,1225,13549
185,512.0,0.2568,0.0125,0.0000,0.0000,0.0223,0,0,1225,13549
186,512.0,0.2917,0.0126,0.0000,0.0000,0.0224,0,0,1225,13549
187,512.0,0.4034,0.0134,0.0000,0.0000,0.0236,0,0,1225,13549
188,512.0,0.2649,0.0125,0.0000,0.0000,0.0223,0,0,1225,13549
