frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
1,0.0,0.2914,0.0171,0.0000,0.0000,0.0285,0,0,1225,12853
2,4.0,1.3148,0.0154,0.0000,0.0000,0.0249,0,0,1225,13363
3,8.0,5.5091,4.7402,0.0000,0.0000,0.0431,4,0,1194,13511
4,12.0,6.5753,5.7854,0.0000,0.0000,0.0434,4,0,1198,13541
5,16.0,38.1918,37.4145,0.0000,0.0000,0.0798,30,0,1193,13547
6,20.0,5.7208,4.8743,0.0000,0.0000,0.0434,4,0,1197,13549
7,24.0,37.7963,37.0287,0.0000,0.0000,0.0708,30,0,1192,13549
8,28.0,4.5860,3.7906,0.0000,0.0000,0.0425,4,0,1196,13549
9,32.0,37.9296,37.1627,0.0000,0.0000,0.0856,30,0,1191,13549
10,36.0,3.9325,3.1372,0.0000,0.0000,0.0443,4,0,1195,13549
11,40.0,37.6826,36.8950,0.0000,0.0000,0.0710,30,0,1190,13549
12,44.0,4.6970,3.9137,0.0000,0.0000,0.0433,4,0,1194,13549
13,48.0,37.9738,37.1975,0.0000,0.0000,0.0697,30,0,1189,13549
14,52.0,5.3929,4.6119,0.0000,0.0000,0.0467,4,0,1193,13549
15,56.0,38.9269,38.1436,0.0000,0.0000,0.0705,30,0,1188,13549
16,60.0,5.8257,4.9812,0.0000,0.0000,0.0460,4,0,1192,13549
17,64.0,40.8082,39.9235,0.0000,0.0000,0.0913,30,0,1187,13549
18,68.0,12.6873,11.2865,0.0000,0.0000,0.0861,4,0,1191,13549
19,72.0,42.3542,40.7483,0.0000,0.0000,0.2084,30,0,1186,13549
20,76.0,8.9668,7.4667,0.0000,0.0000,0.0510,4,0,1190,13549
21,80.0,37.8009,36.8885,0.0000,0.0000,0.0839,30,0,1185,13549
22,84.0,7.3701,6.4183,0.0000,0.0000,0.0460,4,0,1189,13549
23,88.0,38.3365,37.4687,0.0000,0.0000,0.0744,30,0,1184,13549
24,92.0,5.8354,4.9401,0.0000,0.0000,0.0438,4,0,1188,13549
25,96.0,38.0194,37.1466,0.0000,0.0000,0.0708,30,0,1183,13549
26,100.0,5.0014,4.1236,0.0000,0.0000,0.0480,4,0,1187,13549
27,104.0,37.8604,36.9677,0.0000,0.0000,0.0862,30,0,1182,13549
28,108.0,5.2628,4.3444,0.0000,0.0000,0.0433,4,0,1186,13549
29,112.0,37.5154,36.6463,0.0000,0.0000,0.0732,30,0,1181,13549
30,116.0,5.2209,4.3425,0.0000,0.0000,0.0409,4,0,1185,13549
31,120.0,38.1623,37.2682,0.0000,0.0000,0.0759,30,0,1180,13549
32,124.0,6.2393,5.3391,0.0000,0.0000,0.0496,4,0,1184,13549
33,128.0,39.3517,38.4495,0.0000,0.0000,0.0737,30,0,1179,13549
34,132.0,6.5936,5.7035,0.0000,0.0000,0.0469,4,0,1183,13549
35,136.0,38.2172,37.3491,0.0000,0.0000,0.0731,30,0,1178,13549
36,140.0,7.1429,6.2732,0.0000,0.0000,0.0477,4,0,1182,13549
37,144.0,37.5115,36.6548,0.0000,0.0000,0.0720,30,0,1177,13549
38,148.0,6.5437,5.6822,0.0000,0.0000,0.0428,4,0,1181,13549
