frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
1,0.0,0.3161,0.0042,0.0000,0.0000,0.0089,0,0,361,12853
2,4.0,1.1628,0.0035,0.0000,0.0000,0.0061,0,0,361,13363
3,8.0,6.2553,5.5072,0.0000,0.0000,0.0194,4,0,346,13511
4,12.0,5.8833,5.1359,0.0000,0.0000,0.0137,4,0,350,13541
5,16.0,16.7992,16.0698,0.0000,0.0000,0.0254,14,0,345,13547
6,20.0,4.6762,3.9221,0.0000,0.0000,0.0147,4,0,349,13549
7,24.0,17.4403,16.7097,0.0000,0.0000,0.0230,14,0,344,13549
8,28.0,4.8056,4.0949,0.0000,0.0000,0.0131,4,0,348,13549
9,32.0,18.8822,18.1568,0.0000,0.0000,0.0246,14,0,343,13549
10,36.0,5.7325,5.0110,0.0000,0.0000,0.0152,4,0,347,13549
11,40.0,17.7432,16.9946,0.0000,0.0000,0.0238,14,0,342,13549
12,44.0,7.7494,6.9878,0.0000,0.0000,0.0142,4,0,346,13549
13,48.0,16.7441,15.9390,0.0000,0.0000,0.0227,14,0,341,13549
14,52.0,7.6565,6.9199,0.0000,0.0000,0.0147,4,0,345,13549
15,56.0,16.4788,15.7480,0.0000,0.0000,0.0230,14,0,340,13549
16,60.0,6.3307,5.5296,0.0000,0.0000,0.0145,4,0,344,13549
17,64.0,18.2031,17.4557,0.0000,0.0000,0.0240,14,0,339,13549
18,68.0,5.2388,4.4843,0.0000,0.0000,0.0147,4,0,343,13549
19,72.0,17.8143,17.0547,0.0000,0.0000,0.0330,14,0,338,13549
20,76.0,9.5381,8.7915,0.0000,0.0000,0.0183,4,0,342,13549
21,80.0,17.3498,16.5382,0.0000,0.0000,0.0279,14,0,337,13549
22,84.0,4.8037,3.9768,0.0000,0.0000,0.0173,4,0,341,13549
23,88.0,18.4327,17.6453,0.0000,0.0000,0.0261,14,0,336,13549
24,92.0,5.4926,4.7230,0.0000,0.0000,0.0153,4,0,340,13549
25,96.0,19.2994,18.4557,0.0000,0.0000,0.0314,14,0,335,13549
26,100.0,7.0313,6.1657,0.0000,0.0000,0.0154,4,0,339,13549
27,104.0,18.4316,17.6081,0.0000,0.0000,0.0265,14,0,334,13549
28,108.0,8.4262,7.6223,0.0000,0.0000,0.0169,4,0,338,13549
29,112.0,18.1362,17.3115,0.0000,0.0000,0.0269,14,0,333,13549
30,116.0,7.8373,7.0148,0.0000,0.0000,0.0152,4,0,337,13549
31,120.0,18.6997,17.9051,0.0000,0.0000,0.0260,14,0,332,13549
32,124.0,5.4737,4.6820,0.0000,0.0000,0.0151,4,0,336,13549
33,128.0,18.6593,17.8446,0.0000,0.0000,0.0242,14,0,331,13549
34,132.0,4.6480,3.8645,0.0000,0.0000,0.0154,4,0,335,13549
35,136.0,17.6914,16.9125,0.0000,0.0000,0.0211,14,0,330,13549
36,140.0,6.7073,5.7220,0.0000,0.0000,0.0210,4,0,334,13549
37,144.0,16.6287,15.8462,0.0000,0.0000,0.0219,14,0,329,13549
38,148.0,4.3906,3.6040,0.0000,0.0000,0.0146,4,0,333,13549
39,152.0,17.2329,16.4401,0.0000,0.0000,0.0274,14,0,328,13549
40,156.0,5.5382,4.7387,0.0000,0.0000,0.0246,4,0,332,13549
41,160.0,18.2120,17.3964,0.0000,0.0000,0.0262,14,0,328,13549
42,164.0,5.6885,4.8969,0.0000,0.0000,0.0146,4,0,332,13549
43,168.0,19.0250,18.2278,0.0000,0.0000,0.0256,14,0,328,13549
44,172.0,5.7199,4.9169,0.0000,0.0000,0.0178,4,0,332,13549
45,176.0,20.7166,19.8917,0.0000,0.0000,0.0310,14,0,328,13549
46,180.0,5.5456,4.7147,0.0000,0.0000,0.0150,4,0,332,13549
47,184.0,19.8475,19.0491,0.0000,0.0000,0.0243,14,0,328,13549
48,188.0,4.9417,4.1421,0.0000,0.0000,0.0145,4,0,332,13549
49,192.0,19.3498,18.5591,0.0000,0.0000,0.0293,14,0,328,13549
50,196.0,5.4441,4.6423,0.0000,0.0000,0.0158,4,0,332,13549
51,200.0,18.3954,17.5850,0.0000,0.0000,0.0301,14,0,328,13549
52,204.0,5.7399,4.9155,0.0000,0.0000,0.0172,4,0,332,13549
53,208.0,17.0823,16.3021,0.0000,0.0000,0.0269,14,0,328,13549
54,212.0,6.0687,5.2697,0.0000,0.0000,0.0152,4,0,332,13549
55,216.0,27.5266,26.7335,0.0000,0.0000,0.0293,14,0,328,13549
56,220.0,5.6356,4.8523,0.0000,0.0000,0.0160,4,0,332,13549
57,224.0,18.6083,17.8733,0.0000,0.0000,0.0246,14,0,328,13549
58,228.0,5.7107,4.9907,0.0000,0.0000,0.0155,4,0,332,13549
59,232.0,19.2145,18.4695,0.0000,0.0000,0.0278,14,0,328,13549
60,236.0,6.5095,5.7159,0.0000,0.0000,0.0188,4,0,332,13549
61,240.0,20.0222,19.2508,0.0000,0.0000,0.0330,14,0,328,13549
62,244.0,5.4262,4.6505,0.0000,0.0000,0.0146,4,0,332,13549
63,248.0,18.5824,17.8294,0.0000,0.0000,0.0217,14,0,328,13549
64,252.0,5.0327,4.2808,0.0000,0.0000,0.0150,4,0,332,13549
