frame,distance_m,mode,cpu_ms,simulation_ms,residency_ms,generation_ms,hf_build_ms,hf_retire_ms,draw_ms,present_ms,resident_packages,resident_cells,far_field_ms,far_prefetch_ms,far_tiles_built,packages_built
175,192.0,free_fly,6.6283,0.0001,0.0000,0.0000,0.0000,0.0000,6.6056,0.0222,361,13549,0.0000,6.5802,0,0
176,192.0,free_fly,6.5251,0.0000,0.0000,0.0000,0.0000,0.0000,6.5125,0.0115,361,13549,0.0000,6.4787,0,0
177,192.0,free_fly,6.7095,0.0001,0.0000,0.0000,0.0000,0.0000,6.6850,0.0240,361,13549,0.0000,6.6606,0,0
178,192.0,free_fly,6.7224,0.0000,0.0000,0.0000,0.0000,0.0000,6.7003,0.0209,361,13549,0.0000,6.6747,0,0
179,192.0,free_fly,6.5290,0.0000,0.0000,0.0000,0.0000,0.0000,6.5044,0.0234,361,13549,0.0000,6.4779,0,0
180,192.0,free_fly,6.6172,0.0000,0.0000,0.0000,0.0000,0.0001,6.5951,0.0208,361,13549,0.0000,6.5689,0,0
181,192.0,free_fly,6.4840,0.0000,0.0000,0.0000,0.0000,0.0000,6.4701,0.0128,361,13549,0.0000,6.4451,0,0
182,192.0,free_fly,6.6268,0.0000,0.0000,0.0000,0.0000,0.0000,6.6026,0.0236,361,13549,0.0000,6.5768,0,0
183,192.0,free_fly,6.5546,0.0001,0.0000,0.0000,0.0000,0.0000,6.5311,0.0221,361,13549,0.0000,6.5052,0,0
184,192.0,free_fly,7.5352,0.0001,0.0000,0.0000,0.0000,0.0001,7.5094,0.0246,361,13549,0.0000,7.4798,0,0
185,192.0,free_fly,7.7107,0.0000,0.0000,0.0000,0.0000,0.0000,7.6859,0.0233,361,13549,0.0000,7.6583,0,0
186,192.0,free_fly,6.5680,0.0000,0.0000,0.0000,0.0000,0.0000,6.5445,0.0222,361,13549,0.0000,6.5186,0,0
187,192.0,free_fly,6.4950,0.0001,0.0000,0.0000,0.0000,0.0000,6.4723,0.0214,361,13549,0.0000,6.4418,0,0
188,192.0,free_fly,6.5312,0.0000,0.0000,0.0000,0.0000,0.0000,6.5184,0.0117,361,13549,0.0000,6.4941,0,0
189,192.0,free_fly,7.1566,0.0000,0.0000,0.0000,0.0000,0.0000,7.1338,0.0223,361,13549,0.0000,7.1098,0,0
190,192.0,free_fly,6.5477,0.0000,0.0000,0.0000,0.0000,0.0001,6.5250,0.0216,361,13549,0.0000,6.4994,0,0
191,192.0,free_fly,6.5174,0.0000,0.0000,0.0000,0.0000,0.0000,6.4845,0.0222,361,13549,0.0000,6.4591,0,0
192,192.0,free_fly,6.4848,0.0000,0.0000,0.0000,0.0000,0.0000,6.4549,0.0223,361,13549,0.0000,6.4243,0,0
