frame,distance_m,mode,cpu_ms,simulation_ms,residency_ms,generation_ms,hf_build_ms,hf_retire_ms,draw_ms,present_ms,resident_packages,resident_cells,far_field_ms,far_prefetch_ms,far_tiles_built,packages_built
193,192.0,free_fly,6.5572,0.0000,0.0000,0.0000,0.0000,0.0000,6.5278,0.0221,361,13549,0.0000,6.5027,0,0
194,192.0,free_fly,6.4504,0.0000,0.0000,0.0000,0.0000,0.0001,6.4374,0.0119,361,13549,0.0000,6.4135,0,0
195,192.0,free_fly,6.5271,0.0000,0.0000,0.0000,0.0000,0.0001,6.5061,0.0205,361,13549,0.0000,6.4818,0,0
196,192.0,free_fly,6.6313,0.0001,0.0000,0.0000,0.0000,0.0000,6.6085,0.0216,361,13549,0.0000,6.5833,0,0
197,192.0,free_fly,6.4864,0.0000,0.0000,0.0000,0.0000,0.0000,6.4736,0.0118,361,13549,0.0000,6.4499,0,0
198,192.0,free_fly,6.6279,0.0000,0.0000,0.0000,0.0000,0.0001,6.6035,0.0239,361,13549,0.0000,6.5790,0,0
199,192.0,free_fly,6.4706,0.0000,0.0000,0.0000,0.0000,0.0001,6.4578,0.0117,361,13549,0.0000,6.4335,0,0
200,192.0,free_fly,6.5879,0.0000,0.0000,0.0000,0.0000,0.0000,6.5651,0.0223,361,13549,0.0000,6.5410,0,0
201,192.0,free_fly,6.5064,0.0001,0.0000,0.0000,0.0000,0.0000,6.4937,0.0115,361,13549,0.0000,6.4698,0,0
202,192.0,free_fly,6.4444,0.0000,0.0000,0.0000,0.0000,0.0000,6.4327,0.0113,361,13549,0.0000,6.4104,0,0
