frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
110,436.0,11.7132,7.3598,0.0000,0.0000,0.0804,7,0,429,13549
111,440.0,11.8610,8.4686,0.0000,0.0000,0.0806,8,0,417,13549
112,444.0,10.9789,5.2778,0.0000,0.0000,0.0804,4,0,421,13549
113,448.0,11.0548,4.6369,0.0000,0.0000,0.0837,7,0,408,13549
114,452.0,11.4072,4.0912,0.0000,0.0000,0.0809,5,0,413,13549
115,456.0,11.0593,4.3834,0.0000,0.0000,0.0886,8,0,401,13549
116,460.0,11.2060,4.4051,0.0000,0.0000,0.0809,7,0,408,13549
117,464.0,11.1807,4.0553,0.0000,0.0000,0.0838,7,0,396,13549
118,468.0,11.1479,3.5267,0.0000,0.0000,0.0930,7,0,403,13549
119,472.0,10.7745,3.3004,0.0000,0.0000,0.0853,8,0,393,13549
120,476.0,10.7710,3.8018,0.0000,0.0000,0.0821,8,0,401,13549
121,480.0,10.9263,4.6418,0.0000,0.0000,0.0838,10,0,393,13549
122,484.0,11.2151,5.2701,0.0000,0.0000,0.0823,10,0,403,13549
123,488.0,11.1802,5.7261,0.0000,0.0000,0.0837,9,0,394,13549
124,492.0,11.0075,5.9925,0.0000,0.0000,0.0985,9,0,403,13549
125,496.0,10.9479,5.5804,0.0000,0.0000,0.0940,7,0,392,13549
126,500.0,11.3221,5.5199,0.0000,0.0000,0.0878,7,0,399,13549
127,504.0,11.3488,6.2154,0.0000,0.0000,0.0889,10,0,391,13549
128,508.0,10.8608,3.5714,0.0000,0.0000,0.0871,5,0,396,13549
129,512.0,10.9905,3.3848,0.0000,0.0000,0.0845,6,0,384,13549
130,512.0,11.4212,11.3422,0.0000,0.0000,0.0788,11,0,395,13549
131,512.0,11.2347,11.1640,0.0000,0.0000,0.0786,10,0,405,13549
132,512.0,10.7078,10.6311,0.0000,0.0000,0.0761,9,0,414,13549
133,512.0,12.4822,12.3810,0.0000,0.0000,0.1016,9,0,423,13549
134,512.0,11.3517,11.2721,0.0000,0.0000,0.0800,9,0,432,13549
135,512.0,11.3432,11.2549,0.0000,0.0000,0.0907,11,0,443,13549
136,512.0,11.1014,11.0225,0.0000,0.0000,0.0814,8,0,451,13549
137,512.0,11.5992,11.5190,0.0000,0.0000,0.0821,9,0,460,13549
138,512.0,12.1826,12.1033,0.0000,0.0000,0.0815,9,0,469,13549
139,512.0,11.0502,10.9746,0.0000,0.0000,0.0779,9,0,478,13549
140,512.0,11.3488,11.2730,0.0000,0.0000,0.0781,10,0,488,13549
141,512.0,12.5837,12.4968,0.0000,0.0000,0.0783,10,0,498,13549
142,512.0,10.9842,10.9071,0.0000,0.0000,0.0789,8,0,506,13549
143,512.0,11.0127,10.9445,0.0000,0.0000,0.0743,9,0,515,13549
144,512.0,11.7689,11.6972,0.0000,0.0000,0.0732,9,0,524,13549
145,512.0,11.6730,11.5849,0.0000,0.0000,0.0832,9,0,533,13549
146,512.0,11.4307,11.3544,0.0000,0.0000,0.0812,10,0,543,13549
147,512.0,12.2116,12.1461,0.0000,0.0000,0.0758,10,0,553,13549
148,512.0,11.4056,11.3343,0.0000,0.0000,0.0747,8,0,561,13549
149,512.0,11.8264,11.7496,0.0000,0.0000,0.0833,11,0,572,13549
150,512.0,11.2702,11.1971,0.0000,0.0000,0.0784,10,0,582,13549
151,512.0,10.8058,10.7407,0.0000,0.0000,0.0753,8,0,590,13549
152,512.0,10.9380,10.8692,0.0000,0.0000,0.0732,9,0,599,13549
153,512.0,11.3715,11.3086,0.0000,0.0000,0.0728,9,0,608,13549
154,512.0,11.5437,11.4771,0.0000,0.0000,0.0702,8,0,616,13549
155,512.0,12.4238,12.3495,0.0000,0.0000,0.0808,11,0,627,13549
156,512.0,11.3095,11.2398,0.0000,0.0000,0.0771,8,0,635,13549
157,512.0,10.9532,10.8812,0.0000,0.0000,0.0786,7,0,642,13549
158,512.0,11.7408,11.6621,0.0000,0.0000,0.0770,8,0,650,13549
159,512.0,10.9401,10.8664,0.0000,0.0000,0.0778,8,0,658,13549
160,512.0,11.3970,11.3264,0.0000,0.0000,0.0804,9,0,667,13549
161,512.0,11.3561,11.2893,0.0000,0.0000,0.0728,8,0,675,13549
162,512.0,11.9045,11.8188,0.0000,0.0000,0.0812,10,0,685,13549
163,512.0,11.3128,11.2332,0.0000,0.0000,0.0838,8,0,693,13549
164,512.0,10.9978,10.9323,0.0000,0.0000,0.0733,7,0,700,13549
165,512.0,12.3891,12.3223,0.0000,0.0000,0.0757,8,0,708,13549
166,512.0,11.4291,11.3616,0.0000,0.0000,0.0766,8,0,716,13549
167,512.0,12.2840,12.2167,0.0000,0.0000,0.0765,9,0,725,13549
168,512.0,11.2098,11.1441,0.0000,0.0000,0.0744,9,0,734,13549
169,512.0,11.0730,11.0197,0.0000,0.0000,0.0681,8,0,742,13549
170,512.0,10.7631,10.6958,0.0000,0.0000,0.0761,8,0,750,13549
171,512.0,10.9151,10.8455,0.0000,0.0000,0.0801,8,0,758,13549
172,512.0,11.7328,11.6579,0.0000,0.0000,0.0717,9,0,767,13549
173,512.0,11.3776,11.3131,0.0000,0.0000,0.0750,10,0,777,13549
174,512.0,11.3131,11.2514,0.0000,0.0000,0.0710,8,0,785,13549
175,512.0,10.7187,10.6568,0.0000,0.0000,0.0704,7,0,792,13549
176,512.0,10.9104,10.8501,0.0000,0.0000,0.0680,8,0,800,13549
177,512.0,11.2618,11.1987,0.0000,0.0000,0.0730,7,0,807,13549
178,512.0,11.6186,11.5580,0.0000,0.0000,0.0713,9,0,816,13549
179,512.0,11.3490,11.2888,0.0000,0.0000,0.0703,9,0,825,13549
180,512.0,11.7532,11.6878,0.0000,0.0000,0.0754,9,0,834,13549
181,512.0,11.4095,11.3534,0.0000,0.0000,0.0688,9,0,843,13549
182,512.0,11.0002,10.9371,0.0000,0.0000,0.0757,9,0,852,13549
183,512.0,10.7749,10.6957,0.0000,0.0000,0.0729,9,0,861,13549
184,512.0,11.5321,11.4659,0.0000,0.0000,0.0692,9,0,870,13549
185,512.0,11.5819,11.5170,0.0000,0.0000,0.0680,9,0,879,13549
186,512.0,10.7434,10.6831,0.0000,0.0000,0.0723,9,0,888,13549
187,512.0,11.2623,11.2061,0.0000,0.0000,0.0673,9,0,897,13549
188,512.0,11.0767,11.0227,0.0000,0.0000,0.0641,8,0,905,13549
