stage,bearing,phase,distance_m,x,y,mode,resident_cells,resident_packages,frame_ms,pending_packages,workers_idle,column_queue,pending_kind
mw8,north,1,0.0,128.500,128.500,settle_origin,797,1088,1.0224,1513,0,0,0
mw8,north,1,0.0,128.500,128.500,settle_origin,797,2358,1.6814,243,0,0,0
mw8,north,3,1.0,128.500,129.500,walk,830,2601,0.5537,0,1,0,0
mw8,north,3,2.0,128.500,130.500,walk,863,2601,0.7492,0,1,0,0
mw8,north,3,3.0,128.500,131.500,walk,896,2601,0.5268,0,1,0,0
mw8,north,3,4.0,128.500,132.500,walk,929,2601,0.5014,0,1,0,0
mw8,north,3,5.0,128.500,133.500,walk,947,2601,0.5037,0,1,0,0
mw8,north,3,6.0,128.500,134.500,walk,957,2601,0.5063,0,1,0,0
mw8,north,3,7.0,128.500,135.500,walk,963,2601,0.5161,0,1,0,0
mw8,north,3,8.0,128.500,136.500,walk,967,2601,0.5137,51,1,0,0
mw8,north,3,9.0,128.500,137.500,walk,969,2577,3.9365,24,0,0,0
mw8,north,3,10.0,128.500,138.500,walk,971,2601,3.2244,0,0,0,0
mw8,north,3,11.0,128.500,139.500,walk,973,2601,0.6014,0,0,0,0
mw8,north,3,12.0,128.500,140.500,walk,975,2601,0.5484,0,0,0,0
mw8,north,3,13.0,128.500,141.500,walk,975,2601,0.5735,0,0,0,0
mw8,north,3,14.0,128.500,142.500,walk,975,2601,0.6837,0,0,0,0
mw8,north,3,15.0,128.500,143.500,walk,975,2601,0.6208,0,0,0,0
mw8,north,3,16.0,128.500,144.500,walk,975,2601,0.6122,51,0,0,0
mw8,north,3,17.0,128.500,145.500,walk,975,2576,3.7635,25,0,0,0
mw8,north,3,18.0,128.500,146.500,walk,975,2601,3.0933,0,0,0,0
mw8,north,3,19.0,128.500,147.500,walk,975,2601,0.6511,0,0,0,0
mw8,north,3,20.0,128.500,148.500,walk,975,2601,0.6323,0,0,0,0
mw8,north,3,21.0,128.500,149.500,walk,975,2601,0.6498,0,0,0,0
mw8,north,3,22.0,128.500,150.500,walk,975,2601,0.6035,0,0,0,0
mw8,north,3,23.0,128.500,151.500,walk,975,2601,0.5944,0,0,0,0
mw8,north,3,24.0,128.500,152.500,walk,975,2601,1.0702,51,0,0,0
mw8,north,3,25.0,128.500,153.500,walk,975,2577,3.8337,24,0,0,0
mw8,north,3,26.0,128.500,154.500,walk,975,2601,2.9986,0,0,0,0
mw8,north,3,27.0,128.500,155.500,walk,975,2601,0.6264,0,0,0,0
mw8,north,3,28.0,128.500,156.500,walk,975,2601,0.5583,0,0,0,0
mw8,north,3,29.0,128.500,157.500,walk,975,2601,0.5469,0,0,0,0
