phase,elapsed_s,distance_m,x,y,mode,frame_ms,primary,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,live_package_bytes,live_mesh_bytes,live_collision_bytes,live_gl_resources,retirement_queue_bytes,worker_result_bytes,cache_entries,packages_created,packages_retired,pkg_create,pkg_retire,worker_batch,collision,mesh,gl_create,gl_delete,alloc_delta,finish_ms,swap_ms,retire_ms,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
travel,0.029,0.7,128.994,128.994,fly,0.709,ok,2601,0,0,192.00,229535744,303398912,114090264,95883264,18123768,2601,0,22132800,797,0,0,0,0,0,0,0,0,0,0,0.372,0.010,0.000,0,0,0,0,0,0,0
travel,0.059,1.4,129.506,129.506,fly,0.724,ok,2601,0,0,192.00,229539840,303398912,114090264,95883264,18123768,2601,0,22132800,842,0,0,0,0,0,0,0,0,0,0,0.368,0.010,0.000,0,0,0,0,0,0,0
travel,0.089,2.1,130.017,130.017,fly,0.762,ok,2601,0,0,192.00,229539840,303398912,114090264,95883264,18123768,2601,0,22132800,887,0,0,0,0,0,0,0,0,0,0,0.394,0.011,0.000,0,0,0,0,0,0,0
travel,0.120,2.9,130.528,130.528,fly,0.797,ok,2601,0,0,192.00,229539840,303398912,114090264,95883264,18123768,2601,0,22132800,887,0,0,0,0,0,0,0,0,0,0,0.378,0.014,0.000,0,0,0,0,0,0,0
travel,0.150,3.6,131.038,131.038,fly,0.710,ok,2601,0,0,192.00,229539840,303398912,114090264,95883264,18123768,2601,0,22132800,932,0,0,0,0,0,0,0,0,0,0,0.381,0.010,0.000,0,0,0,0,0,0,0
travel,0.180,4.3,131.547,131.547,fly,1.141,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,932,0,0,0,0,0,0,0,0,0,0,0.791,0.021,0.000,0,0,0,0,0,0,0
travel,0.210,5.0,132.062,132.062,fly,0.733,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,950,0,0,0,0,0,0,0,0,0,0,0.383,0.021,0.000,0,0,0,0,0,0,0
travel,0.240,5.8,132.571,132.571,fly,0.699,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,950,0,0,0,0,0,0,0,0,0,0,0.366,0.010,0.000,0,0,0,0,0,0,0
travel,0.270,6.5,133.080,133.080,fly,0.793,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,956,0,0,0,0,0,0,0,0,0,0,0.390,0.020,0.000,0,0,0,0,0,0,0
travel,0.300,7.2,133.593,133.593,fly,0.700,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,956,0,0,0,0,0,0,0,0,0,0,0.369,0.010,0.000,0,0,0,0,0,0,0
travel,0.330,7.9,134.102,134.102,fly,0.697,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.366,0.010,0.000,0,0,0,0,0,0,0
travel,0.360,8.6,134.611,134.611,fly,0.932,ok,2601,0,0,192.00,229548032,303398912,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.496,0.021,0.000,0,0,0,0,0,0,0
travel,0.390,9.4,135.120,135.120,fly,0.712,ok,2601,0,0,192.00,229552128,303398912,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.377,0.010,0.000,0,0,0,0,0,0,0
travel,0.420,10.1,135.631,135.631,fly,0.710,ok,2601,0,0,192.00,229552128,303398912,114090264,95883264,18123768,2601,0,22132800,958,0,0,0,0,0,0,0,0,0,0,0.379,0.010,0.000,0,0,0,0,0,0,0
travel,0.460,11.0,136.304,136.304,fly,0.724,ok,2601,0,0,192.00,227479552,302784512,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.385,0.010,0.000,0,0,0,101,101,0,0
travel,0.490,11.8,136.817,136.817,fly,0.825,ok,2601,0,0,192.00,227479552,302784512,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.410,0.020,0.000,0,0,0,101,101,0,0
travel,0.520,12.5,137.328,137.328,fly,0.713,ok,2601,0,0,192.00,227483648,302784512,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.373,0.010,0.000,0,0,0,101,101,0,0
travel,0.550,13.2,137.837,137.837,fly,0.713,ok,2601,0,0,192.00,227483648,302784512,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.382,0.010,0.000,0,0,0,101,101,0,0
travel,0.580,13.9,138.350,138.350,fly,0.704,ok,2601,0,0,192.00,227483648,302784512,114090264,95883264,18123768,2702,3724880,22147136,958,101,101,0,0,0,0,0,0,0,0,0.369,0.010,0.000,0,0,0,101,101,0,0
