frame,elapsed_s,x,y,frame_ms,cpu_ms,draw_ms,finish_ms,present_ms,terrain_ms,complete_radius_m,pending_packages
92,0.077715,2.000,-11.611,0.781500,0.747200,0.129300,0.583500,0.596600,0.000000,192.000,0
93,0.078506,2.000,-11.607,0.791700,0.756200,0.138200,0.583300,0.595900,0.000200,192.000,0
94,0.079293,2.000,-11.603,0.786500,0.750600,0.132900,0.583200,0.596300,0.000000,192.000,0
95,0.080070,2.000,-11.599,0.777100,0.740600,0.126200,0.579000,0.591600,0.000000,192.000,0
96,0.080911,2.000,-11.595,0.841300,0.801100,0.125400,0.630300,0.653200,0.000000,192.000,0
97,0.081889,2.000,-11.591,0.978000,0.938800,0.177200,0.714800,0.737600,0.000000,192.000,0
98,0.082784,2.000,-11.586,0.895200,0.858400,0.163700,0.657400,0.671400,0.000000,192.000,0
99,0.083595,2.000,-11.582,0.810200,0.774000,0.150200,0.589100,0.602500,0.000000,192.000,0
100,0.084392,2.000,-11.578,0.797200,0.761000,0.132500,0.594300,0.607200,0.000000,192.000,0
101,0.085310,2.000,-11.574,0.918400,0.875700,0.141900,0.696400,0.711800,0.000100,192.000,0
102,0.086217,2.000,-11.569,0.906700,0.867400,0.125100,0.707300,0.720100,0.000000,192.000,0
103,0.087102,2.000,-11.564,0.885300,0.849700,0.151100,0.663800,0.676800,0.000000,192.000,0
104,0.088159,2.000,-11.560,1.057100,0.988300,0.155600,0.788500,0.810800,0.000000,192.000,0
105,0.089080,2.000,-11.555,0.921000,0.856400,0.172600,0.639200,0.655800,0.000100,192.000,0
106,0.089975,2.000,-11.550,0.894700,0.839800,0.170300,0.629800,0.646300,0.000000,192.000,0
107,0.090995,2.000,-11.546,1.019900,0.977100,0.131600,0.716600,0.822600,0.000000,192.000,0
108,0.091867,2.000,-11.540,0.872500,0.829800,0.154900,0.630300,0.650800,0.000100,192.000,0
109,0.092693,2.000,-11.536,0.825600,0.788200,0.145200,0.606200,0.620800,0.000000,192.000,0
110,0.093475,2.000,-11.532,0.782300,0.746100,0.129200,0.582200,0.595500,0.000000,192.000,0
111,0.094320,2.000,-11.528,0.844600,0.807500,0.160200,0.605800,0.625700,0.000000,192.000,0
112,0.095163,2.000,-11.524,0.842900,0.801800,0.138200,0.621300,0.641800,0.000000,192.000,0
113,0.095987,2.000,-11.520,0.824600,0.787700,0.152200,0.599600,0.613800,0.000100,192.000,0
114,0.096786,2.000,-11.516,0.798800,0.762900,0.128200,0.599800,0.613100,0.000000,192.000,0
115,0.097704,2.000,-11.512,0.918200,0.880400,0.124500,0.711300,0.734300,0.000000,192.000,0
116,0.098779,2.000,-11.507,1.074400,1.034800,0.161600,0.826900,0.849800,0.000100,192.000,0
117,0.099808,2.000,-11.502,1.029500,0.971400,0.163700,0.759400,0.783700,0.000000,192.000,0
118,0.100772,2.000,-11.496,0.963700,0.900300,0.178800,0.673000,0.694100,0.000000,192.000,0
119,0.101642,2.000,-11.492,0.870400,0.827200,0.160200,0.627200,0.643600,0.000000,192.000,0
120,0.102514,2.000,-11.487,0.871100,0.830000,0.153500,0.626800,0.644100,0.000000,192.000,0
121,0.103714,2.000,-11.483,1.200100,1.157100,0.230400,0.879200,0.904600,0.000000,192.000,0
122,0.104701,2.000,-11.477,0.987500,0.901500,0.183500,0.659500,0.695300,0.000000,192.000,0
123,0.105537,2.000,-11.472,0.835600,0.788300,0.154000,0.592800,0.608000,0.000000,192.000,0
124,0.106396,2.000,-11.468,0.859700,0.819500,0.157400,0.619600,0.639700,0.000000,192.000,0
125,0.107297,2.000,-11.464,0.900900,0.861600,0.171900,0.647400,0.667100,0.000100,192.000,0
126,0.108125,2.000,-11.459,0.827600,0.789300,0.141900,0.610400,0.625300,0.000100,192.000,0
127,0.108908,2.000,-11.455,0.783200,0.747300,0.129100,0.583500,0.596600,0.000100,192.000,0
128,0.109688,2.000,-11.451,0.779800,0.745100,0.125600,0.585000,0.598000,0.000100,192.000,0
129,0.110464,2.000,-11.447,0.775900,0.740000,0.125400,0.579900,0.593000,0.000000,192.000,0
130,0.111236,2.000,-11.443,0.772100,0.736500,0.123000,0.578500,0.591900,0.000000,192.000,0
131,0.112024,2.000,-11.439,0.788500,0.736200,0.125300,0.576100,0.589200,0.000100,192.000,0
132,0.112801,2.000,-11.435,0.776500,0.740800,0.117700,0.582700,0.596700,0.000000,192.000,0
133,0.113582,2.000,-11.431,0.780800,0.743900,0.125200,0.583300,0.596700,0.000100,192.000,0
134,0.114807,2.000,-11.428,1.224900,1.185000,0.122600,1.012000,1.040800,0.000000,192.000,0
135,0.115799,2.000,-11.421,0.992300,0.938200,0.136700,0.749900,0.773600,0.000100,192.000,0
136,0.116670,2.000,-11.416,0.871000,0.819600,0.162900,0.613000,0.628400,0.000000,192.000,0
137,0.117504,2.000,-11.412,0.834500,0.794000,0.141400,0.615400,0.629400,0.000000,192.000,0
138,0.118504,2.000,-11.408,0.999700,0.957500,0.129900,0.648800,0.805600,0.000100,192.000,0
139,0.119493,2.000,-11.403,0.988400,0.945100,0.166100,0.733300,0.754800,0.000000,192.000,0
140,0.120451,2.000,-11.398,0.958200,0.908200,0.180100,0.681900,0.702100,0.000000,192.000,0
141,0.121370,2.000,-11.393,0.919200,0.875000,0.156200,0.668700,0.694900,0.000000,192.000,0
142,0.122243,2.000,-11.389,0.872700,0.830200,0.172700,0.605800,0.634500,0.000000,192.000,0
143,0.123082,2.000,-11.384,0.838900,0.800100,0.172700,0.580800,0.605200,0.000000,192.000,0
144,0.124142,2.000,-11.380,1.060700,1.002200,0.154000,0.799100,0.814700,0.000000,192.000,0
145,0.125016,2.000,-11.375,0.874100,0.830000,0.154800,0.624300,0.647600,0.000000,192.000,0
146,0.126072,2.000,-11.370,1.055500,1.013400,0.165900,0.798900,0.819900,0.000100,192.000,0
147,0.127083,2.000,-11.365,1.011500,0.938400,0.130400,0.771100,0.785100,0.000100,192.000,0
148,0.128049,2.000,-11.360,0.965700,0.919900,0.111900,0.781100,0.791700,0.000000,192.000,0
149,0.129018,2.000,-11.355,0.969100,0.946100,0.105900,0.795500,0.805700,0.000000,192.000,0
150,0.129988,2.000,-11.350,0.969500,0.945800,0.102400,0.797500,0.809200,0.000000,192.000,0
151,0.131165,2.000,-11.346,1.177000,1.146200,0.101500,0.979100,1.002000,0.000000,192.000,0
152,0.132260,2.000,-11.340,1.095500,1.058800,0.146900,0.825300,0.840000,0.000000,192.000,0
