TransactionId,Fixture,DepositClass,LooseMatterId,DepositionalBodyId,MaterialId,Material,Grams,SourceCell,OccupiedRegion,CauseWaterBodyId,Force,Resistance,Deposited,Remobilized,IdentityPreserved,HostSolidsUnchanged,Packing,Compaction,Support,TerrainSolidsBefore,TerrainSolidsAfter,LooseBefore,LooseAfter,DepositionalBefore,DepositionalAfter,WaterBefore,WaterAfter,HeldBefore,HeldAfter,SourceTerrainRev,DestTerrainRev,WaterRev,DepositionRev,CellsVisited,BodiesExamined,RefusedStale,RefusedInvalid,DestinationUnavailable,WeldedToHost,Lithified,RoutedThrough16C,Compacted,BankCollapse
6122f24f17e4f797,forcing_above_deposition_threshold,forcing_above_threshold,c0a04368b118f347,0000000000000000,10df5aebf51f8b90,sandstone,80,289,289,0000000000000000,800,200,0,0,1,1,loose_sediment,0,unsupported,353566960349,353566960349,80,80,0,0,466363002,466363002,1000000054337,1000000054337,5,5,11,0,5,0,0,0,0,0,0,0,0,0
1ad8fa03a506d5c5,settled_sandstone_riverbed_deposit,settled_riverbed_deposit,c0a04368b118f347,1ad8fa03a506d5c5,10df5aebf51f8b90,sandstone,80,289,289,0000000000000000,0,200,1,0,1,1,loose_sediment,0,supported,353566960349,353566960349,80,0,0,80,466363002,466363002,1000000054337,1000000054337,5,5,11,0,5,0,0,0,0,0,0,0,0,0
