frame,distance_m,mode,cpu_ms,simulation_ms,residency_ms,generation_ms,hf_build_ms,hf_retire_ms,draw_ms,present_ms,resident_packages,resident_cells,far_field_ms,far_prefetch_ms,far_tiles_built,packages_built
192,192.0,free_fly,6.8055,0.0000,0.0000,0.0000,0.0000,0.0000,6.7934,0.0116,361,13549,0.0000,6.7709,0,0
193,192.0,free_fly,6.8301,0.0000,0.0000,0.0000,0.0000,0.0000,6.8074,0.0221,361,13549,0.0000,6.7831,0,0
194,192.0,free_fly,6.8019,0.0001,0.0000,0.0000,0.0000,0.0000,6.7889,0.0119,361,13549,0.0000,6.7648,0,0
195,192.0,free_fly,6.8317,0.0000,0.0000,0.0000,0.0000,0.0000,6.8004,0.0224,361,13549,0.0000,6.7748,0,0
196,192.0,free_fly,7.0402,0.0000,0.0000,0.0000,0.0000,0.0000,7.0095,0.0220,361,13549,0.0000,6.9834,0,0
197,192.0,free_fly,6.8621,0.0000,0.0000,0.0000,0.0000,0.0000,6.8388,0.0220,361,13549,0.0000,6.8066,0,0
198,192.0,free_fly,6.8545,0.0000,0.0000,0.0000,0.0000,0.0001,6.8321,0.0211,361,13549,0.0000,6.8050,0,0
199,192.0,free_fly,6.8002,0.0001,0.0000,0.0000,0.0000,0.0000,6.7865,0.0124,361,13549,0.0000,6.7618,0,0
200,192.0,free_fly,6.8860,0.0000,0.0000,0.0000,0.0000,0.0000,6.8647,0.0208,361,13549,0.0000,6.8405,0,0
201,192.0,free_fly,7.2974,0.0000,0.0000,0.0000,0.0000,0.0000,7.2755,0.0207,361,13549,0.0000,7.2492,0,0
202,192.0,free_fly,6.8359,0.0000,0.0000,0.0000,0.0000,0.0000,6.8124,0.0223,361,13549,0.0000,6.7871,0,0
