frame,distance_m,cpu_ms,live_ms,far_field_ms,lookahead_ms,draw_ms,packages_built,far_tiles_built,resident_packages,resident_cells
88,348.0,6.0627,4.8292,0.0000,0.0000,0.4381,4,0,9668,13549
89,352.0,125.5805,124.4349,0.0000,0.0000,0.6848,94,0,9663,13549
90,356.0,7.6595,6.2393,0.0000,0.0000,0.4460,4,0,9667,13549
91,360.0,125.5704,124.4369,0.0000,0.0000,0.5497,94,0,9662,13549
92,364.0,7.6358,6.4708,0.0000,0.0000,0.4305,4,0,9666,13549
93,368.0,149.1431,147.7759,0.0000,0.0000,0.7277,94,0,9661,13549
94,372.0,7.2550,5.8770,0.0000,0.0000,0.4455,4,0,9665,13549
95,376.0,127.6213,126.4639,0.0000,0.0000,0.5821,94,0,9660,13549
96,380.0,7.1630,6.0162,0.0000,0.0000,0.4445,4,0,9664,13549
97,384.0,124.4157,123.2684,0.0000,0.0000,0.6319,94,0,9659,13549
98,388.0,6.8559,5.5989,0.0000,0.0000,0.4407,4,0,9663,13549
99,392.0,122.7153,121.5297,0.0000,0.0000,0.5956,94,0,9658,13549
100,396.0,5.2061,4.0071,0.0000,0.0000,0.4305,4,0,9662,13549
101,400.0,123.4704,122.3116,0.0000,0.0000,0.5742,94,0,9657,13549
102,404.0,5.0650,3.8529,0.0000,0.0000,0.4751,4,0,9661,13549
103,408.0,127.5685,126.3448,0.0000,0.0000,0.8699,94,0,9656,13549
104,412.0,6.1223,4.6610,0.0000,0.0000,0.4683,4,0,9660,13549
105,416.0,124.5894,123.3931,0.0000,0.0000,0.6423,94,0,9655,13549
106,420.0,7.6987,6.4513,0.0000,0.0000,0.4643,4,0,9659,13549
107,424.0,124.6828,123.4989,0.0000,0.0000,0.6288,94,0,9654,13549
108,428.0,7.5040,6.2727,0.0000,0.0000,0.4624,4,0,9658,13549
109,432.0,123.5892,122.4146,0.0000,0.0000,0.5940,94,0,9653,13549
110,436.0,7.4405,6.3024,0.0000,0.0000,0.4559,4,0,9657,13549
111,440.0,122.9868,121.8250,0.0000,0.0000,0.6430,94,0,9652,13549
112,444.0,7.4478,6.1928,0.0000,0.0000,0.4448,4,0,9656,13549
113,448.0,122.5777,121.4147,0.0000,0.0000,0.5962,94,0,9651,13549
114,452.0,6.4960,5.3784,0.0000,0.0000,0.4269,4,0,9655,13549
115,456.0,123.5069,122.3787,0.0000,0.0000,0.6077,94,0,9650,13549
116,460.0,5.8363,4.5533,0.0000,0.0000,0.5055,4,0,9654,13549
117,464.0,122.1891,121.0308,0.0000,0.0000,0.6398,94,0,9649,13549
118,468.0,6.5225,5.2783,0.0000,0.0000,0.4558,4,0,9653,13549
119,472.0,124.2500,123.0057,0.0000,0.0000,0.9230,94,0,9648,13549
120,476.0,8.2695,6.8122,0.0000,0.0000,0.4702,4,0,9652,13549
121,480.0,124.3163,122.9409,0.0000,0.0000,0.6459,94,0,9647,13549
122,484.0,8.0541,6.8211,0.0000,0.0000,0.4432,4,0,9651,13549
123,488.0,127.0577,125.8496,0.0000,0.0000,0.6872,94,0,9646,13549
124,492.0,8.1513,6.9065,0.0000,0.0000,0.4586,4,0,9650,13549
125,496.0,123.6483,122.4292,0.0000,0.0000,0.5740,94,0,9645,13549
126,500.0,7.4631,6.3153,0.0000,0.0000,0.4470,4,0,9649,13549
127,504.0,123.0117,121.8147,0.0000,0.0000,0.6523,94,0,9644,13549
128,508.0,6.4014,5.2087,0.0000,0.0000,0.4421,4,0,9648,13549
129,512.0,122.9659,121.7695,0.0000,0.0000,0.7587,94,0,9643,13549
130,512.0,6.4304,6.2496,0.0000,0.0000,0.4568,4,0,9647,13549
131,512.0,5.3440,5.1869,0.0000,0.0000,0.4600,4,0,9651,13549
132,512.0,6.4101,6.2466,0.0000,0.0000,0.4280,4,0,9655,13549
133,512.0,6.2106,6.0440,0.0000,0.0000,0.4377,4,0,9659,13549
134,512.0,5.2813,5.1277,0.0000,0.0000,0.4298,4,0,9663,13549
135,512.0,5.3190,5.1530,0.0000,0.0000,0.4431,4,0,9667,13549
136,512.0,7.0364,6.8825,0.0000,0.0000,0.4297,4,0,9671,13549
137,512.0,6.1710,6.0024,0.0000,0.0000,0.4479,4,0,9675,13549
138,512.0,5.2999,5.1294,0.0000,0.0000,0.4490,4,0,9679,13549
139,512.0,6.0730,5.9170,0.0000,0.0000,0.4473,4,0,9683,13549
140,512.0,6.0513,5.8989,0.0000,0.0000,0.4383,4,0,9687,13549
141,512.0,8.2076,8.0434,0.0000,0.0000,0.4355,4,0,9691,13549
142,512.0,5.5154,5.3624,0.0000,0.0000,0.4335,4,0,9695,13549
143,512.0,5.8242,5.6585,0.0000,0.0000,0.4446,4,0,9699,13549
144,512.0,6.3883,6.2165,0.0000,0.0000,0.4493,4,0,9703,13549
145,512.0,6.6772,6.5119,0.0000,0.0000,0.4472,4,0,9707,13549
146,512.0,6.4666,6.3026,0.0000,0.0000,0.4374,4,0,9711,13549
147,512.0,5.0315,4.8789,0.0000,0.0000,0.4428,4,0,9715,13549
148,512.0,6.7356,6.5747,0.0000,0.0000,0.4327,4,0,9719,13549
149,512.0,6.0784,5.9115,0.0000,0.0000,0.4450,4,0,9723,13549
150,512.0,5.5022,5.3513,0.0000,0.0000,0.4242,4,0,9727,13549
151,512.0,5.4228,5.2239,0.0000,0.0000,0.4814,4,0,9731,13549
152,512.0,5.4633,5.2996,0.0000,0.0000,0.4472,4,0,9735,13549
153,512.0,5.6483,5.4952,0.0000,0.0000,0.4358,4,0,9739,13549
154,512.0,5.4583,5.2975,0.0000,0.0000,0.4417,4,0,9743,13549
155,512.0,5.3839,5.2317,0.0000,0.0000,0.4369,4,0,9747,13549
156,512.0,6.1955,5.9733,0.0000,0.0000,0.5045,4,0,9751,13549
157,512.0,4.8025,4.6384,0.0000,0.0000,0.4459,4,0,9755,13549
158,512.0,6.7277,6.5621,0.0000,0.0000,0.4531,4,0,9759,13549
159,512.0,6.9615,6.8012,0.0000,0.0000,0.4288,4,0,9763,13549
160,512.0,7.0858,6.9150,0.0000,0.0000,0.4662,4,0,9767,13549
161,512.0,5.6330,5.4789,0.0000,0.0000,0.4398,4,0,9771,13549
162,512.0,6.4431,6.2798,0.0000,0.0000,0.4405,4,0,9775,13549
163,512.0,5.7648,5.5981,0.0000,0.0000,0.4539,4,0,9779,13549
164,512.0,5.8127,5.6416,0.0000,0.0000,0.4618,4,0,9783,13549
165,512.0,6.2186,6.0492,0.0000,0.0000,0.4600,4,0,9787,13549
166,512.0,5.7435,5.5768,0.0000,0.0000,0.4524,4,0,9791,13549
167,512.0,6.9224,6.7533,0.0000,0.0000,0.4613,4,0,9795,13549
168,512.0,4.7074,4.5395,0.0000,0.0000,0.4495,4,0,9799,13549
169,512.0,3.4034,3.2434,0.0000,0.0000,0.4368,2,0,9801,13549
170,512.0,1.4341,0.2519,0.0000,0.0000,0.3827,0,0,9801,13549
171,512.0,1.4881,0.2650,0.0000,0.0000,0.3955,0,0,9801,13549
172,512.0,1.5996,0.2547,0.0000,0.0000,0.3852,0,0,9801,13549
173,512.0,1.4846,0.2597,0.0000,0.0000,0.3950,0,0,9801,13549
174,512.0,1.4554,0.2601,0.0000,0.0000,0.3939,0,0,9801,13549
175,512.0,1.4663,0.2838,0.0000,0.0000,0.4158,0,0,9801,13549
176,512.0,1.4751,0.2531,0.0000,0.0000,0.3841,0,0,9801,13549
177,512.0,1.6299,0.2559,0.0000,0.0000,0.3872,0,0,9801,13549
178,512.0,1.4624,0.5084,0.0000,0.0000,0.7706,0,0,9801,13549
179,512.0,1.5123,0.2948,0.0000,0.0000,0.4334,0,0,9801,13549
180,512.0,1.4525,0.2634,0.0000,0.0000,0.3974,0,0,9801,13549
181,512.0,1.4108,0.2651,0.0000,0.0000,0.3984,0,0,9801,13549
182,512.0,1.4165,0.2587,0.0000,0.0000,0.3918,0,0,9801,13549
183,512.0,1.5282,0.2911,0.0000,0.0000,0.4852,0,0,9801,13549
184,512.0,1.4313,0.2660,0.0000,0.0000,0.4024,0,0,9801,13549
185,512.0,1.4368,0.2751,0.0000,0.0000,0.4123,0,0,9801,13549
186,512.0,1.4307,0.2584,0.0000,0.0000,0.3918,0,0,9801,13549
187,512.0,1.4032,0.2579,0.0000,0.0000,0.3936,0,0,9801,13549
188,512.0,1.4071,0.2584,0.0000,0.0000,0.3911,0,0,9801,13549
