stage,bearing,phase,distance_m,x,y,mode,resident_cells,resident_packages,frame_ms
stage0,north,3,1.0,128.500,129.500,walk,12982,2601,0.5873
stage0,north,3,2.0,128.500,130.500,walk,13111,2601,1.1978
stage0,north,3,3.0,128.500,131.500,walk,13240,2601,0.7234
stage0,north,3,4.0,128.500,132.500,walk,13369,2601,0.7237
stage0,north,3,5.0,128.500,133.500,walk,13441,2601,0.7451
stage0,north,3,6.0,128.500,134.500,walk,13479,2601,0.7149
stage0,north,3,7.0,128.500,135.500,walk,13505,2601,0.8227
stage0,north,3,8.0,128.500,136.500,walk,13523,2550,0.8042
stage0,north,3,9.0,128.500,137.500,walk,13535,2601,5.1021
stage0,north,3,10.0,128.500,138.500,walk,13545,2601,0.8610
stage0,north,3,11.0,128.500,139.500,walk,13553,2601,0.8019
stage0,north,3,12.0,128.500,140.500,walk,13559,2601,0.7820
stage0,north,3,13.0,128.500,141.500,walk,13563,2601,0.7808
stage0,north,3,14.0,128.500,142.500,walk,13567,2601,0.7312
stage0,north,3,15.0,128.500,143.500,walk,13569,2601,0.7259
stage0,north,3,16.0,128.500,144.500,walk,13571,2550,0.7249
stage0,north,3,17.0,128.500,145.500,walk,13573,2601,4.8977
stage0,north,3,18.0,128.500,146.500,walk,13575,2601,0.8597
stage0,north,3,19.0,128.500,147.500,walk,13577,2601,1.1304
stage0,north,3,20.0,128.500,148.500,walk,13579,2601,0.9155
stage0,north,3,21.0,128.500,149.500,walk,13581,2601,0.9042
stage0,north,3,22.0,128.500,150.500,walk,13583,2601,1.0381
stage0,north,3,23.0,128.500,151.500,walk,13583,2601,0.9593
stage0,north,3,24.0,128.500,152.500,walk,13583,2550,0.8066
stage0,north,3,25.0,128.500,153.500,walk,13583,2601,4.7508
stage0,north,3,26.0,128.500,154.500,walk,13583,2601,0.8525
stage0,north,3,27.0,128.500,155.500,walk,13583,2601,0.7882
stage0,north,3,28.0,128.500,156.500,walk,13583,2601,0.7598
stage0,north,3,29.0,128.500,157.500,walk,13583,2601,0.7550
stage0,north,3,30.0,128.500,158.500,walk,13583,2601,0.7529
stage0,north,3,31.0,128.500,159.500,walk,13583,2601,0.7701
stage0,north,3,32.0,128.500,160.500,walk,13583,2550,0.7550
stage0,north,3,33.0,128.500,161.500,walk,13583,2601,5.2048
stage0,north,3,34.0,128.500,162.500,walk,13583,2601,0.8278
stage0,north,3,35.0,128.500,163.500,walk,13583,2601,0.7648
stage0,north,3,36.0,128.500,164.500,walk,13583,2601,0.7513
stage0,north,3,37.0,128.500,165.500,walk,13583,2601,0.7515
stage0,north,3,38.0,128.500,166.500,walk,13583,2601,0.7497
stage0,north,3,39.0,128.500,167.500,walk,13583,2601,0.7510
stage0,north,3,40.0,128.500,168.500,walk,13583,2550,0.7587
stage0,north,3,41.0,128.500,169.500,walk,13583,2601,4.6761
stage0,north,3,42.0,128.500,170.500,walk,13583,2601,0.8372
stage0,north,3,43.0,128.500,171.500,walk,13583,2601,0.7749
stage0,north,3,44.0,128.500,172.500,walk,13583,2601,0.8241
stage0,north,3,45.0,128.500,173.500,walk,13583,2601,1.0847
stage0,north,3,46.0,128.500,174.500,walk,13583,2601,0.9383
stage0,north,3,47.0,128.500,175.500,walk,13583,2601,0.8311
stage0,north,3,48.0,128.500,176.500,walk,13583,2550,0.7708
stage0,north,3,49.0,128.500,177.500,walk,13583,2601,4.5190
stage0,north,3,50.0,128.500,178.500,walk,13583,2601,0.8173
stage0,north,3,51.0,128.500,179.500,walk,13583,2601,0.7743
stage0,north,3,52.0,128.500,180.500,walk,13583,2601,0.8065
stage0,north,3,53.0,128.500,181.500,walk,13583,2601,0.7724
stage0,north,3,54.0,128.500,182.500,walk,13583,2601,0.7953
stage0,north,3,55.0,128.500,183.500,walk,13583,2601,0.7674
stage0,north,3,56.0,128.500,184.500,walk,13583,2550,0.7744
stage0,north,3,57.0,128.500,185.500,walk,13583,2601,5.4986
stage0,north,3,58.0,128.500,186.500,walk,13583,2601,0.9637
stage0,north,3,59.0,128.500,187.500,walk,13583,2601,0.8030
stage0,north,3,60.0,128.500,188.500,walk,13583,2601,0.8039
stage0,north,3,61.0,128.500,189.500,walk,13583,2601,0.8468
stage0,north,3,62.0,128.500,190.500,walk,13583,2601,0.7946
stage0,north,3,63.0,128.500,191.500,walk,13583,2601,0.7775
stage0,north,3,64.0,128.500,192.500,walk,13583,2550,0.7765
stage0,north,3,66.0,128.500,194.500,sprint,13581,2601,4.4420
stage0,north,3,68.0,128.500,196.500,sprint,13579,2601,0.8452
stage0,north,3,70.0,128.500,198.500,sprint,13577,2601,0.8107
stage0,north,3,72.0,128.500,200.500,sprint,13575,2550,0.8022
stage0,north,3,74.0,128.500,202.500,sprint,13573,2601,4.8404
stage0,north,3,76.0,128.500,204.500,sprint,13571,2601,1.0166
stage0,north,3,78.0,128.500,206.500,sprint,13569,2601,0.8967
stage0,north,3,80.0,128.500,208.500,sprint,13567,2550,0.8554
stage0,north,3,82.0,128.500,210.500,sprint,13565,2601,4.9274
stage0,north,3,84.0,128.500,212.500,sprint,13563,2601,0.8646
stage0,north,3,86.0,128.500,214.500,sprint,13561,2601,0.8184
stage0,north,3,88.0,128.500,216.500,sprint,13561,2550,0.8221
stage0,north,3,90.0,128.500,218.500,sprint,13561,2601,5.1526
stage0,north,3,92.0,128.500,220.500,sprint,13561,2601,0.9781
stage0,north,3,94.0,128.500,222.500,sprint,13561,2601,0.8900
stage0,north,3,96.0,128.500,224.500,sprint,13561,2550,0.8382
stage0,north,3,98.0,128.500,226.500,sprint,13561,2601,4.8945
stage0,north,3,100.0,128.500,228.500,sprint,13561,2601,1.1113
stage0,north,3,102.0,128.500,230.500,sprint,13561,2601,0.8879
stage0,north,3,104.0,128.500,232.500,sprint,13561,2550,0.8631
stage0,north,3,106.0,128.500,234.500,sprint,13561,2601,5.4065
stage0,north,3,108.0,128.500,236.500,sprint,13561,2601,1.1552
stage0,north,3,110.0,128.500,238.500,sprint,13561,2601,0.9579
stage0,north,3,112.0,128.500,240.500,sprint,13561,2550,0.9906
stage0,north,3,114.0,128.500,242.500,sprint,13561,2601,4.6905
stage0,north,3,116.0,128.500,244.500,sprint,13561,2601,0.9090
stage0,north,3,118.0,128.500,246.500,sprint,13561,2601,0.8651
stage0,north,3,120.0,128.500,248.500,sprint,13561,2550,0.8767
stage0,north,3,122.0,128.500,250.500,sprint,13561,2601,5.1582
stage0,north,3,124.0,128.500,252.500,sprint,13561,2601,1.0731
stage0,north,3,126.0,128.500,254.500,sprint,13561,2601,1.0558
stage0,north,3,128.0,128.500,256.500,sprint,13561,2550,0.9464
stage0,north,3,132.0,128.500,260.500,free_fly,13559,2601,4.6628
stage0,north,3,136.0,128.500,264.500,free_fly,13557,2550,0.9518
stage0,north,3,140.0,128.500,268.500,free_fly,13555,2601,5.1796
stage0,north,3,144.0,128.500,272.500,free_fly,13553,2550,0.9946
stage0,north,3,148.0,128.500,276.500,free_fly,13551,2601,4.8227
stage0,north,3,152.0,128.500,280.500,free_fly,13549,2550,1.0849
stage0,north,3,156.0,128.500,284.500,free_fly,13549,2601,4.7419
stage0,north,3,160.0,128.500,288.500,free_fly,13549,2550,0.9706
stage0,north,3,164.0,128.500,292.500,free_fly,13549,2601,5.2850
stage0,north,3,168.0,128.500,296.500,free_fly,13549,2550,0.9864
stage0,north,3,172.0,128.500,300.500,free_fly,13549,2601,5.0636
stage0,north,3,176.0,128.500,304.500,free_fly,13549,2550,1.0051
stage0,north,3,180.0,128.500,308.500,free_fly,13549,2601,5.1438
stage0,north,3,184.0,128.500,312.500,free_fly,13549,2550,1.0877
stage0,north,3,188.0,128.500,316.500,free_fly,13549,2601,4.7918
stage0,north,3,192.0,128.500,320.500,free_fly,13549,2550,1.3983
stage0,north,3,196.0,128.500,324.500,free_fly,13549,2601,4.8629
stage0,north,3,200.0,128.500,328.500,free_fly,13549,2550,1.0184
stage0,north,3,204.0,128.500,332.500,free_fly,13549,2601,4.6952
stage0,north,3,208.0,128.500,336.500,free_fly,13549,2550,1.0216
stage0,north,3,212.0,128.500,340.500,free_fly,13549,2601,5.2458
stage0,north,3,216.0,128.500,344.500,free_fly,13549,2550,1.0576
stage0,north,3,220.0,128.500,348.500,free_fly,13549,2601,4.9983
stage0,north,3,224.0,128.500,352.500,free_fly,13549,2550,1.1799
stage0,north,3,228.0,128.500,356.500,free_fly,13549,2601,4.6691
stage0,north,3,232.0,128.500,360.500,free_fly,13549,2550,1.0013
stage0,north,3,236.0,128.500,364.500,free_fly,13549,2601,5.0469
stage0,north,3,240.0,128.500,368.500,free_fly,13549,2550,1.0275
stage0,north,3,244.0,128.500,372.500,free_fly,13549,2601,5.0968
stage0,north,3,248.0,128.500,376.500,free_fly,13549,2550,1.0722
stage0,north,3,252.0,128.500,380.500,free_fly,13549,2601,4.6962
stage0,north,3,256.0,128.500,384.500,free_fly,13549,2550,1.0538
stage0,north,3,260.0,128.500,388.500,free_fly,13549,2601,5.4643
stage0,north,3,264.0,128.500,392.500,free_fly,13549,2550,1.1667
stage0,north,3,268.0,128.500,396.500,free_fly,13549,2601,4.6907
stage0,north,3,272.0,128.500,400.500,free_fly,13549,2550,1.0102
stage0,north,3,276.0,128.500,404.500,free_fly,13549,2601,4.7328
stage0,north,3,280.0,128.500,408.500,free_fly,13549,2550,1.1826
stage0,north,3,284.0,128.500,412.500,free_fly,13549,2601,5.2207
stage0,north,3,288.0,128.500,416.500,free_fly,13549,2550,1.1223
stage0,north,3,292.0,128.500,420.500,free_fly,13549,2601,4.6577
stage0,north,3,296.0,128.500,424.500,free_fly,13549,2550,1.0475
stage0,north,3,300.0,128.500,428.500,free_fly,13549,2601,5.2579
stage0,north,3,304.0,128.500,432.500,free_fly,13549,2550,1.1817
stage0,north,3,308.0,128.500,436.500,free_fly,13549,2601,4.9923
stage0,north,3,312.0,128.500,440.500,free_fly,13549,2550,1.0771
stage0,north,3,316.0,128.500,444.500,free_fly,13549,2601,4.6784
stage0,north,3,320.0,128.500,448.500,free_fly,13549,2550,1.0587
stage0,north,3,324.0,128.500,452.500,free_fly,13549,2601,5.4421
stage0,north,3,328.0,128.500,456.500,free_fly,13549,2550,1.0985
stage0,north,3,332.0,128.500,460.500,free_fly,13549,2601,4.5833
stage0,north,3,336.0,128.500,464.500,free_fly,13549,2550,1.0925
stage0,north,3,340.0,128.500,468.500,free_fly,13549,2601,4.7263
stage0,north,3,344.0,128.500,472.500,free_fly,13549,2550,1.0658
stage0,north,3,348.0,128.500,476.500,free_fly,13549,2601,5.2527
stage0,north,3,352.0,128.500,480.500,free_fly,13549,2550,1.1434
stage0,north,3,356.0,128.500,484.500,free_fly,13549,2601,4.7074
stage0,north,3,360.0,128.500,488.500,free_fly,13549,2550,1.0690
stage0,north,3,364.0,128.500,492.500,free_fly,13549,2601,4.8306
stage0,north,3,368.0,128.500,496.500,free_fly,13549,2550,1.3567
stage0,north,3,372.0,128.500,500.500,free_fly,13549,2601,4.9859
stage0,north,3,376.0,128.500,504.500,free_fly,13549,2550,1.0773
stage0,north,3,380.0,128.500,508.500,free_fly,13549,2601,4.7239
stage0,north,3,384.0,128.500,512.500,free_fly,13549,2550,1.0976
stage0,north,3,388.0,128.500,516.500,free_fly,13549,2601,5.3057
stage0,north,3,392.0,128.500,520.500,free_fly,13549,2550,1.2577
stage0,north,3,396.0,128.500,524.500,free_fly,13549,2601,4.8115
stage0,north,3,400.0,128.500,528.500,free_fly,13549,2550,1.1202
stage0,north,3,404.0,128.500,532.500,free_fly,13549,2601,4.9990
stage0,north,3,408.0,128.500,536.500,free_fly,13549,2550,1.0926
stage0,north,6,404.0,128.500,532.500,free_fly,13549,2550,1.0681
stage0,north,6,400.0,128.500,528.500,free_fly,13549,2601,5.2522
stage0,north,6,396.0,128.500,524.500,free_fly,13549,2550,1.3842
stage0,north,6,392.0,128.500,520.500,free_fly,13549,2601,4.9227
stage0,north,6,388.0,128.500,516.500,free_fly,13549,2550,1.1061
stage0,north,6,384.0,128.500,512.500,free_fly,13549,2601,4.9179
stage0,north,6,380.0,128.500,508.500,free_fly,13549,2550,1.1041
stage0,north,6,376.0,128.500,504.500,free_fly,13549,2601,5.3131
stage0,north,6,372.0,128.500,500.500,free_fly,13549,2550,1.2182
stage0,north,6,368.0,128.500,496.500,free_fly,13549,2601,5.0431
stage0,north,6,364.0,128.500,492.500,free_fly,13549,2550,1.1415
stage0,north,6,360.0,128.500,488.500,free_fly,13549,2601,4.8245
stage0,north,6,356.0,128.500,484.500,free_fly,13549,2550,1.1097
stage0,north,6,352.0,128.500,480.500,free_fly,13549,2601,5.1894
stage0,north,6,348.0,128.500,476.500,free_fly,13549,2550,1.1231
stage0,north,6,344.0,128.500,472.500,free_fly,13549,2601,5.6236
stage0,north,6,340.0,128.500,468.500,free_fly,13549,2550,1.0920
stage0,north,6,336.0,128.500,464.500,free_fly,13549,2601,4.7533
stage0,north,6,332.0,128.500,460.500,free_fly,13549,2550,1.4499
stage0,north,6,328.0,128.500,456.500,free_fly,13549,2601,5.1184
stage0,north,6,324.0,128.500,452.500,free_fly,13549,2550,1.1287
stage0,north,6,320.0,128.500,448.500,free_fly,13549,2601,4.7731
stage0,north,6,316.0,128.500,444.500,free_fly,13549,2550,1.0967
stage0,north,6,312.0,128.500,440.500,free_fly,13549,2601,5.2918
stage0,north,6,308.0,128.500,436.500,free_fly,13549,2550,1.1092
stage0,north,6,304.0,128.500,432.500,free_fly,13549,2601,5.0562
stage0,north,6,300.0,128.500,428.500,free_fly,13549,2550,1.0826
stage0,north,6,296.0,128.500,424.500,free_fly,13549,2601,4.8006
stage0,north,6,292.0,128.500,420.500,free_fly,13549,2550,1.0946
stage0,north,6,288.0,128.500,416.500,free_fly,13549,2601,5.3703
stage0,north,6,284.0,128.500,412.500,free_fly,13549,2550,1.2894
stage0,north,6,280.0,128.500,408.500,free_fly,13549,2601,4.8852
stage0,north,6,276.0,128.500,404.500,free_fly,13549,2550,1.0975
stage0,north,6,272.0,128.500,400.500,free_fly,13549,2601,4.7691
stage0,north,6,268.0,128.500,396.500,free_fly,13549,2550,1.1811
stage0,north,6,264.0,128.500,392.500,free_fly,13549,2601,5.4699
stage0,north,6,260.0,128.500,388.500,free_fly,13549,2550,1.1004
stage0,north,6,256.0,128.500,384.500,free_fly,13549,2601,4.8223
stage0,north,6,252.0,128.500,380.500,free_fly,13549,2550,1.0952
stage0,north,6,248.0,128.500,376.500,free_fly,13549,2601,5.1817
stage0,north,6,244.0,128.500,372.500,free_fly,13549,2550,1.1292
stage0,north,6,240.0,128.500,368.500,free_fly,13549,2601,5.0673
stage0,north,6,236.0,128.500,364.500,free_fly,13549,2550,1.0930
stage0,north,6,232.0,128.500,360.500,free_fly,13549,2601,4.7553
stage0,north,6,228.0,128.500,356.500,free_fly,13549,2550,1.1103
stage0,north,6,224.0,128.500,352.500,free_fly,13549,2601,5.4907
stage0,north,6,220.0,128.500,348.500,free_fly,13549,2550,1.1541
stage0,north,6,216.0,128.500,344.500,free_fly,13549,2601,4.8354
stage0,north,6,212.0,128.500,340.500,free_fly,13549,2550,1.1191
stage0,north,6,208.0,128.500,336.500,free_fly,13549,2601,5.0099
stage0,north,6,204.0,128.500,332.500,free_fly,13549,2550,1.1382
stage0,north,6,200.0,128.500,328.500,free_fly,13549,2601,5.5146
stage0,north,6,196.0,128.500,324.500,free_fly,13549,2550,1.0995
stage0,north,6,192.0,128.500,320.500,free_fly,13549,2601,4.7508
stage0,north,6,188.0,128.500,316.500,free_fly,13549,2550,1.0642
stage0,north,6,184.0,128.500,312.500,free_fly,13549,2601,5.1043
stage0,north,6,180.0,128.500,308.500,free_fly,13549,2550,1.5462
stage0,north,6,176.0,128.500,304.500,free_fly,13549,2601,4.8880
stage0,north,6,172.0,128.500,300.500,free_fly,13549,2550,1.1051
stage0,north,6,168.0,128.500,296.500,free_fly,13549,2601,4.7549
stage0,north,6,164.0,128.500,292.500,free_fly,13549,2550,1.0760
stage0,north,6,160.0,128.500,288.500,free_fly,13549,2601,5.2583
stage0,north,6,156.0,128.500,284.500,free_fly,13549,2550,1.1434
stage0,north,6,152.0,128.500,280.500,free_fly,13549,2601,4.8841
stage0,north,6,148.0,128.500,276.500,free_fly,13549,2550,1.0966
stage0,north,6,144.0,128.500,272.500,free_fly,13549,2601,4.8177
stage0,north,6,140.0,128.500,268.500,free_fly,13549,2550,1.2450
stage0,north,6,136.0,128.500,264.500,free_fly,13549,2601,5.2972
stage0,north,6,132.0,128.500,260.500,free_fly,13549,2550,1.1198
stage0,north,6,128.0,128.500,256.500,free_fly,13549,2601,4.7635
stage0,north,6,126.0,128.500,254.500,sprint,13551,2550,1.1062
stage0,north,6,124.0,128.500,252.500,sprint,13551,2601,5.0625
stage0,north,6,122.0,128.500,250.500,sprint,13553,2601,1.2359
stage0,north,6,120.0,128.500,248.500,sprint,13553,2601,1.1438
stage0,north,6,118.0,128.500,246.500,sprint,13555,2550,1.0770
stage0,north,6,116.0,128.500,244.500,sprint,13555,2601,5.1643
stage0,north,6,114.0,128.500,242.500,sprint,13557,2601,1.0497
stage0,north,6,112.0,128.500,240.500,sprint,13557,2601,1.0357
stage0,north,6,110.0,128.500,238.500,sprint,13559,2550,1.0414
stage0,north,6,108.0,128.500,236.500,sprint,13559,2601,5.0551
stage0,north,6,106.0,128.500,234.500,sprint,13561,2601,1.2065
stage0,north,6,104.0,128.500,232.500,sprint,13561,2601,1.0815
stage0,north,6,102.0,128.500,230.500,sprint,13561,2550,1.0627
stage0,north,6,100.0,128.500,228.500,sprint,13561,2601,4.6777
stage0,north,6,98.0,128.500,226.500,sprint,13561,2601,1.0436
stage0,north,6,96.0,128.500,224.500,sprint,13561,2601,1.0120
stage0,north,6,94.0,128.500,222.500,sprint,13561,2550,1.1299
stage0,north,6,92.0,128.500,220.500,sprint,13561,2601,4.7793
stage0,north,6,90.0,128.500,218.500,sprint,13561,2601,1.5035
stage0,north,6,88.0,128.500,216.500,sprint,13561,2601,1.1753
stage0,north,6,86.0,128.500,214.500,sprint,13561,2550,1.0992
stage0,north,6,84.0,128.500,212.500,sprint,13561,2601,4.9020
stage0,north,6,82.0,128.500,210.500,sprint,13561,2601,1.0420
stage0,north,6,80.0,128.500,208.500,sprint,13561,2601,1.0830
stage0,north,6,78.0,128.500,206.500,sprint,13561,2550,1.0272
stage0,north,6,76.0,128.500,204.500,sprint,13561,2601,4.6880
stage0,north,6,74.0,128.500,202.500,sprint,13561,2601,1.1223
stage0,north,6,72.0,128.500,200.500,sprint,13561,2601,1.1880
stage0,north,6,70.0,128.500,198.500,sprint,13561,2550,1.0536
stage0,north,6,68.0,128.500,196.500,sprint,13561,2601,4.9896
stage0,north,6,66.0,128.500,194.500,sprint,13561,2601,1.2468
stage0,north,6,64.0,128.500,192.500,sprint,13561,2601,1.0933
stage0,north,6,63.0,128.500,191.500,walk,13561,2550,1.0505
stage0,north,6,62.0,128.500,190.500,walk,13563,2601,4.6649
stage0,north,6,61.0,128.500,189.500,walk,13563,2601,1.0299
stage0,north,6,60.0,128.500,188.500,walk,13565,2601,1.2144
stage0,north,6,59.0,128.500,187.500,walk,13565,2601,1.1386
stage0,north,6,58.0,128.500,186.500,walk,13567,2601,1.0698
stage0,north,6,57.0,128.500,185.500,walk,13567,2601,1.0362
stage0,north,6,56.0,128.500,184.500,walk,13569,2601,1.0484
stage0,north,6,55.0,128.500,183.500,walk,13569,2550,1.0140
stage0,north,6,54.0,128.500,182.500,walk,13571,2601,4.7445
stage0,north,6,53.0,128.500,181.500,walk,13571,2601,1.0340
stage0,north,6,52.0,128.500,180.500,walk,13573,2601,1.0214
stage0,north,6,51.0,128.500,179.500,walk,13573,2601,1.0004
stage0,north,6,50.0,128.500,178.500,walk,13575,2601,1.0085
stage0,north,6,49.0,128.500,177.500,walk,13575,2601,0.9829
stage0,north,6,48.0,128.500,176.500,walk,13577,2601,1.1782
stage0,north,6,47.0,128.500,175.500,walk,13577,2550,1.1682
stage0,north,6,46.0,128.500,174.500,walk,13579,2601,4.8452
stage0,north,6,45.0,128.500,173.500,walk,13579,2601,1.0436
stage0,north,6,44.0,128.500,172.500,walk,13581,2601,1.0047
stage0,north,6,43.0,128.500,171.500,walk,13581,2601,1.0109
stage0,north,6,42.0,128.500,170.500,walk,13583,2601,0.9869
stage0,north,6,41.0,128.500,169.500,walk,13583,2601,0.9905
stage0,north,6,40.0,128.500,168.500,walk,13583,2601,1.0038
stage0,north,6,39.0,128.500,167.500,walk,13583,2550,1.0003
stage0,north,6,38.0,128.500,166.500,walk,13583,2601,4.9477
stage0,north,6,37.0,128.500,165.500,walk,13583,2601,1.0506
stage0,north,6,36.0,128.500,164.500,walk,13583,2601,0.9988
stage0,north,6,35.0,128.500,163.500,walk,13583,2601,1.1510
stage0,north,6,34.0,128.500,162.500,walk,13583,2601,1.1486
stage0,north,6,33.0,128.500,161.500,walk,13583,2601,1.0148
stage0,north,6,32.0,128.500,160.500,walk,13583,2601,0.9880
stage0,north,6,31.0,128.500,159.500,walk,13583,2550,0.9843
stage0,north,6,30.0,128.500,158.500,walk,13583,2601,4.7585
stage0,north,6,29.0,128.500,157.500,walk,13583,2601,1.0308
stage0,north,6,28.0,128.500,156.500,walk,13583,2601,1.0078
stage0,north,6,27.0,128.500,155.500,walk,13583,2601,1.3079
stage0,north,6,26.0,128.500,154.500,walk,13583,2601,1.1743
stage0,north,6,25.0,128.500,153.500,walk,13583,2601,1.0760
stage0,north,6,24.0,128.500,152.500,walk,13583,2601,1.0913
stage0,north,6,23.0,128.500,151.500,walk,13583,2550,1.0294
stage0,north,6,22.0,128.500,150.500,walk,13583,2601,4.7352
stage0,north,6,21.0,128.500,149.500,walk,13583,2601,1.0064
stage0,north,6,20.0,128.500,148.500,walk,13583,2601,0.9867
stage0,north,6,19.0,128.500,147.500,walk,13583,2601,0.9884
stage0,north,6,18.0,128.500,146.500,walk,13583,2601,1.0372
stage0,north,6,17.0,128.500,145.500,walk,13583,2601,1.1233
stage0,north,6,16.0,128.500,144.500,walk,13583,2601,1.0501
stage0,north,6,15.0,128.500,143.500,walk,13583,2550,1.3648
stage0,north,6,14.0,128.500,142.500,walk,13583,2601,4.9077
stage0,north,6,13.0,128.500,141.500,walk,13583,2601,1.0536
stage0,north,6,12.0,128.500,140.500,walk,13583,2601,1.0334
stage0,north,6,11.0,128.500,139.500,walk,13583,2601,0.9910
stage0,north,6,10.0,128.500,138.500,walk,13583,2601,0.9935
stage0,north,6,9.0,128.500,137.500,walk,13583,2601,0.9841
stage0,north,6,8.0,128.500,136.500,walk,13583,2601,1.0019
stage0,north,6,7.0,128.500,135.500,walk,13583,2550,0.9810
stage0,north,6,6.0,128.500,134.500,walk,13583,2601,5.0542
stage0,north,6,5.0,128.500,133.500,walk,13583,2601,1.2786
stage0,north,6,4.0,128.500,132.500,walk,13583,2601,1.0300
stage0,north,6,3.0,128.500,131.500,walk,13583,2601,0.9997
stage0,north,6,2.0,128.500,130.500,walk,13583,2601,0.9854
stage0,north,6,1.0,128.500,129.500,walk,13583,2601,0.9845
stage0,north,6,0.0,128.500,128.500,walk,13583,2601,1.0032
stage0,east,3,1.0,129.500,128.500,walk,12982,2601,0.6230
stage0,east,3,2.0,130.500,128.500,walk,13111,2601,1.3759
stage0,east,3,3.0,131.500,128.500,walk,13240,2601,0.7944
stage0,east,3,4.0,132.500,128.500,walk,13369,2601,0.7266
stage0,east,3,5.0,133.500,128.500,walk,13441,2601,1.1560
stage0,east,3,6.0,134.500,128.500,walk,13479,2601,1.0173
stage0,east,3,7.0,135.500,128.500,walk,13505,2601,0.8134
stage0,east,3,8.0,136.500,128.500,walk,13523,2550,0.8709
stage0,east,3,9.0,137.500,128.500,walk,13535,2601,3.6808
stage0,east,3,10.0,138.500,128.500,walk,13545,2601,0.8260
stage0,east,3,11.0,139.500,128.500,walk,13553,2601,0.8256
stage0,east,3,12.0,140.500,128.500,walk,13559,2601,0.8729
stage0,east,3,13.0,141.500,128.500,walk,13563,2601,0.8455
stage0,east,3,14.0,142.500,128.500,walk,13567,2601,0.7874
stage0,east,3,15.0,143.500,128.500,walk,13569,2601,0.7393
stage0,east,3,16.0,144.500,128.500,walk,13571,2550,0.7686
stage0,east,3,17.0,145.500,128.500,walk,13573,2601,4.0085
stage0,east,3,18.0,146.500,128.500,walk,13575,2601,1.2295
stage0,east,3,19.0,147.500,128.500,walk,13577,2601,1.0383
stage0,east,3,20.0,148.500,128.500,walk,13579,2601,0.8727
stage0,east,3,21.0,149.500,128.500,walk,13581,2601,0.8573
stage0,east,3,22.0,150.500,128.500,walk,13583,2601,0.9468
stage0,east,3,23.0,151.500,128.500,walk,13583,2601,0.8366
stage0,east,3,24.0,152.500,128.500,walk,13583,2550,0.8526
stage0,east,3,25.0,153.500,128.500,walk,13583,2601,3.7542
stage0,east,3,26.0,154.500,128.500,walk,13583,2601,0.8953
stage0,east,3,27.0,155.500,128.500,walk,13583,2601,0.8445
stage0,east,3,28.0,156.500,128.500,walk,13583,2601,0.8830
stage0,east,3,29.0,157.500,128.500,walk,13583,2601,0.8895
stage0,east,3,30.0,158.500,128.500,walk,13583,2601,0.8667
stage0,east,3,31.0,159.500,128.500,walk,13583,2601,0.8528
stage0,east,3,32.0,160.500,128.500,walk,13583,2550,0.9387
stage0,east,3,33.0,161.500,128.500,walk,13583,2601,3.5998
stage0,east,3,34.0,162.500,128.500,walk,13583,2601,0.9488
stage0,east,3,35.0,163.500,128.500,walk,13583,2601,0.8644
stage0,east,3,36.0,164.500,128.500,walk,13583,2601,0.8820
stage0,east,3,37.0,165.500,128.500,walk,13583,2601,0.8516
stage0,east,3,38.0,166.500,128.500,walk,13583,2601,0.8502
stage0,east,3,39.0,167.500,128.500,walk,13583,2601,0.8032
stage0,east,3,40.0,168.500,128.500,walk,13583,2550,0.7938
stage0,east,3,41.0,169.500,128.500,walk,13583,2601,3.4833
stage0,east,3,42.0,170.500,128.500,walk,13583,2601,0.8827
stage0,east,3,43.0,171.500,128.500,walk,13583,2601,0.8379
stage0,east,3,44.0,172.500,128.500,walk,13583,2601,0.8772
stage0,east,3,45.0,173.500,128.500,walk,13583,2601,0.9277
stage0,east,3,46.0,174.500,128.500,walk,13583,2601,1.2362
stage0,east,3,47.0,175.500,128.500,walk,13583,2601,1.1390
stage0,east,3,48.0,176.500,128.500,walk,13583,2550,1.0953
stage0,east,3,49.0,177.500,128.500,walk,13583,2601,3.4994
stage0,east,3,50.0,178.500,128.500,walk,13583,2601,0.9162
stage0,east,3,51.0,179.500,128.500,walk,13583,2601,0.9074
stage0,east,3,52.0,180.500,128.500,walk,13583,2601,0.8398
stage0,east,3,53.0,181.500,128.500,walk,13583,2601,0.9150
stage0,east,3,54.0,182.500,128.500,walk,13583,2601,1.1654
stage0,east,3,55.0,183.500,128.500,walk,13583,2601,0.8951
stage0,east,3,56.0,184.500,128.500,walk,13583,2550,0.9079
stage0,east,3,57.0,185.500,128.500,walk,13583,2601,3.4165
stage0,east,3,58.0,186.500,128.500,walk,13583,2601,1.2230
stage0,east,3,59.0,187.500,128.500,walk,13583,2601,0.9796
stage0,east,3,60.0,188.500,128.500,walk,13583,2601,0.9803
stage0,east,3,61.0,189.500,128.500,walk,13583,2601,0.8967
stage0,east,3,62.0,190.500,128.500,walk,13583,2601,0.9156
stage0,east,3,63.0,191.500,128.500,walk,13583,2601,0.8581
stage0,east,3,64.0,192.500,128.500,walk,13583,2550,0.9192
stage0,east,3,66.0,194.500,128.500,sprint,13581,2601,3.7306
stage0,east,3,68.0,196.500,128.500,sprint,13579,2601,1.0911
stage0,east,3,70.0,198.500,128.500,sprint,13577,2601,0.9335
stage0,east,3,72.0,200.500,128.500,sprint,13575,2550,0.9127
