stage,bearing,phase,distance_m,x,y,mode,resident_cells,resident_packages,frame_ms
stage6,east,6,108.0,236.500,128.500,sprint,13559,2601,4.8966
stage6,east,6,106.0,234.500,128.500,sprint,13561,2601,1.6000
stage6,east,6,104.0,232.500,128.500,sprint,13561,2601,1.5537
stage6,east,6,102.0,230.500,128.500,sprint,13561,2550,1.2758
stage6,east,6,100.0,228.500,128.500,sprint,13561,2601,5.4036
stage6,east,6,98.0,226.500,128.500,sprint,13561,2601,1.6022
stage6,east,6,96.0,224.500,128.500,sprint,13561,2601,1.2840
stage6,east,6,94.0,222.500,128.500,sprint,13561,2550,1.2421
stage6,east,6,92.0,220.500,128.500,sprint,13561,2601,5.0557
stage6,east,6,90.0,218.500,128.500,sprint,13561,2601,1.6120
stage6,east,6,88.0,216.500,128.500,sprint,13561,2601,1.4503
stage6,east,6,86.0,214.500,128.500,sprint,13561,2550,1.4534
stage6,east,6,84.0,212.500,128.500,sprint,13561,2601,5.3908
stage6,east,6,82.0,210.500,128.500,sprint,13561,2601,1.6548
stage6,east,6,80.0,208.500,128.500,sprint,13561,2601,1.3644
stage6,east,6,78.0,206.500,128.500,sprint,13561,2550,1.3391
stage6,east,6,76.0,204.500,128.500,sprint,13561,2601,5.0036
stage6,east,6,74.0,202.500,128.500,sprint,13561,2601,1.5943
stage6,east,6,72.0,200.500,128.500,sprint,13561,2601,1.5838
stage6,east,6,70.0,198.500,128.500,sprint,13561,2550,1.6806
stage6,east,6,68.0,196.500,128.500,sprint,13561,2601,5.6882
stage6,east,6,66.0,194.500,128.500,sprint,13561,2601,1.7208
stage6,east,6,64.0,192.500,128.500,sprint,13561,2601,1.4742
stage6,east,6,63.0,191.500,128.500,walk,13561,2550,1.2456
stage6,east,6,62.0,190.500,128.500,walk,13563,2601,5.0366
stage6,east,6,61.0,189.500,128.500,walk,13563,2601,2.0357
stage6,east,6,60.0,188.500,128.500,walk,13565,2601,1.3036
stage6,east,6,59.0,187.500,128.500,walk,13565,2601,1.2951
stage6,east,6,58.0,186.500,128.500,walk,13567,2601,1.3286
stage6,east,6,57.0,185.500,128.500,walk,13567,2601,1.1874
stage6,east,6,56.0,184.500,128.500,walk,13569,2601,1.1672
stage6,east,6,55.0,183.500,128.500,walk,13569,2550,1.1440
stage6,east,6,54.0,182.500,128.500,walk,13571,2601,5.4007
stage6,east,6,53.0,181.500,128.500,walk,13571,2601,1.5969
stage6,east,6,52.0,180.500,128.500,walk,13573,2601,1.4311
stage6,east,6,51.0,179.500,128.500,walk,13573,2601,1.2525
stage6,east,6,50.0,178.500,128.500,walk,13575,2601,1.2002
stage6,east,6,49.0,177.500,128.500,walk,13575,2601,1.2871
stage6,east,6,48.0,176.500,128.500,walk,13577,2601,1.3365
stage6,east,6,47.0,175.500,128.500,walk,13577,2550,1.1912
stage6,east,6,46.0,174.500,128.500,walk,13579,2601,4.8684
stage6,east,6,45.0,173.500,128.500,walk,13579,2601,1.5052
stage6,east,6,44.0,172.500,128.500,walk,13581,2601,1.3613
stage6,east,6,43.0,171.500,128.500,walk,13581,2601,1.3138
stage6,east,6,42.0,170.500,128.500,walk,13583,2601,1.5419
stage6,east,6,41.0,169.500,128.500,walk,13583,2601,1.2045
stage6,east,6,40.0,168.500,128.500,walk,13583,2601,1.1631
stage6,east,6,39.0,167.500,128.500,walk,13583,2550,1.5908
stage6,east,6,38.0,166.500,128.500,walk,13583,2601,6.9898
stage6,east,6,37.0,165.500,128.500,walk,13583,2601,1.4944
stage6,east,6,36.0,164.500,128.500,walk,13583,2601,1.2556
stage6,east,6,35.0,163.500,128.500,walk,13583,2601,1.3421
stage6,east,6,34.0,162.500,128.500,walk,13583,2601,1.7491
stage6,east,6,33.0,161.500,128.500,walk,13583,2601,1.3397
stage6,east,6,32.0,160.500,128.500,walk,13583,2601,1.2193
stage6,east,6,31.0,159.500,128.500,walk,13583,2550,1.1697
stage6,east,6,30.0,158.500,128.500,walk,13583,2601,5.0846
stage6,east,6,29.0,157.500,128.500,walk,13583,2601,1.5724
stage6,east,6,28.0,156.500,128.500,walk,13583,2601,1.3551
stage6,east,6,27.0,155.500,128.500,walk,13583,2601,1.1605
stage6,east,6,26.0,154.500,128.500,walk,13583,2601,1.1503
stage6,east,6,25.0,153.500,128.500,walk,13583,2601,1.4885
stage6,east,6,24.0,152.500,128.500,walk,13583,2601,1.4181
stage6,east,6,23.0,151.500,128.500,walk,13583,2550,1.1986
stage6,east,6,22.0,150.500,128.500,walk,13583,2601,4.9646
stage6,east,6,21.0,149.500,128.500,walk,13583,2601,1.5219
stage6,east,6,20.0,148.500,128.500,walk,13583,2601,1.2847
stage6,east,6,19.0,147.500,128.500,walk,13583,2601,1.1624
stage6,east,6,18.0,146.500,128.500,walk,13583,2601,1.1270
stage6,east,6,17.0,145.500,128.500,walk,13583,2601,1.1671
stage6,east,6,16.0,144.500,128.500,walk,13583,2601,1.1501
stage6,east,6,15.0,143.500,128.500,walk,13583,2550,1.7162
stage6,east,6,14.0,142.500,128.500,walk,13583,2601,5.2592
stage6,east,6,13.0,141.500,128.500,walk,13583,2601,1.5394
stage6,east,6,12.0,140.500,128.500,walk,13583,2601,1.2705
stage6,east,6,11.0,139.500,128.500,walk,13583,2601,1.1414
stage6,east,6,10.0,138.500,128.500,walk,13583,2601,1.1679
stage6,east,6,9.0,137.500,128.500,walk,13583,2601,1.1882
stage6,east,6,8.0,136.500,128.500,walk,13583,2601,1.1697
stage6,east,6,7.0,135.500,128.500,walk,13583,2550,1.1770
stage6,east,6,6.0,134.500,128.500,walk,13583,2601,5.3988
stage6,east,6,5.0,133.500,128.500,walk,13583,2601,1.5558
stage6,east,6,4.0,132.500,128.500,walk,13583,2601,1.2426
stage6,east,6,3.0,131.500,128.500,walk,13583,2601,1.1381
stage6,east,6,2.0,130.500,128.500,walk,13583,2601,1.1869
stage6,east,6,1.0,129.500,128.500,walk,13583,2601,1.2461
stage6,east,6,0.0,128.500,128.500,walk,13583,2601,1.1859
stage6,south,3,1.0,128.500,127.500,walk,12982,2550,0.9109
stage6,south,3,2.0,128.500,126.500,walk,13111,2601,5.1628
stage6,south,3,3.0,128.500,125.500,walk,13240,2601,1.1282
stage6,south,3,4.0,128.500,124.500,walk,13369,2601,1.0235
stage6,south,3,5.0,128.500,123.500,walk,13441,2601,1.0089
stage6,south,3,6.0,128.500,122.500,walk,13479,2601,1.0104
stage6,south,3,7.0,128.500,121.500,walk,13505,2601,1.0345
stage6,south,3,8.0,128.500,120.500,walk,13523,2601,0.8877
stage6,south,3,9.0,128.500,119.500,walk,13535,2550,0.8125
stage6,south,3,10.0,128.500,118.500,walk,13545,2601,4.6984
stage6,south,3,11.0,128.500,117.500,walk,13553,2601,1.1521
stage6,south,3,12.0,128.500,116.500,walk,13559,2601,1.2895
stage6,south,3,13.0,128.500,115.500,walk,13563,2601,1.1254
stage6,south,3,14.0,128.500,114.500,walk,13567,2601,1.1083
stage6,south,3,15.0,128.500,113.500,walk,13569,2601,1.0191
stage6,south,3,16.0,128.500,112.500,walk,13571,2601,0.8565
stage6,south,3,17.0,128.500,111.500,walk,13573,2550,0.8896
stage6,south,3,18.0,128.500,110.500,walk,13575,2601,4.4270
stage6,south,3,19.0,128.500,109.500,walk,13577,2601,1.0832
stage6,south,3,20.0,128.500,108.500,walk,13579,2601,1.0354
stage6,south,3,21.0,128.500,107.500,walk,13581,2601,1.0506
stage6,south,3,22.0,128.500,106.500,walk,13583,2601,1.0993
stage6,south,3,23.0,128.500,105.500,walk,13583,2601,1.1946
stage6,south,3,24.0,128.500,104.500,walk,13583,2601,1.1654
stage6,south,3,25.0,128.500,103.500,walk,13583,2550,0.8598
stage6,south,3,26.0,128.500,102.500,walk,13583,2601,4.4741
stage6,south,3,27.0,128.500,101.500,walk,13583,2601,1.0830
stage6,south,3,28.0,128.500,100.500,walk,13583,2601,1.0614
stage6,south,3,29.0,128.500,99.500,walk,13583,2601,1.0512
stage6,south,3,30.0,128.500,98.500,walk,13583,2601,1.0486
stage6,south,3,31.0,128.500,97.500,walk,13583,2601,1.0595
stage6,south,3,32.0,128.500,96.500,walk,13583,2601,0.9090
stage6,south,3,33.0,128.500,95.500,walk,13583,2550,0.8281
stage6,south,3,34.0,128.500,94.500,walk,13583,2601,5.4969
stage6,south,3,35.0,128.500,93.500,walk,13583,2601,1.1197
stage6,south,3,36.0,128.500,92.500,walk,13583,2601,1.1043
stage6,south,3,37.0,128.500,91.500,walk,13583,2601,1.0584
stage6,south,3,38.0,128.500,90.500,walk,13583,2601,1.0632
stage6,south,3,39.0,128.500,89.500,walk,13583,2601,1.0494
stage6,south,3,40.0,128.500,88.500,walk,13583,2601,0.8438
stage6,south,3,41.0,128.500,87.500,walk,13583,2550,0.8252
stage6,south,3,42.0,128.500,86.500,walk,13583,2601,4.4350
stage6,south,3,43.0,128.500,85.500,walk,13583,2601,1.1556
stage6,south,3,44.0,128.500,84.500,walk,13583,2601,1.2802
stage6,south,3,45.0,128.500,83.500,walk,13583,2601,1.2009
stage6,south,3,46.0,128.500,82.500,walk,13583,2601,1.0897
stage6,south,3,47.0,128.500,81.500,walk,13583,2601,0.9166
stage6,south,3,48.0,128.500,80.500,walk,13583,2601,0.8447
stage6,south,3,49.0,128.500,79.500,walk,13583,2550,0.8543
stage6,south,3,50.0,128.500,78.500,walk,13583,2601,4.4447
stage6,south,3,51.0,128.500,77.500,walk,13583,2601,1.0971
stage6,south,3,52.0,128.500,76.500,walk,13583,2601,1.0934
stage6,south,3,53.0,128.500,75.500,walk,13583,2601,1.0848
stage6,south,3,54.0,128.500,74.500,walk,13583,2601,1.0774
stage6,south,3,55.0,128.500,73.500,walk,13583,2601,1.4812
stage6,south,3,56.0,128.500,72.500,walk,13583,2601,1.3045
stage6,south,3,57.0,128.500,71.500,walk,13583,2550,1.1768
stage6,south,3,58.0,128.500,70.500,walk,13583,2601,4.6511
stage6,south,3,59.0,128.500,69.500,walk,13583,2601,1.1589
stage6,south,3,60.0,128.500,68.500,walk,13583,2601,1.1243
stage6,south,3,61.0,128.500,67.500,walk,13583,2601,1.1006
stage6,south,3,62.0,128.500,66.500,walk,13583,2601,1.1006
stage6,south,3,63.0,128.500,65.500,walk,13583,2601,1.0911
stage6,south,3,64.0,128.500,64.500,walk,13583,2601,0.8732
stage6,south,3,66.0,128.500,62.500,sprint,13581,2550,0.9669
stage6,south,3,68.0,128.500,60.500,sprint,13579,2601,5.0360
stage6,south,3,70.0,128.500,58.500,sprint,13577,2601,1.1579
stage6,south,3,72.0,128.500,56.500,sprint,13575,2601,1.2292
stage6,south,3,74.0,128.500,54.500,sprint,13573,2550,1.2590
stage6,south,3,76.0,128.500,52.500,sprint,13571,2601,5.3158
stage6,south,3,78.0,128.500,50.500,sprint,13569,2601,1.2953
stage6,south,3,80.0,128.500,48.500,sprint,13567,2601,1.1864
stage6,south,3,82.0,128.500,46.500,sprint,13565,2550,1.2641
stage6,south,3,84.0,128.500,44.500,sprint,13563,2601,5.9345
stage6,south,3,86.0,128.500,42.500,sprint,13561,2601,1.4241
stage6,south,3,88.0,128.500,40.500,sprint,13561,2601,1.2774
stage6,south,3,90.0,128.500,38.500,sprint,13561,2550,1.2588
stage6,south,3,92.0,128.500,36.500,sprint,13561,2601,5.2632
stage6,south,3,94.0,128.500,34.500,sprint,13561,2601,1.2172
stage6,south,3,96.0,128.500,32.500,sprint,13561,2601,1.3302
stage6,south,3,98.0,128.500,30.500,sprint,13561,2550,1.5580
stage6,south,3,100.0,128.500,28.500,sprint,13561,2601,5.4867
stage6,south,3,102.0,128.500,26.500,sprint,13561,2601,1.5135
stage6,south,3,104.0,128.500,24.500,sprint,13561,2601,1.6418
stage6,south,3,106.0,128.500,22.500,sprint,13561,2550,1.4896
stage6,south,3,108.0,128.500,20.500,sprint,13561,2601,5.1312
stage6,south,3,110.0,128.500,18.500,sprint,13561,2601,1.9490
stage6,south,3,112.0,128.500,16.500,sprint,13561,2601,1.2906
stage6,south,3,114.0,128.500,14.500,sprint,13561,2550,1.2278
stage6,south,3,116.0,128.500,12.500,sprint,13561,2601,5.5033
stage6,south,3,118.0,128.500,10.500,sprint,13561,2601,1.3791
stage6,south,3,120.0,128.500,8.500,sprint,13561,2601,1.3722
stage6,south,3,122.0,128.500,6.500,sprint,13561,2550,1.3122
stage6,south,3,124.0,128.500,4.500,sprint,13561,2601,6.2727
stage6,south,3,126.0,128.500,2.500,sprint,13561,2601,1.5037
stage6,south,3,128.0,128.500,0.500,sprint,13561,2601,1.3859
stage6,south,3,132.0,128.500,-3.500,free_fly,13559,2550,1.3457
stage6,south,3,136.0,128.500,-7.500,free_fly,13557,2601,6.6405
stage6,south,3,140.0,128.500,-11.500,free_fly,13555,2550,1.7012
stage6,south,3,144.0,128.500,-15.500,free_fly,13553,2601,7.2066
stage6,south,3,148.0,128.500,-19.500,free_fly,13551,2550,1.9659
stage6,south,3,152.0,128.500,-23.500,free_fly,13549,2601,6.8335
stage6,south,3,156.0,128.500,-27.500,free_fly,13549,2550,1.7678
stage6,south,3,160.0,128.500,-31.500,free_fly,13549,2601,7.2377
stage6,south,3,164.0,128.500,-35.500,free_fly,13549,2550,1.6798
stage6,south,3,168.0,128.500,-39.500,free_fly,13549,2601,6.0655
stage6,south,3,172.0,128.500,-43.500,free_fly,13549,2550,2.1208
stage6,south,3,176.0,128.500,-47.500,free_fly,13549,2601,7.3193
stage6,south,3,180.0,128.500,-51.500,free_fly,13549,2550,2.1159
stage6,south,3,184.0,128.500,-55.500,free_fly,13549,2601,7.6107
stage6,south,3,188.0,128.500,-59.500,free_fly,13549,2550,2.2563
stage6,south,3,192.0,128.500,-63.500,free_fly,13549,2601,7.0544
stage6,south,3,196.0,128.500,-67.500,free_fly,13549,2550,1.4004
stage6,south,3,200.0,128.500,-71.500,free_fly,13549,2601,5.8917
stage6,south,3,204.0,128.500,-75.500,free_fly,13549,2550,1.8333
stage6,south,3,208.0,128.500,-79.500,free_fly,13549,2601,7.2403
stage6,south,3,212.0,128.500,-83.500,free_fly,13549,2550,1.7672
stage6,south,3,216.0,128.500,-87.500,free_fly,13549,2601,6.2554
stage6,south,3,220.0,128.500,-91.500,free_fly,13549,2550,2.2529
stage6,south,3,224.0,128.500,-95.500,free_fly,13549,2601,6.9159
stage6,south,3,228.0,128.500,-99.500,free_fly,13549,2550,1.8498
stage6,south,3,232.0,128.500,-103.500,free_fly,13549,2601,7.5859
stage6,south,3,236.0,128.500,-107.500,free_fly,13549,2550,1.8876
stage6,south,3,240.0,128.500,-111.500,free_fly,13549,2601,5.6474
stage6,south,3,244.0,128.500,-115.500,free_fly,13549,2550,1.8293
stage6,south,3,248.0,128.500,-119.500,free_fly,13549,2601,7.6474
stage6,south,3,252.0,128.500,-123.500,free_fly,13549,2550,2.0110
stage6,south,3,256.0,128.500,-127.500,free_fly,13549,2601,6.6394
stage6,south,3,260.0,128.500,-131.500,free_fly,13549,2550,1.7731
stage6,south,3,264.0,128.500,-135.500,free_fly,13549,2601,7.1660
stage6,south,3,268.0,128.500,-139.500,free_fly,13549,2550,1.9596
stage6,south,3,272.0,128.500,-143.500,free_fly,13549,2601,5.6586
stage6,south,3,276.0,128.500,-147.500,free_fly,13549,2550,1.9226
stage6,south,3,280.0,128.500,-151.500,free_fly,13549,2601,6.6140
stage6,south,3,284.0,128.500,-155.500,free_fly,13549,2550,1.8113
stage6,south,3,288.0,128.500,-159.500,free_fly,13549,2601,6.3366
stage6,south,3,292.0,128.500,-163.500,free_fly,13549,2550,1.7050
stage6,south,3,296.0,128.500,-167.500,free_fly,13549,2601,6.9594
stage6,south,3,300.0,128.500,-171.500,free_fly,13549,2550,1.8446
stage6,south,3,304.0,128.500,-175.500,free_fly,13549,2601,6.6510
stage6,south,3,308.0,128.500,-179.500,free_fly,13549,2550,1.7256
stage6,south,3,312.0,128.500,-183.500,free_fly,13549,2601,6.9695
stage6,south,3,316.0,128.500,-187.500,free_fly,13549,2550,2.1935
stage6,south,3,320.0,128.500,-191.500,free_fly,13549,2601,6.6544
stage6,south,3,324.0,128.500,-195.500,free_fly,13549,2550,1.9021
stage6,south,3,328.0,128.500,-199.500,free_fly,13549,2601,6.5583
stage6,south,3,332.0,128.500,-203.500,free_fly,13549,2550,1.8348
stage6,south,3,336.0,128.500,-207.500,free_fly,13549,2601,6.5947
stage6,south,3,340.0,128.500,-211.500,free_fly,13549,2550,1.7999
stage6,south,3,344.0,128.500,-215.500,free_fly,13549,2601,6.6682
stage6,south,3,348.0,128.500,-219.500,free_fly,13549,2550,1.7204
stage6,south,3,352.0,128.500,-223.500,free_fly,13549,2601,6.4998
stage6,south,3,356.0,128.500,-227.500,free_fly,13549,2550,1.7851
stage6,south,3,360.0,128.500,-231.500,free_fly,13549,2601,6.4023
stage6,south,3,364.0,128.500,-235.500,free_fly,13549,2550,1.9422
stage6,south,3,368.0,128.500,-239.500,free_fly,13549,2601,6.4928
stage6,south,3,372.0,128.500,-243.500,free_fly,13549,2550,1.8556
stage6,south,3,376.0,128.500,-247.500,free_fly,13549,2601,6.9751
stage6,south,3,380.0,128.500,-251.500,free_fly,13549,2550,1.9935
stage6,south,3,384.0,128.500,-255.500,free_fly,13549,2601,6.3908
stage6,south,3,388.0,128.500,-259.500,free_fly,13549,2550,2.2695
stage6,south,3,392.0,128.500,-263.500,free_fly,13549,2601,7.1553
stage6,south,3,396.0,128.500,-267.500,free_fly,13549,2550,1.9174
stage6,south,3,400.0,128.500,-271.500,free_fly,13549,2601,6.2327
stage6,south,3,404.0,128.500,-275.500,free_fly,13549,2550,1.8636
stage6,south,3,408.0,128.500,-279.500,free_fly,13549,2601,5.8618
stage6,south,6,404.0,128.500,-275.500,free_fly,13549,2601,2.5857
stage6,south,6,400.0,128.500,-271.500,free_fly,13549,2550,2.2469
stage6,south,6,396.0,128.500,-267.500,free_fly,13549,2601,6.0034
stage6,south,6,392.0,128.500,-263.500,free_fly,13549,2550,2.1120
stage6,south,6,388.0,128.500,-259.500,free_fly,13549,2601,5.3880
stage6,south,6,384.0,128.500,-255.500,free_fly,13549,2550,1.8334
stage6,south,6,380.0,128.500,-251.500,free_fly,13549,2601,5.3409
stage6,south,6,376.0,128.500,-247.500,free_fly,13549,2550,1.8314
stage6,south,6,372.0,128.500,-243.500,free_fly,13549,2601,5.2239
stage6,south,6,368.0,128.500,-239.500,free_fly,13549,2550,1.8062
stage6,south,6,364.0,128.500,-235.500,free_fly,13549,2601,5.4962
stage6,south,6,360.0,128.500,-231.500,free_fly,13549,2550,1.7787
stage6,south,6,356.0,128.500,-227.500,free_fly,13549,2601,5.2704
stage6,south,6,352.0,128.500,-223.500,free_fly,13549,2550,1.8823
stage6,south,6,348.0,128.500,-219.500,free_fly,13549,2601,5.2040
stage6,south,6,344.0,128.500,-215.500,free_fly,13549,2550,1.8831
stage6,south,6,340.0,128.500,-211.500,free_fly,13549,2601,5.0898
stage6,south,6,336.0,128.500,-207.500,free_fly,13549,2550,2.1539
stage6,south,6,332.0,128.500,-203.500,free_fly,13549,2601,4.9613
stage6,south,6,328.0,128.500,-199.500,free_fly,13549,2550,1.8896
stage6,south,6,324.0,128.500,-195.500,free_fly,13549,2601,5.0478
stage6,south,6,320.0,128.500,-191.500,free_fly,13549,2550,1.7792
stage6,south,6,316.0,128.500,-187.500,free_fly,13549,2601,5.7998
stage6,south,6,312.0,128.500,-183.500,free_fly,13549,2550,1.9516
stage6,south,6,308.0,128.500,-179.500,free_fly,13549,2601,5.5586
stage6,south,6,304.0,128.500,-175.500,free_fly,13549,2550,1.8793
stage6,south,6,300.0,128.500,-171.500,free_fly,13549,2601,5.7562
stage6,south,6,296.0,128.500,-167.500,free_fly,13549,2550,1.8689
stage6,south,6,292.0,128.500,-163.500,free_fly,13549,2601,5.1140
stage6,south,6,288.0,128.500,-159.500,free_fly,13549,2550,1.5976
stage6,south,6,284.0,128.500,-155.500,free_fly,13549,2601,5.2594
stage6,south,6,280.0,128.500,-151.500,free_fly,13549,2550,1.9725
stage6,south,6,276.0,128.500,-147.500,free_fly,13549,2601,5.3185
stage6,south,6,272.0,128.500,-143.500,free_fly,13549,2550,1.8249
stage6,south,6,268.0,128.500,-139.500,free_fly,13549,2601,4.9838
stage6,south,6,264.0,128.500,-135.500,free_fly,13549,2550,1.7693
stage6,south,6,260.0,128.500,-131.500,free_fly,13549,2601,5.5917
stage6,south,6,256.0,128.500,-127.500,free_fly,13549,2550,1.8788
stage6,south,6,252.0,128.500,-123.500,free_fly,13549,2601,5.0748
stage6,south,6,248.0,128.500,-119.500,free_fly,13549,2550,1.7922
stage6,south,6,244.0,128.500,-115.500,free_fly,13549,2601,5.4441
stage6,south,6,240.0,128.500,-111.500,free_fly,13549,2550,1.6628
stage6,south,6,236.0,128.500,-107.500,free_fly,13549,2601,5.0261
stage6,south,6,232.0,128.500,-103.500,free_fly,13549,2550,1.8142
stage6,south,6,228.0,128.500,-99.500,free_fly,13549,2601,5.0066
stage6,south,6,224.0,128.500,-95.500,free_fly,13549,2550,1.7555
stage6,south,6,220.0,128.500,-91.500,free_fly,13549,2601,5.2117
stage6,south,6,216.0,128.500,-87.500,free_fly,13549,2550,1.8219
stage6,south,6,212.0,128.500,-83.500,free_fly,13549,2601,5.1089
stage6,south,6,208.0,128.500,-79.500,free_fly,13549,2550,1.8802
stage6,south,6,204.0,128.500,-75.500,free_fly,13549,2601,6.5520
stage6,south,6,200.0,128.500,-71.500,free_fly,13549,2550,1.9688
stage6,south,6,196.0,128.500,-67.500,free_fly,13549,2601,5.0122
stage6,south,6,192.0,128.500,-63.500,free_fly,13549,2550,1.7967
stage6,south,6,188.0,128.500,-59.500,free_fly,13549,2601,5.9046
stage6,south,6,184.0,128.500,-55.500,free_fly,13549,2550,1.6147
stage6,south,6,180.0,128.500,-51.500,free_fly,13549,2601,4.9762
stage6,south,6,176.0,128.500,-47.500,free_fly,13549,2550,1.7907
stage6,south,6,172.0,128.500,-43.500,free_fly,13549,2601,5.2847
stage6,south,6,168.0,128.500,-39.500,free_fly,13549,2550,2.0840
stage6,south,6,164.0,128.500,-35.500,free_fly,13549,2601,5.1201
stage6,south,6,160.0,128.500,-31.500,free_fly,13549,2550,1.9220
stage6,south,6,156.0,128.500,-27.500,free_fly,13549,2601,5.0687
stage6,south,6,152.0,128.500,-23.500,free_fly,13549,2550,1.8924
stage6,south,6,148.0,128.500,-19.500,free_fly,13549,2601,6.0569
stage6,south,6,144.0,128.500,-15.500,free_fly,13549,2550,1.8219
stage6,south,6,140.0,128.500,-11.500,free_fly,13549,2601,4.9922
stage6,south,6,136.0,128.500,-7.500,free_fly,13549,2550,1.7619
stage6,south,6,132.0,128.500,-3.500,free_fly,13549,2601,5.7411
stage6,south,6,128.0,128.500,0.500,free_fly,13549,2550,1.8154
stage6,south,6,126.0,128.500,2.500,sprint,13551,2601,5.0506
stage6,south,6,124.0,128.500,4.500,sprint,13551,2601,1.5969
stage6,south,6,122.0,128.500,6.500,sprint,13553,2601,1.4420
stage6,south,6,120.0,128.500,8.500,sprint,13553,2550,1.2941
stage6,south,6,118.0,128.500,10.500,sprint,13555,2601,5.3435
stage6,south,6,116.0,128.500,12.500,sprint,13555,2601,1.6129
stage6,south,6,114.0,128.500,14.500,sprint,13557,2601,1.3063
stage6,south,6,112.0,128.500,16.500,sprint,13557,2550,1.2198
stage6,south,6,110.0,128.500,18.500,sprint,13559,2601,4.7960
stage6,south,6,108.0,128.500,20.500,sprint,13559,2601,1.5752
stage6,south,6,106.0,128.500,22.500,sprint,13561,2601,1.5971
stage6,south,6,104.0,128.500,24.500,sprint,13561,2550,1.2401
stage6,south,6,102.0,128.500,26.500,sprint,13561,2601,5.8870
stage6,south,6,100.0,128.500,28.500,sprint,13561,2601,1.6392
stage6,south,6,98.0,128.500,30.500,sprint,13561,2601,1.3581
stage6,south,6,96.0,128.500,32.500,sprint,13561,2550,1.2165
stage6,south,6,94.0,128.500,34.500,sprint,13561,2601,5.0518
stage6,south,6,92.0,128.500,36.500,sprint,13561,2601,1.6080
stage6,south,6,90.0,128.500,38.500,sprint,13561,2601,1.9030
stage6,south,6,88.0,128.500,40.500,sprint,13561,2550,1.3083
stage6,south,6,86.0,128.500,42.500,sprint,13561,2601,4.9235
stage6,south,6,84.0,128.500,44.500,sprint,13561,2601,1.5858
stage6,south,6,82.0,128.500,46.500,sprint,13561,2601,1.3935
stage6,south,6,80.0,128.500,48.500,sprint,13561,2550,1.2128
stage6,south,6,78.0,128.500,50.500,sprint,13561,2601,5.0996
stage6,south,6,76.0,128.500,52.500,sprint,13561,2601,1.8571
stage6,south,6,74.0,128.500,54.500,sprint,13561,2601,1.4583
stage6,south,6,72.0,128.500,56.500,sprint,13561,2550,1.2300
stage6,south,6,70.0,128.500,58.500,sprint,13561,2601,4.9163
stage6,south,6,68.0,128.500,60.500,sprint,13561,2601,1.6703
stage6,south,6,66.0,128.500,62.500,sprint,13561,2601,1.4081
stage6,south,6,64.0,128.500,64.500,sprint,13561,2550,1.2223
stage6,south,6,63.0,128.500,65.500,walk,13561,2601,5.3456
stage6,south,6,62.0,128.500,66.500,walk,13563,2601,1.5364
stage6,south,6,61.0,128.500,67.500,walk,13563,2601,1.4612
stage6,south,6,60.0,128.500,68.500,walk,13565,2601,1.2112
stage6,south,6,59.0,128.500,69.500,walk,13565,2601,1.1536
stage6,south,6,58.0,128.500,70.500,walk,13567,2601,1.1110
stage6,south,6,57.0,128.500,71.500,walk,13567,2601,1.2623
stage6,south,6,56.0,128.500,72.500,walk,13569,2550,1.1661
stage6,south,6,55.0,128.500,73.500,walk,13569,2601,4.7947
stage6,south,6,54.0,128.500,74.500,walk,13571,2601,1.5207
stage6,south,6,53.0,128.500,75.500,walk,13571,2601,1.4011
stage6,south,6,52.0,128.500,76.500,walk,13573,2601,1.1706
stage6,south,6,51.0,128.500,77.500,walk,13573,2601,1.1240
stage6,south,6,50.0,128.500,78.500,walk,13575,2601,1.1244
stage6,south,6,49.0,128.500,79.500,walk,13575,2601,1.1410
stage6,south,6,48.0,128.500,80.500,walk,13577,2550,1.2572
stage6,south,6,47.0,128.500,81.500,walk,13577,2601,4.9654
stage6,south,6,46.0,128.500,82.500,walk,13579,2601,1.4986
stage6,south,6,45.0,128.500,83.500,walk,13579,2601,1.2776
stage6,south,6,44.0,128.500,84.500,walk,13581,2601,1.3058
stage6,south,6,43.0,128.500,85.500,walk,13581,2601,1.5499
stage6,south,6,42.0,128.500,86.500,walk,13583,2601,1.1658
stage6,south,6,41.0,128.500,87.500,walk,13583,2601,1.1649
stage6,south,6,40.0,128.500,88.500,walk,13583,2550,1.1255
stage6,south,6,39.0,128.500,89.500,walk,13583,2601,5.0693
stage6,south,6,38.0,128.500,90.500,walk,13583,2601,1.5022
stage6,south,6,37.0,128.500,91.500,walk,13583,2601,1.2769
stage6,south,6,36.0,128.500,92.500,walk,13583,2601,1.1226
stage6,south,6,35.0,128.500,93.500,walk,13583,2601,1.1306
stage6,south,6,34.0,128.500,94.500,walk,13583,2601,1.1890
stage6,south,6,33.0,128.500,95.500,walk,13583,2601,1.6722
stage6,south,6,32.0,128.500,96.500,walk,13583,2550,1.3815
stage6,south,6,31.0,128.500,97.500,walk,13583,2601,4.9527
stage6,south,6,30.0,128.500,98.500,walk,13583,2601,1.5285
stage6,south,6,29.0,128.500,99.500,walk,13583,2601,1.2964
stage6,south,6,28.0,128.500,100.500,walk,13583,2601,1.1655
stage6,south,6,27.0,128.500,101.500,walk,13583,2601,1.1347
stage6,south,6,26.0,128.500,102.500,walk,13583,2601,1.1250
stage6,south,6,25.0,128.500,103.500,walk,13583,2601,1.1160
stage6,south,6,24.0,128.500,104.500,walk,13583,2550,1.1126
