sample,region,movement_input,action_or_upload,frame_ms,walk_cpu_ms,upload_cpu_ms
1151,outer,1,0,16.236000,0.022600,0.002000
1152,outer,1,0,16.597999,0.022700,0.002200
1153,outer,1,0,16.062999,0.030000,0.001900
1154,outer,1,0,16.361000,0.023800,0.002000
1155,outer,1,0,16.259002,0.031000,0.002000
1156,outer,1,0,16.081000,0.022200,0.002000
1157,outer,1,0,16.488001,0.028800,0.002000
1158,outer,1,0,16.584000,0.022100,0.001900
1159,outer,1,0,16.909000,0.027900,0.001900
1160,outer,1,0,16.240999,0.022500,0.001900
1161,outer,1,0,16.565001,0.028400,0.002000
1162,outer,1,0,17.122999,0.022600,0.002000
1163,outer,1,0,16.148999,0.028400,0.002000
1164,outer,1,0,16.894000,0.023000,0.001800
1165,outer,1,0,16.752001,0.029000,0.002000
1166,outer,1,0,16.496999,0.022300,0.002000
1167,outer,1,0,17.433001,0.027500,0.001800
1168,outer,1,0,16.359000,0.023400,0.002500
1169,outer,1,0,16.208999,0.028000,0.001800
1170,outer,1,0,16.370000,0.022500,0.001800
1171,outer,1,0,16.937001,0.028100,0.001900
1172,outer,1,0,17.312000,0.024900,0.002000
1173,outer,1,0,16.496999,0.036500,0.002500
1174,outer,1,0,16.024999,0.029500,0.002400
1175,outer,1,0,16.570998,0.033800,0.002200
1176,outer,1,0,16.645001,0.027200,0.002100
1177,outer,1,0,16.532000,0.031600,0.002100
1178,outer,1,0,16.503999,0.024500,0.002400
1179,outer,1,0,16.714001,0.029600,0.002100
1180,outer,1,0,16.858000,0.026900,0.002400
1181,outer,1,0,16.665000,0.028100,0.002100
1182,outer,1,0,16.765000,0.027000,0.001900
1183,outer,1,0,16.334999,0.028800,0.002000
1184,outer,1,0,16.565001,0.023000,0.002000
1185,outer,1,0,16.464001,0.029400,0.002100
1186,outer,1,0,16.891001,0.022900,0.002000
1187,outer,1,0,16.343001,0.028700,0.001800
1188,outer,1,0,16.593000,0.022700,0.002000
1189,outer,1,0,16.576000,0.028300,0.001900
1190,outer,1,0,17.110001,0.022800,0.002100
1191,outer,1,0,16.412001,0.031500,0.002300
1192,outer,1,0,16.942000,0.025200,0.002000
1193,outer,1,0,16.237000,0.032700,0.002400
1194,outer,1,0,16.694000,0.025800,0.002200
1195,outer,1,0,16.441001,0.023600,0.002300
1196,outer,1,0,16.779000,0.029900,0.002000
1197,outer,1,0,16.992001,0.025700,0.001900
1198,outer,1,0,16.152000,0.029900,0.002100
1199,outer,1,0,16.517000,0.023600,0.002000
1200,outer,1,0,17.408000,0.031100,0.001900
1201,outer,1,0,15.579000,0.027100,0.002000
1202,outer,1,0,16.604999,0.031200,0.002100
1203,outer,1,0,16.290002,0.023900,0.002000
1204,outer,1,0,16.937999,0.023400,0.002100
1205,outer,1,0,16.284000,0.030100,0.002000
1206,outer,1,0,16.817000,0.023300,0.002100
1207,outer,1,0,16.523000,0.031200,0.002000
1208,outer,1,0,17.469000,0.023700,0.002200
1209,outer,1,0,15.928000,0.030400,0.002100
1210,outer,1,0,16.146999,0.024200,0.002000
1211,outer,1,0,16.554002,0.023700,0.002000
1212,outer,1,0,16.458999,0.031200,0.001900
1213,outer,1,0,16.520999,0.023000,0.001800
1214,outer,1,0,17.162001,0.030400,0.001900
1215,outer,1,0,16.173000,0.023800,0.001900
1216,outer,1,0,16.658001,0.025200,0.002100
1217,outer,1,0,16.732000,0.030000,0.001800
1218,outer,1,0,16.628001,0.022500,0.001800
1219,outer,1,0,16.681999,0.030100,0.002000
1220,outer,1,0,16.570000,0.022500,0.001800
1221,outer,1,0,16.330000,0.023900,0.002000
1222,outer,1,0,16.887000,0.036500,0.001900
1223,outer,1,0,16.632000,0.023400,0.001900
1224,outer,1,0,16.680000,0.031000,0.001800
1225,outer,1,0,16.593000,0.022800,0.002000
1226,outer,1,0,16.527999,0.022000,0.001900
1227,outer,1,0,17.238000,0.028600,0.001800
1228,outer,1,0,16.136000,0.040900,0.003600
1229,outer,1,0,16.494000,0.028400,0.002000
1230,outer,1,0,17.388999,0.023200,0.001900
1231,outer,1,0,15.900999,0.042400,0.003800
1232,outer,1,0,16.618000,0.030500,0.001900
1233,outer,1,0,16.666001,0.022900,0.001800
1234,outer,1,0,16.506001,0.028100,0.001900
1235,outer,1,0,16.604001,0.022700,0.001900
1236,outer,1,0,17.214000,0.022500,0.001900
1237,outer,1,0,16.031001,0.027600,0.001900
1238,outer,1,0,16.881000,0.022300,0.001900
1239,outer,1,0,16.736999,0.028800,0.001900
1240,outer,1,0,16.597001,0.023500,0.001900
1241,outer,1,0,16.491000,0.024100,0.002000
1242,outer,1,0,16.846001,0.028000,0.001900
1243,outer,1,0,16.295999,0.022300,0.001900
1244,outer,1,0,16.489999,0.028500,0.001900
1245,outer,1,0,16.679000,0.023100,0.001900
1246,outer,1,0,16.608000,0.022800,0.001800
1247,outer,1,0,16.549999,0.028100,0.001800
1248,outer,1,0,16.718000,0.022400,0.001900
1249,outer,1,0,16.504999,0.028100,0.002000
1250,outer,1,0,16.958000,0.023200,0.002000
1251,outer,1,0,17.688001,0.023900,0.001900
1252,outer,1,0,15.829999,0.037500,0.002900
1253,outer,1,0,16.799999,0.030000,0.003200
1254,outer,1,0,15.729001,0.036200,0.002600
1255,outer,1,0,16.386999,0.027500,0.002700
1256,outer,1,0,16.172001,0.025200,0.002100
1257,outer,1,0,16.491000,0.032000,0.002000
1258,outer,1,0,15.934000,0.025200,0.002000
1259,outer,1,0,15.751000,0.029900,0.002500
1260,outer,1,0,15.991999,0.028900,0.002400
1261,outer,1,0,16.292000,0.036500,0.002500
1262,outer,1,0,15.846999,0.025700,0.002200
1263,outer,1,0,16.399000,0.038800,0.002800
1264,outer,1,0,16.804000,0.030600,0.001900
1265,outer,1,0,15.961999,0.030200,0.002000
1266,outer,1,0,17.201999,0.031800,0.002100
1267,outer,1,0,15.651001,0.029900,0.002000
1268,outer,1,0,16.636999,0.033300,0.001900
1269,outer,1,0,17.350001,0.032000,0.001800
1270,outer,1,0,15.980000,0.033800,0.002100
1271,outer,1,0,16.287001,0.032600,0.001800
1272,outer,1,0,16.600000,0.032500,0.002000
1273,outer,1,0,16.225999,0.036800,0.001800
1274,outer,1,0,17.126000,0.037600,0.001900
1275,outer,1,0,16.290002,0.031600,0.001900
1276,outer,1,0,16.618999,0.032800,0.001800
1277,outer,1,0,16.587000,0.033400,0.001900
1278,outer,1,0,16.472999,0.033200,0.001800
1279,outer,1,0,16.655000,0.031800,0.001900
1280,outer,1,0,16.749000,0.033200,0.001900
1281,outer,1,0,16.635001,0.032400,0.001900
1282,outer,1,0,16.537001,0.033000,0.002000
1283,outer,1,0,16.983001,0.033200,0.001900
1284,outer,1,0,16.280999,0.031900,0.002000
1285,outer,1,0,16.555000,0.032700,0.001900
1286,outer,1,0,16.913999,0.032400,0.001900
1287,outer,1,0,16.458999,0.032500,0.001800
1288,outer,1,0,16.638000,0.033200,0.001900
1289,outer,1,0,16.503001,0.032600,0.001900
1290,outer,1,0,16.638000,0.032500,0.001900
1291,outer,1,0,17.121000,0.032800,0.001800
1292,outer,1,0,15.910000,0.035000,0.001800
1293,outer,1,0,17.634001,0.031700,0.001800
1294,outer,1,0,15.538001,0.031900,0.001900
1295,outer,1,0,16.708000,0.032300,0.001800
1296,outer,1,0,16.474999,0.032300,0.001900
1297,outer,1,0,16.603000,0.033000,0.001900
1298,outer,1,0,16.589001,0.045600,0.001900
1299,outer,1,0,16.472001,0.043200,0.001900
1300,outer,1,0,16.609000,0.040400,0.002000
1301,outer,1,0,16.271001,0.043800,0.001900
1302,outer,1,0,16.863002,0.042900,0.001900
1303,outer,1,0,16.542999,0.043800,0.001800
1304,outer,1,0,16.376000,0.042600,0.001800
1305,outer,1,0,16.523000,0.043000,0.001800
1306,outer,1,0,16.690001,0.043000,0.002000
1307,outer,1,0,16.332000,0.043800,0.002000
1308,outer,1,0,16.809000,0.038600,0.002000
1309,outer,1,0,16.036000,0.033300,0.002000
1310,outer,1,0,16.527001,0.033900,0.001900
1311,outer,1,0,16.683999,0.033100,0.001900
1312,outer,1,0,16.695000,0.033100,0.001800
1313,outer,1,0,16.390000,0.039900,0.002900
1314,outer,1,0,16.163001,0.039300,0.002400
1315,outer,1,0,16.532000,0.036500,0.002000
1316,outer,1,0,16.827000,0.035300,0.002100
1317,outer,1,0,16.330000,0.035600,0.002000
1318,outer,1,0,16.513001,0.034900,0.002200
1319,outer,1,0,16.344000,0.035600,0.002100
1320,outer,1,0,17.227000,0.035000,0.002300
1321,outer,1,0,16.334999,0.045900,0.002700
1322,outer,1,0,16.119000,0.034700,0.002100
1323,outer,1,0,16.587000,0.064700,0.003400
1324,outer,1,0,16.990000,0.034100,0.002000
1325,outer,1,0,16.009001,0.036000,0.001800
1326,outer,1,0,16.483000,0.033400,0.002000
1327,outer,1,0,16.618999,0.034200,0.001800
1328,outer,1,0,16.510999,0.031500,0.001900
1329,outer,1,0,17.040001,0.033800,0.001900
1330,outer,1,0,15.929000,0.035200,0.001900
1331,outer,1,0,16.350001,0.040800,0.002000
1332,outer,1,0,16.765000,0.033700,0.001900
1333,outer,1,0,16.155001,0.032300,0.001900
1334,outer,1,0,16.697001,0.032400,0.001900
1335,outer,1,0,16.777001,0.033000,0.001800
1336,outer,1,0,16.740000,0.032500,0.001900
1337,outer,1,0,16.762000,0.048700,0.001900
1338,outer,1,0,16.558001,0.158600,0.001900
1339,outer,1,0,16.826000,0.072900,0.278600
1340,outer,1,0,16.277000,0.387700,0.002500
1341,outer,1,0,16.384000,0.404000,0.002200
1342,lab,1,0,16.694000,0.532200,0.002200
1343,lab,1,0,16.615000,0.592400,0.002100
1344,lab,1,0,16.659001,1.792100,0.002000
1345,lab,1,0,16.600000,2.080900,0.002000
1346,lab,1,0,16.705001,1.913400,0.281000
1347,lab,1,0,16.553000,2.164400,0.001800
1348,lab,1,0,16.708000,2.013500,0.002000
1349,lab,1,0,16.760999,2.672200,0.001900
1350,lab,1,0,16.927000,2.804300,0.002100
1351,lab,1,0,16.768999,1.750300,0.002000
1352,lab,1,0,16.231000,2.370900,0.277000
1353,lab,1,0,16.729999,2.248700,0.002000
1354,lab,1,0,16.434999,3.233200,0.002300
1355,lab,1,0,16.379999,2.803500,0.002000
1356,lab,1,0,16.247999,2.605900,0.002000
1357,lab,1,0,16.474001,2.754900,0.001900
1358,lab,1,0,16.379999,3.563700,0.002000
1359,lab,1,0,16.585000,3.530900,0.270400
1360,lab,1,0,16.476000,2.865100,0.002000
1361,lab,1,0,16.338000,2.705800,0.002000
1362,lab,1,0,16.305000,2.374200,0.001800
1363,lab,1,0,16.532000,1.825400,0.001900
1364,lab,1,0,16.561002,1.682900,0.002100
1365,lab,1,0,16.593000,2.191300,0.007900
1366,lab,1,0,16.448999,2.211200,0.273100
1367,lab,1,0,16.429001,2.317700,0.002000
1368,lab,1,0,16.709998,2.024400,0.002000
1369,lab,1,0,16.239000,1.854800,0.001900
1370,lab,1,0,16.652999,1.909000,0.002000
1371,lab,1,0,16.673999,1.743800,0.001900
1372,lab,1,0,16.791001,1.527700,0.001800
1373,lab,1,0,16.695000,1.005600,0.283900
1374,lab,1,0,16.278001,1.006300,0.002200
1375,lab,1,0,17.069999,0.867800,0.002000
1376,lab,1,0,16.086001,0.511400,0.002100
1377,lab,1,0,16.839001,0.495600,0.002100
1378,lab,1,0,16.448999,0.556500,0.001900
1379,lab,1,0,16.908001,1.531900,0.002000
1380,lab,1,0,16.760999,0.774900,0.274000
1381,lab,1,0,16.527999,1.401700,0.002100
1382,lab,1,0,16.739000,1.240300,0.002200
1383,lab,1,0,16.616000,0.760700,0.002000
1384,lab,1,0,16.709000,0.814300,0.002100
1385,lab,1,0,16.292999,0.891500,0.002300
1386,lab,1,0,16.618999,0.846400,0.002000
1387,lab,1,0,16.470000,0.883100,0.271600
1388,lab,1,0,15.999001,1.101200,0.002100
1389,lab,1,0,16.646000,1.300000,0.002200
1390,lab,1,0,15.930001,2.204000,0.002200
1391,lab,1,0,16.403999,1.570200,0.002100
1392,lab,1,0,16.403999,1.603900,0.002300
1393,lab,1,0,16.801002,1.847100,0.002300
1394,lab,1,0,15.348000,2.091000,0.274500
1395,lab,1,0,16.676001,1.707200,0.002100
1396,lab,1,0,16.594999,1.135500,0.001900
1397,lab,1,0,15.866000,1.293400,0.001900
1398,lab,1,0,17.268999,1.708500,0.002200
1399,lab,1,0,15.957000,2.071200,0.002200
1400,lab,1,0,16.103001,2.279900,0.002100
1401,lab,1,0,16.714001,1.057800,0.278400
1402,lab,1,0,16.577000,1.902800,0.001800
1403,lab,1,0,16.417999,0.610900,0.001800
1404,lab,1,0,16.363000,0.095900,0.001900
1405,lab,1,0,16.721999,0.056800,0.001800
1406,lab,1,0,16.542999,0.053500,0.001900
1407,lab,1,0,16.743001,0.054900,0.001900
1408,lab,1,0,16.518001,0.055100,0.269800
1409,lab,1,0,16.923999,0.053200,0.001800
1410,lab,1,0,16.658001,0.049400,0.001900
1411,lab,1,0,16.785000,0.052300,0.001800
1412,lab,1,0,16.635001,0.057300,0.002100
1413,lab,1,0,16.271999,0.054100,0.002000
1414,lab,1,0,16.676001,0.044800,0.002000
1415,lab,1,0,16.263999,0.042400,0.001900
1416,lab,1,0,16.590001,0.044300,0.001900
1417,lab,1,0,16.731001,0.041300,0.001800
1418,lab,1,0,16.437000,0.043700,0.002100
1419,lab,1,0,16.786000,0.044300,0.001900
1420,lab,1,0,16.671000,0.045400,0.001900
1421,lab,1,0,16.484000,0.045700,0.001900
1422,lab,1,0,16.741000,0.045100,0.001800
1423,lab,1,0,16.659999,0.042100,0.001900
1424,lab,1,0,16.868001,0.043400,0.001900
1425,lab,1,0,16.611999,0.042000,0.002100
1426,lab,1,0,16.679000,0.041500,0.001900
1427,lab,1,0,16.518999,0.041500,0.001800
1428,lab,1,0,16.916001,0.041400,0.001900
1429,lab,1,0,16.441001,0.054400,0.001900
1430,lab,1,0,15.890000,0.054600,0.001900
1431,lab,1,0,16.336000,0.056200,0.001900
1432,lab,1,0,16.889999,0.058400,0.002000
1433,lab,1,0,15.733000,0.070100,0.002900
1434,lab,1,0,16.423000,0.064200,0.002500
1435,lab,1,0,16.069999,0.065200,0.002700
1436,lab,1,0,16.151000,0.062800,0.002100
1437,lab,1,0,16.545000,0.068100,0.002100
1438,lab,1,0,16.957000,0.062300,0.002000
1439,lab,1,0,16.597001,0.069100,0.002100
1440,lab,1,0,17.194001,0.066600,0.002000
1441,lab,1,0,16.135000,0.180500,0.002100
1442,lab,1,0,16.438000,0.837800,0.002400
1443,lab,1,0,16.486000,0.753700,0.002100
1444,lab,1,0,16.634000,1.072100,0.002000
1445,lab,1,0,16.956000,0.911000,0.002000
1446,lab,1,0,16.975001,1.366500,0.002000
1447,lab,1,0,15.961001,0.834400,0.001900
1448,lab,1,0,16.671000,1.027200,0.002000
1449,lab,1,0,16.316999,1.245900,0.002100
1450,lab,1,0,16.575001,1.730800,0.002000
1451,lab,1,0,16.182000,0.938200,0.002000
1452,lab,1,0,16.233999,1.051400,0.002000
1453,lab,1,0,16.384000,3.016000,0.002200
1454,lab,1,0,16.481001,3.161100,0.002200
1455,lab,1,0,16.282000,1.475500,0.002000
1456,lab,1,0,16.278999,1.636700,0.001800
1457,lab,1,0,16.414000,1.376700,0.002000
1458,lab,1,0,16.508000,1.259800,0.002100
1459,lab,1,0,16.297001,1.166900,0.001900
1460,lab,1,0,17.070999,1.198200,0.002100
1461,lab,1,0,16.021000,1.154900,0.002100
1462,lab,1,0,16.392000,0.725100,0.001900
1463,lab,1,0,16.362000,0.792700,0.002500
1464,lab,1,0,16.152000,0.740400,0.002000
1465,lab,1,0,16.614001,0.324900,0.001900
1466,lab,1,0,16.019000,0.072600,0.001900
1467,lab,1,0,16.899001,0.047400,0.001900
1468,lab,1,0,16.448000,0.048500,0.001900
1469,lab,1,0,16.452000,0.047600,0.001800
1470,lab,1,0,16.849000,0.040300,0.001800
1471,lab,1,0,16.422002,0.035900,0.002100
1472,lab,1,0,16.565001,0.035600,0.001800
1473,lab,1,0,16.760001,0.032700,0.001900
1474,lab,1,0,16.913999,0.032300,0.002000
1475,lab,1,0,15.954999,0.032500,0.002100
1476,lab,1,0,16.515000,0.028200,0.001900
1477,lab,1,0,16.992001,0.027700,0.001900
1478,lab,1,0,16.020000,0.026800,0.002000
1479,lab,1,0,17.021000,0.026700,0.001900
1480,lab,1,0,15.935000,0.025700,0.002000
1481,lab,1,0,16.160998,0.025500,0.002000
1482,lab,1,0,16.166000,0.025000,0.001900
1483,lab,1,0,16.345000,0.024900,0.001900
1484,lab,1,0,16.190000,0.025000,0.002000
1485,lab,1,0,16.357999,0.024500,0.001900
1486,lab,1,0,16.117001,0.024000,0.002000
1487,lab,1,0,16.309999,0.026300,0.002000
1488,lab,1,0,16.174000,0.025400,0.002000
1489,lab,1,0,16.318001,0.025100,0.002000
1490,lab,1,0,16.482001,0.029300,0.002000
1491,lab,1,0,15.628999,0.027500,0.001900
1492,lab,1,0,16.458001,0.030000,0.001900
1493,lab,1,0,16.283002,0.030900,0.002400
1494,lab,1,0,16.060000,0.032000,0.002000
1495,lab,1,0,15.877999,0.031800,0.002300
1496,lab,1,0,16.461000,0.031900,0.002200
1497,lab,1,0,16.339000,0.032100,0.002300
1498,lab,1,0,16.940001,0.031300,0.002000
1499,lab,1,0,16.337000,0.033200,0.002500
1500,lab,1,0,16.372999,0.033200,0.002400
1501,lab,1,0,16.745999,0.033600,0.002200
1502,lab,1,0,16.774001,0.038300,0.002500
1503,lab,1,0,15.955999,0.037000,0.002100
1504,lab,1,0,16.385000,0.035600,0.002100
1505,lab,1,0,16.568001,0.035700,0.001900
1506,lab,1,0,16.049000,0.037700,0.001900
1507,lab,1,0,16.511999,0.037600,0.001900
1508,lab,1,0,16.976001,0.042100,0.001900
1509,lab,1,0,16.513001,0.043400,0.001900
1510,lab,1,0,16.627001,0.046800,0.001900
1511,lab,1,0,16.496999,0.051700,0.002400
1512,lab,1,0,16.712001,0.062500,0.002200
1513,lab,1,0,16.412999,0.064900,0.002100
1514,lab,1,0,16.599001,0.063200,0.001900
1515,lab,1,0,16.584000,0.060900,0.001900
1516,lab,1,0,17.148999,0.064000,0.001800
1517,lab,1,0,16.114000,0.068300,0.001900
1518,lab,1,0,16.779000,0.060600,0.001900
1519,lab,1,0,17.157000,0.063700,0.001900
1520,lab,1,0,16.076000,0.080900,0.001900
1521,lab,1,0,16.802000,0.077700,0.002000
1522,lab,1,0,16.674999,0.087200,0.002000
1523,lab,1,0,16.429001,0.457000,0.002200
1524,lab,1,0,16.702998,2.105900,0.305800
1525,lab,1,0,16.834000,2.798900,0.001900
1526,lab,1,0,16.542999,2.671600,0.001800
1527,lab,1,0,16.801002,2.427800,0.002000
1528,lab,1,0,16.483000,1.935200,0.001800
1529,lab,1,0,16.533000,2.104600,0.001900
1530,lab,1,0,16.745999,2.391400,0.001900
1531,lab,1,0,16.553000,2.141300,0.274200
1532,lab,1,0,16.534999,1.820900,0.002100
1533,lab,1,0,16.584000,1.945700,0.001800
1534,lab,1,0,17.213000,2.600500,0.002000
1535,lab,1,0,16.249001,2.446700,0.001900
1536,lab,1,0,16.520001,2.143200,0.001900
1537,lab,1,0,16.666001,1.782100,0.001900
1538,lab,1,0,16.674999,2.044900,0.280100
1539,lab,1,0,16.856002,1.927800,0.001800
1540,lab,1,0,16.431998,0.934200,0.002000
1541,lab,1,0,16.688000,1.455400,0.002000
1542,lab,1,0,16.251000,1.051500,0.001800
1543,lab,1,0,16.311001,1.847300,0.001900
1544,lab,1,0,16.308000,1.023700,0.001800
1545,lab,1,0,16.632000,0.541300,0.269000
1546,lab,1,0,16.502000,0.503900,0.001900
1547,lab,1,0,16.062999,0.439200,0.001900
1548,lab,1,0,16.124999,0.910900,0.001900
1549,lab,1,0,16.462000,0.544500,0.001700
1550,lab,1,0,16.391002,0.985800,0.001900
1551,lab,1,0,16.663000,0.956700,0.001900
1552,lab,1,0,17.148999,0.700900,0.272700
1553,lab,1,0,15.946001,1.147600,0.002100
1554,lab,1,0,16.489001,0.916000,0.001800
1555,lab,1,0,16.585000,0.896600,0.002000
1556,lab,1,0,16.711000,0.855800,0.001900
1557,lab,1,0,17.163999,1.040000,0.001900
1558,lab,1,0,16.587000,1.749200,0.274900
1559,lab,1,0,16.458001,1.529100,0.001900
1560,lab,1,0,17.297002,1.507400,0.002000
1561,lab,1,0,15.825000,0.813900,0.002000
1562,lab,1,0,16.481001,0.873400,0.001800
1563,lab,1,0,16.575001,1.208400,0.002000
1564,lab,1,0,16.906001,0.956400,0.002000
1565,lab,1,0,16.395001,0.973600,0.291300
1566,lab,1,0,16.479000,1.495200,0.001900
1567,lab,1,0,16.692000,1.201000,0.001800
1568,lab,1,0,16.593000,1.060500,0.001900
1569,lab,1,0,16.661000,0.930100,0.001800
1570,lab,1,0,16.570998,0.841500,0.002100
1571,lab,1,0,16.072001,0.825300,0.002100
1572,lab,1,0,16.631000,1.182400,0.278100
1573,lab,1,0,17.021999,0.928700,0.001900
1574,lab,1,0,15.923999,1.061900,0.002000
1575,lab,1,0,16.920999,1.017300,0.001900
1576,lab,1,0,16.139001,0.986500,0.001900
1577,lab,1,0,15.873000,0.536000,0.001900
1578,lab,1,0,16.446000,0.829000,0.001800
1579,lab,1,0,16.323000,0.426500,0.278900
1580,outer,1,0,16.354000,0.351200,0.001900
1581,outer,1,0,16.879000,0.422000,0.001700
1582,outer,1,0,16.500000,0.401400,0.002100
1583,outer,1,0,15.905000,0.253800,0.002000
1584,outer,1,0,16.347999,0.225600,0.002000
1585,outer,1,0,16.302001,0.032500,0.001800
1586,outer,1,0,16.721999,0.032000,0.273700
1587,outer,1,0,16.148999,0.028700,0.001900
1588,outer,1,0,16.426001,0.027600,0.001900
1589,outer,1,0,16.513001,0.028500,0.001900
1590,outer,1,0,16.455999,0.028000,0.001800
1591,outer,1,0,16.688999,0.028400,0.001900
1592,outer,1,0,16.724002,0.028500,0.002100
1593,outer,1,0,16.136000,0.027900,0.002000
1594,outer,1,0,16.190000,0.027700,0.001900
1595,outer,1,0,16.377000,0.028300,0.001900
1596,outer,1,0,16.431998,0.029000,0.001900
1597,outer,1,0,16.009001,0.027400,0.001800
1598,outer,1,0,16.415002,0.028000,0.001800
1599,outer,1,0,16.527999,0.027900,0.001900
1600,outer,1,0,16.721999,0.028300,0.001800
1601,outer,1,0,16.793000,0.029300,0.001900
1602,outer,1,0,15.810000,0.029300,0.001800
1603,outer,1,0,16.594000,0.028600,0.001900
1604,outer,1,0,16.146000,0.027700,0.001800
1605,outer,1,0,16.618000,0.028700,0.001800
1606,outer,1,0,16.395999,0.028100,0.001900
1607,outer,1,0,16.132999,0.029500,0.002000
1608,outer,1,0,15.867000,0.029100,0.001900
1609,outer,1,0,16.825002,0.028700,0.001900
1610,outer,1,0,16.062001,0.027900,0.001900
1611,outer,1,0,16.328000,0.027800,0.001900
1612,outer,1,0,16.789000,0.027300,0.002000
1613,outer,1,0,15.842000,0.029200,0.002100
1614,outer,1,0,16.026000,0.028800,0.002000
1615,outer,1,0,16.066000,0.028000,0.002000
1616,outer,1,0,16.132999,0.027800,0.002000
1617,outer,1,0,16.809000,0.033100,0.002100
1618,outer,1,0,16.485000,0.027500,0.001900
1619,outer,1,0,16.357999,0.051800,0.003600
1620,outer,1,0,15.583999,0.028700,0.002000
1621,outer,1,0,16.899001,0.028700,0.002100
1622,outer,1,0,16.148999,0.030200,0.002100
1623,outer,1,0,16.676001,0.034300,0.002300
1624,outer,1,0,16.163999,0.028800,0.002000
1625,outer,1,0,16.628001,0.024300,0.002000
1626,outer,1,0,16.333001,0.023600,0.001900
1627,outer,1,0,16.024001,0.023800,0.001900
1628,outer,1,0,16.677000,0.028800,0.001900
1629,outer,1,0,16.288999,0.030200,0.001900
1630,outer,1,0,16.572000,0.023600,0.001900
1631,outer,1,0,16.163999,0.035500,0.002000
1632,outer,1,0,16.497999,0.032800,0.002000
1633,outer,1,0,16.256999,0.032200,0.002000
1634,outer,1,0,16.445000,0.032600,0.001900
1635,outer,1,0,16.141001,0.038400,0.002000
1636,outer,1,0,18.051000,0.038700,0.002200
1637,outer,1,0,15.394000,0.047400,0.002800
1638,outer,1,0,16.664000,0.049100,0.002800
1639,outer,1,0,15.529000,0.044700,0.002700
1640,outer,1,0,15.850000,0.044300,0.002400
1641,outer,1,0,15.967000,0.047800,0.002400
1642,outer,1,0,16.796000,0.051200,0.002100
1643,outer,1,0,16.080000,0.045700,0.002100
1644,outer,1,0,16.302001,0.048000,0.002300
1645,outer,1,0,16.623000,0.048000,0.002300
1646,outer,1,0,16.486999,0.048200,0.002000
1647,outer,1,0,16.662000,0.046700,0.002000
1648,outer,1,0,17.037001,0.046400,0.001900
1649,outer,1,0,16.695999,0.046100,0.001900
1650,outer,1,0,16.501000,0.046600,0.002300
1651,outer,1,0,16.633000,0.042600,0.002000
1652,outer,1,0,16.733000,0.041300,0.001800
1653,outer,1,0,16.670000,0.043700,0.001900
1654,outer,1,0,16.827999,0.042100,0.002000
1655,outer,1,0,16.450999,0.046400,0.002300
1656,outer,1,0,16.333001,0.046900,0.002900
1657,outer,1,0,16.755000,0.048200,0.002300
1658,outer,1,0,17.359000,0.047300,0.002300
1659,outer,1,0,16.043000,0.053500,0.003500
1660,outer,1,0,16.662000,0.043200,0.003000
1661,outer,1,0,16.504999,0.047500,0.002400
1662,outer,1,0,16.726999,0.045300,0.002300
1663,outer,1,0,17.790001,0.044100,0.002100
1664,outer,1,0,15.831001,0.047800,0.002500
1665,outer,1,0,17.704999,0.042500,0.002700
1666,outer,1,0,15.809000,0.040800,0.002900
1667,outer,1,0,15.961999,0.037200,0.002700
1668,outer,1,0,16.481001,0.038500,0.002300
1669,outer,1,0,16.683001,0.034600,0.002000
1670,outer,1,0,16.249999,0.012900,0.002100
1671,outer,1,0,16.985999,0.013000,0.002100
1672,outer,1,0,16.542001,0.012800,0.002200
1673,outer,1,0,16.295001,0.013400,0.002500
1674,outer,1,0,16.791999,0.012500,0.002200
1675,outer,1,0,16.446000,0.012700,0.001900
1676,outer,1,0,17.437000,0.011800,0.001900
1677,outer,1,0,15.952000,0.011600,0.002000
1678,outer,1,0,16.884001,0.011700,0.002000
1679,outer,1,0,16.465999,0.012900,0.002200
1680,outer,1,0,16.587999,0.013100,0.002800
1681,outer,1,0,16.611001,0.012900,0.002200
1682,outer,1,0,16.150000,0.014700,0.002300
1683,outer,1,0,16.391002,0.013800,0.002100
1684,outer,1,0,16.724002,0.012700,0.001900
1685,outer,1,0,16.288999,0.012300,0.002000
1686,outer,1,0,16.694000,0.011800,0.001800
1687,outer,1,0,16.587000,0.014700,0.002400
1688,outer,1,0,16.551999,0.011200,0.002000
1689,outer,1,0,16.740000,0.011600,0.001900
1690,outer,1,0,16.916001,0.011600,0.001900
1691,outer,1,0,17.224001,0.011900,0.002000
1692,outer,1,0,16.229000,0.012000,0.002000
1693,outer,1,0,16.330000,0.011500,0.002000
1694,outer,1,0,16.402001,0.011400,0.001900
1695,outer,1,0,17.853001,0.011200,0.001900
1696,outer,1,0,15.412000,0.014400,0.002700
1697,outer,1,0,16.408000,0.013200,0.002100
1698,outer,1,0,16.524000,0.012600,0.002100
1699,outer,1,0,16.641000,0.012000,0.002000
1700,outer,1,0,16.949000,0.012200,0.002000
1701,outer,1,0,16.390000,0.012300,0.001900
1702,outer,1,0,17.086001,0.011600,0.001900
1703,outer,1,0,16.422002,0.012800,0.002100
1704,outer,1,0,16.263001,0.025400,0.002100
1705,outer,1,0,16.561002,0.027600,0.002100
1706,outer,1,0,16.472001,0.026600,0.002200
1707,outer,1,0,16.667999,0.025000,0.002000
1708,outer,1,0,16.681999,0.024400,0.001900
