sample,region,movement_input,action_or_upload,frame_ms,walk_cpu_ms,upload_cpu_ms
576,creek,1,0,17.176000,0.033700,0.002700
577,creek,1,0,15.703000,0.036000,0.003000
578,creek,1,0,16.633000,0.056300,0.003500
579,creek,1,0,16.714001,0.035600,0.003100
580,creek,1,0,16.968001,0.035300,0.002600
581,creek,1,0,16.346000,0.044700,0.002900
582,outer,1,0,16.784001,0.034300,0.002800
583,outer,1,0,16.353000,0.033900,0.002600
584,outer,1,0,17.541001,0.034700,0.002400
585,outer,1,0,16.278999,0.036500,0.002900
586,outer,1,0,16.830999,0.033300,0.003200
587,outer,1,0,19.398000,0.035900,0.002700
588,outer,1,0,15.087000,0.040600,0.004200
589,outer,1,0,15.555000,0.049400,0.004400
590,outer,1,0,17.601999,0.041900,0.004000
591,outer,1,0,15.220000,0.037200,0.004800
592,outer,1,0,17.443001,0.042300,0.003300
593,outer,1,0,16.928000,0.043400,0.004400
594,outer,1,0,16.215000,0.039000,0.003900
595,outer,1,0,15.996000,0.040800,0.004000
596,outer,1,0,16.395001,0.037300,0.003300
597,outer,1,0,16.239999,0.032600,0.003000
598,outer,1,0,16.729999,0.036100,0.003100
599,outer,1,0,16.337000,0.036100,0.003300
600,outer,1,0,16.911000,0.029900,0.002900
601,outer,1,0,17.184999,0.032600,0.002600
602,outer,1,0,17.051000,0.034800,0.003200
603,outer,1,0,16.004998,0.031200,0.003400
604,outer,1,0,16.999001,0.036300,0.003000
605,outer,1,0,16.834999,0.035700,0.002800
606,outer,1,0,16.271999,0.029300,0.002800
607,outer,1,0,16.951000,0.034700,0.002600
608,outer,1,0,16.090000,0.026800,0.002700
609,outer,1,0,16.510000,0.033600,0.003100
610,outer,1,0,17.066000,0.025700,0.003200
611,outer,1,0,16.385000,0.037900,0.003000
612,outer,1,0,16.569000,0.025000,0.002900
613,outer,1,0,16.318001,0.033100,0.002800
614,outer,1,0,16.736999,0.036900,0.002800
615,outer,1,0,17.194001,0.035100,0.003400
616,outer,1,0,16.549999,0.029600,0.003400
617,outer,1,0,15.916999,0.034200,0.003300
618,outer,1,0,16.687000,0.027900,0.003100
619,outer,1,0,16.237000,0.034100,0.003300
620,outer,1,0,16.631000,0.028000,0.003200
621,outer,1,0,17.440001,0.035600,0.003300
622,outer,1,0,16.687000,0.027300,0.002900
623,outer,1,0,16.090000,0.033400,0.002900
624,outer,1,0,16.215000,0.027400,0.002900
625,outer,1,0,17.101999,0.031100,0.002900
626,outer,1,0,16.322000,0.026700,0.003200
627,outer,1,0,16.948000,0.031700,0.003000
628,outer,1,0,17.275000,0.027000,0.003100
629,outer,1,0,16.251000,0.033100,0.003200
630,outer,1,0,16.779000,0.028300,0.003700
631,outer,1,0,16.472999,0.036600,0.003500
632,outer,1,0,17.399000,0.028800,0.003100
633,outer,1,0,15.811000,0.036800,0.003800
634,outer,1,0,16.864000,0.031800,0.003200
635,outer,1,0,15.689999,0.037600,0.003400
636,outer,1,0,16.770000,0.030200,0.003300
637,outer,1,0,17.238000,0.030700,0.003600
638,outer,1,0,15.996000,0.036900,0.003200
639,outer,1,0,18.263001,0.029000,0.003300
640,outer,1,0,15.541000,0.038000,0.003600
641,outer,1,0,16.597001,0.036900,0.003800
642,outer,1,0,20.254999,0.037300,0.004000
643,outer,1,0,15.911000,0.053800,0.004400
644,outer,1,0,14.931000,0.039000,0.004100
645,outer,1,0,18.718001,0.043100,0.003700
646,outer,1,0,14.912000,0.048000,0.005400
647,outer,1,0,16.656000,0.042400,0.004800
648,outer,1,0,15.410000,0.046500,0.004400
649,outer,1,0,17.589001,0.032100,0.003800
650,outer,1,0,17.698999,0.035600,0.004000
651,outer,1,0,14.377000,0.042400,0.004000
652,outer,1,0,18.783001,0.032000,0.003600
653,outer,1,0,16.301000,0.046400,0.005600
654,outer,1,0,14.818000,0.049400,0.004400
655,outer,1,0,16.990999,0.034000,0.003800
656,outer,1,0,17.410999,0.034100,0.004100
657,outer,1,0,17.527001,0.041800,0.003900
658,outer,1,0,15.923001,0.034400,0.004100
659,outer,1,0,15.410000,0.037000,0.004300
660,outer,1,0,16.648000,0.039600,0.004300
661,outer,1,0,16.232001,0.037200,0.004100
662,outer,1,0,17.108999,0.036700,0.004300
663,outer,1,0,16.997999,0.042100,0.003700
664,outer,1,0,15.680000,0.040700,0.004000
665,outer,1,0,16.681999,0.039600,0.004100
666,outer,1,0,16.604999,0.036500,0.004200
667,outer,1,0,16.050000,0.036600,0.003400
668,outer,1,0,17.215999,0.030800,0.003700
669,outer,1,0,16.424000,0.035500,0.003500
670,outer,1,0,16.443001,0.029400,0.003300
671,outer,1,0,15.947999,0.031300,0.002800
672,outer,1,0,16.957000,0.027200,0.003000
673,outer,1,0,17.400000,0.031200,0.003200
674,outer,1,0,15.859000,0.030300,0.002800
675,outer,1,0,16.224001,0.032300,0.002900
676,outer,1,0,16.688999,0.029500,0.003200
677,outer,1,0,17.455000,0.025800,0.002600
678,outer,1,0,16.115000,0.028200,0.002700
679,outer,1,0,16.909000,0.032600,0.003000
680,outer,1,0,17.010000,0.028100,0.003100
681,outer,1,0,16.367001,0.031800,0.003100
682,outer,1,0,16.084000,0.027500,0.002800
683,outer,1,0,16.311999,0.026700,0.002800
684,outer,1,0,16.723000,0.038100,0.002700
685,outer,1,0,16.443001,0.029700,0.002600
686,outer,1,0,16.702998,0.023900,0.002300
687,outer,1,0,16.732000,0.024000,0.002300
688,outer,1,0,16.466999,0.026900,0.002700
689,outer,1,0,16.566001,0.025800,0.002700
690,outer,1,0,17.841998,0.026300,0.002500
691,outer,1,0,15.944000,0.042000,0.003400
692,outer,1,0,16.617000,0.030700,0.002800
693,outer,1,0,16.280001,0.029500,0.002500
694,outer,1,0,17.488001,0.030000,0.002400
695,outer,1,0,16.097000,0.030200,0.002800
696,outer,1,0,16.194001,0.027900,0.003100
697,outer,1,0,16.705999,0.027000,0.002600
698,outer,1,0,16.302999,0.025400,0.002500
699,outer,1,0,16.959000,0.025100,0.002100
700,outer,1,0,16.050000,0.029400,0.002000
701,outer,1,0,15.831999,0.025600,0.002000
702,outer,1,0,17.381001,0.026300,0.002100
703,outer,1,0,16.503001,0.031100,0.002600
704,outer,1,0,15.659999,0.029200,0.002900
705,outer,1,0,16.954001,0.035900,0.003500
706,outer,1,0,16.507000,0.038200,0.003200
707,outer,1,0,15.470000,0.039400,0.003800
708,outer,1,0,16.558001,0.038200,0.003500
709,outer,1,0,16.081000,0.043700,0.003900
710,outer,1,0,15.949000,0.038200,0.003900
711,outer,1,0,16.162001,0.037200,0.003900
712,outer,1,0,16.278999,0.035700,0.003000
713,outer,1,0,16.570998,0.041900,0.003900
714,outer,1,0,16.774001,0.034400,0.003200
715,outer,1,0,15.899001,0.040500,0.003500
716,outer,1,0,16.378000,0.039600,0.003500
717,outer,1,0,16.030001,0.036500,0.003600
718,outer,1,0,15.372000,0.035900,0.003600
719,outer,1,0,16.177999,0.034800,0.003100
720,outer,1,0,15.977001,0.042100,0.003500
721,outer,1,0,16.308000,0.036200,0.003400
722,outer,1,0,16.458001,0.037600,0.003500
723,outer,1,0,16.100001,0.037600,0.003500
724,outer,1,0,15.893999,0.035500,0.003100
725,outer,1,0,16.256999,0.041300,0.003400
726,outer,1,0,16.478000,0.034700,0.002900
727,outer,1,0,16.365999,0.037400,0.003400
728,outer,1,0,16.181000,0.037200,0.003000
729,outer,1,0,16.621999,0.034900,0.002900
730,outer,1,0,16.254000,0.035800,0.003000
731,outer,1,0,16.492000,0.034700,0.003000
732,outer,1,0,16.485000,0.037300,0.003800
733,outer,1,0,16.301000,0.039300,0.003700
734,outer,1,0,15.840000,0.034700,0.003300
735,outer,1,0,16.681999,0.030100,0.003400
736,outer,1,0,15.718000,0.028100,0.002900
737,outer,1,0,16.632000,0.027400,0.002400
738,outer,1,0,16.386000,0.027500,0.002300
739,outer,1,0,16.221000,0.026400,0.002400
740,outer,1,0,16.781000,0.024700,0.002000
741,outer,1,0,16.170001,0.024700,0.002200
742,outer,1,0,16.501000,0.024100,0.002200
743,outer,1,0,17.069999,0.024500,0.002400
744,outer,1,0,15.937999,0.025100,0.001900
745,outer,1,0,16.466999,0.024400,0.002100
746,outer,1,0,16.158001,0.024000,0.001800
747,outer,1,0,16.169000,0.023800,0.001900
748,outer,1,0,16.652001,0.044300,0.003500
749,outer,1,0,15.982000,0.023200,0.001900
750,outer,1,0,16.438998,0.023900,0.002000
751,outer,1,0,16.273001,0.023400,0.002000
752,outer,1,0,16.282000,0.023800,0.001800
753,outer,1,0,16.403999,0.023300,0.002000
754,outer,1,0,16.501000,0.023400,0.002000
755,outer,1,0,16.448000,0.023500,0.001900
756,outer,1,0,16.694000,0.023600,0.002000
757,outer,1,0,17.177999,0.034500,0.002500
758,outer,1,0,16.012000,0.026700,0.002100
759,outer,1,0,16.805999,0.024300,0.001900
760,outer,1,0,16.625999,0.024500,0.002100
761,outer,1,0,16.150000,0.024500,0.002000
762,outer,1,0,16.936000,0.044900,0.003600
763,outer,1,0,16.378000,0.026300,0.032900
764,outer,1,0,16.211001,0.024800,0.002100
765,outer,1,0,16.597001,0.024400,0.001900
766,outer,1,0,16.525000,0.024300,0.002000
767,outer,1,0,16.562000,0.025000,0.002000
768,outer,1,0,17.228000,0.024100,0.001900
769,outer,1,0,16.443999,0.026300,0.002100
770,outer,1,0,17.379999,0.028800,0.002300
771,outer,1,0,16.051000,0.031400,0.003100
772,outer,1,0,17.124001,0.031100,0.002700
773,outer,1,0,15.671000,0.033400,0.002900
774,outer,1,0,16.393999,0.031200,0.002900
775,outer,1,0,16.224001,0.029200,0.002800
776,outer,1,0,16.392000,0.025900,0.002600
777,outer,1,0,16.638000,0.026600,0.003000
778,outer,1,0,16.225999,0.027400,0.002600
779,outer,1,0,15.698001,0.029500,0.002600
780,outer,1,0,17.346000,0.028300,0.002500
781,outer,1,0,15.154000,0.041300,0.004200
782,outer,1,0,17.231001,0.030600,0.002800
783,outer,1,0,15.843000,0.033700,0.003000
784,outer,1,0,16.274000,0.031300,0.002600
785,outer,1,0,16.702000,0.033100,0.002600
786,outer,1,0,16.578000,0.037800,0.003100
787,outer,1,0,17.155999,0.030100,0.002800
788,outer,1,0,16.136998,0.033800,0.003100
789,outer,1,0,16.076999,0.033100,0.003100
790,outer,1,0,16.745999,0.031800,0.002900
791,outer,1,0,16.607000,0.031500,0.002900
792,outer,1,0,17.177999,0.031700,0.002700
793,outer,1,0,15.310001,0.032100,0.003000
794,outer,1,0,16.553000,0.030900,0.002900
795,outer,1,0,15.606000,0.030900,0.002600
796,outer,1,0,17.019000,0.030500,0.002900
797,outer,1,0,16.093999,0.030400,0.002800
798,outer,1,0,16.568001,0.031200,0.002900
799,outer,1,0,15.942000,0.030600,0.002800
800,outer,1,0,16.725000,0.024700,0.002300
801,outer,1,0,15.924999,0.024700,0.002400
802,outer,1,0,16.553000,0.041800,0.004000
803,outer,1,0,16.762000,0.023600,0.002600
804,outer,1,0,16.535999,0.022600,0.002200
805,outer,1,0,16.633000,0.022600,0.002100
806,outer,1,0,17.031999,0.022800,0.002200
807,outer,1,0,16.228002,0.021900,0.002000
808,outer,1,0,17.315000,0.024600,0.002100
809,outer,1,0,16.232001,0.022200,0.001900
810,outer,1,0,16.520999,0.022200,0.001800
811,outer,1,0,16.628999,0.021300,0.001900
812,outer,1,0,16.494000,0.021400,0.001900
813,outer,1,0,17.129000,0.021900,0.001900
814,outer,1,0,16.072001,0.024200,0.001800
815,outer,1,0,17.042000,0.023600,0.002000
816,outer,1,0,16.642999,0.026400,0.002000
817,outer,1,0,15.993001,0.026500,0.001900
818,outer,1,0,16.654000,0.026500,0.002000
819,outer,1,0,15.994001,0.026500,0.002000
820,outer,1,0,16.791999,0.027600,0.002100
821,outer,1,0,16.347000,0.025100,0.002400
822,outer,1,0,16.093999,0.023200,0.002400
823,outer,1,0,16.658001,0.023200,0.002300
824,outer,1,0,16.980000,0.021900,0.002200
825,outer,1,0,15.916001,0.024200,0.002600
826,outer,1,0,16.422002,0.023600,0.002100
827,outer,1,0,16.575001,0.022300,0.002000
828,outer,1,0,16.702998,0.021000,0.002100
829,outer,1,0,16.672000,0.021400,0.002100
830,outer,1,0,16.635999,0.023200,0.002200
831,outer,1,0,16.632000,0.027600,0.002100
832,outer,1,0,16.337000,0.023100,0.002200
833,outer,1,0,17.037001,0.025400,0.002500
834,outer,1,0,16.000999,0.025800,0.002200
835,outer,1,0,16.894000,0.024500,0.002200
836,outer,1,0,16.287001,0.023900,0.002000
837,outer,1,0,17.353000,0.024400,0.001900
838,outer,1,0,15.990000,0.024300,0.002000
839,outer,1,0,16.152000,0.024000,0.001900
840,outer,1,0,16.992999,0.022900,0.002000
841,outer,1,0,17.007999,0.024100,0.002200
842,outer,1,0,16.719000,0.025700,0.002200
843,outer,1,0,16.048001,0.026100,0.002100
844,outer,1,0,16.999001,0.025000,0.002300
845,outer,1,0,16.162001,0.030300,0.002000
846,outer,1,0,16.962999,0.023300,0.002000
847,outer,1,0,16.457001,0.023500,0.001800
848,outer,1,0,16.966999,0.024600,0.001800
849,outer,1,0,16.160998,0.024000,0.002000
850,outer,1,0,16.611999,0.024300,0.001900
851,outer,1,0,16.679000,0.024000,0.001900
852,outer,1,0,16.645001,0.023500,0.001900
853,outer,1,0,16.756000,0.023000,0.001900
854,outer,1,0,16.582001,0.022500,0.001900
855,outer,1,0,16.687000,0.022300,0.001900
856,outer,1,0,16.486999,0.022300,0.001800
857,outer,1,0,16.610000,0.022800,0.001900
858,outer,1,0,17.070999,0.022400,0.001800
859,outer,1,0,16.495001,0.023000,0.001900
860,outer,1,0,17.146001,0.022900,0.001900
861,outer,1,0,15.930999,0.023800,0.002000
862,outer,1,0,16.985001,0.023200,0.001900
863,outer,1,0,16.340999,0.043200,0.003600
864,outer,1,0,16.674999,0.022700,0.001900
865,outer,1,0,16.488001,0.023300,0.001800
866,outer,1,0,16.513001,0.022600,0.001900
867,outer,1,0,16.580001,0.022700,0.001900
868,outer,1,0,16.718000,0.022800,0.002100
869,outer,1,0,16.770000,0.023100,0.002000
870,outer,1,0,16.573001,0.022500,0.001800
871,outer,1,0,16.572000,0.022900,0.001800
872,outer,1,0,16.783001,0.023900,0.001800
873,outer,1,0,16.518999,0.023700,0.001900
874,outer,1,0,16.826000,0.023500,0.001900
875,outer,1,0,16.836001,0.023100,0.002100
876,outer,1,0,16.299998,0.022700,0.002000
877,outer,1,0,16.860999,0.022800,0.001900
878,outer,1,0,16.319001,0.022400,0.001900
879,outer,1,0,16.648000,0.022600,0.001900
880,outer,1,0,16.887000,0.023300,0.001900
881,outer,1,0,16.239000,0.023600,0.001800
882,outer,1,0,16.362000,0.023100,0.002000
883,outer,1,0,17.289000,0.023200,0.002000
884,outer,1,0,16.047001,0.024600,0.002100
885,outer,1,0,16.872998,0.023600,0.002100
886,outer,1,0,17.074000,0.024800,0.002200
887,outer,1,0,15.758000,0.024300,0.002100
888,outer,1,0,16.719999,0.023800,0.002000
889,outer,1,0,16.768999,0.024200,0.001800
890,outer,1,0,16.558999,0.023400,0.002000
891,outer,1,0,16.740000,0.023000,0.002100
892,outer,1,0,17.219000,0.024300,0.001900
893,outer,1,0,16.091999,0.026300,0.002200
894,outer,1,0,16.162001,0.028000,0.002300
895,outer,1,0,16.590999,0.023800,0.002000
896,outer,1,0,16.363000,0.023800,0.001900
897,outer,1,0,16.803000,0.023600,0.002300
898,creek,1,0,16.438998,0.023600,0.002000
899,creek,1,0,16.940001,0.024700,0.002200
900,creek,1,0,16.151000,0.023800,0.002000
901,creek,1,0,16.937999,0.025400,0.002100
902,creek,1,0,16.357001,0.024600,0.002100
903,creek,1,0,16.277000,0.023800,0.002100
904,creek,1,0,17.007999,0.023400,0.001900
905,creek,1,0,16.245000,0.023200,0.001900
906,creek,1,0,16.896999,0.023300,0.001900
907,creek,1,0,16.843000,0.022900,0.002000
908,creek,1,0,17.106000,0.022800,0.001900
909,creek,1,0,16.195999,0.024300,0.002000
910,creek,1,0,15.772000,0.026100,0.002200
911,creek,1,0,16.601998,0.024700,0.002300
912,creek,1,0,16.205000,0.023800,0.002000
913,creek,1,0,16.701000,0.023700,0.002000
914,creek,1,0,15.943000,0.022800,0.001900
915,creek,1,0,16.887000,0.023300,0.001900
916,creek,1,0,16.131001,0.022800,0.001800
917,creek,1,0,16.524000,0.023000,0.001900
918,creek,1,0,16.740000,0.023000,0.001900
919,creek,1,0,16.754000,0.022600,0.001800
920,creek,1,0,16.652999,0.023200,0.001900
921,creek,1,0,16.590001,0.024300,0.002100
922,creek,1,0,16.476000,0.023400,0.001900
923,creek,1,0,16.916001,0.023000,0.001900
924,creek,1,0,16.601998,0.022800,0.001900
925,creek,1,0,16.673999,0.022800,0.001900
926,creek,1,0,16.656000,0.038000,0.002000
927,creek,1,0,17.066000,0.023300,0.001800
928,creek,1,0,16.089000,0.022700,0.001800
929,creek,1,0,16.733998,0.022900,0.002200
930,creek,1,0,16.452000,0.022700,0.002000
931,creek,1,0,17.038001,0.022700,0.001900
932,creek,1,0,16.405001,0.022500,0.001800
933,creek,1,0,16.783001,0.022900,0.002000
934,creek,1,0,16.251000,0.022900,0.002000
935,creek,1,0,16.035000,0.026500,0.001800
936,creek,1,0,16.700001,0.040300,0.001900
937,creek,1,0,16.515000,0.036700,0.002000
938,creek,1,0,15.989000,0.035800,0.001900
939,creek,1,0,16.570998,0.038600,0.002300
940,creek,1,0,16.113000,0.035200,0.002000
941,creek,1,0,16.566001,0.030900,0.002000
942,creek,1,0,16.275998,0.048600,0.003600
943,creek,1,0,16.712999,0.026000,0.001800
944,creek,1,0,16.824000,0.026200,0.001900
945,creek,1,0,16.309999,0.026400,0.002200
946,creek,1,0,17.673999,0.026500,0.002000
947,creek,1,0,15.929000,0.028700,0.002100
948,creek,1,0,16.518001,0.026900,0.002100
949,creek,1,0,16.740000,0.027100,0.002000
950,creek,1,0,16.458999,0.026700,0.001900
951,creek,1,0,16.539000,0.025700,0.001900
952,creek,1,0,17.388999,0.025800,0.001900
953,creek,1,0,16.218001,0.028000,0.002400
954,creek,1,0,16.208000,0.027100,0.002300
955,creek,1,0,16.899999,0.024000,0.002100
956,creek,1,0,16.424999,0.024000,0.002000
957,creek,1,0,17.097000,0.023700,0.001900
958,creek,1,0,16.127001,0.023400,0.001800
959,creek,1,0,16.661000,0.023400,0.001800
960,creek,1,0,16.916001,0.043900,0.003600
961,creek,1,0,17.160999,0.024000,0.001900
962,creek,1,0,16.225001,0.029700,0.002300
963,creek,1,0,16.773000,0.028300,0.002200
964,creek,1,0,16.510999,0.028600,0.002000
965,creek,1,0,16.614001,0.028800,0.002100
966,creek,1,0,16.875999,0.026900,0.002100
967,creek,1,0,16.311001,0.026800,0.002000
968,creek,1,0,16.911000,0.026400,0.002000
969,creek,1,0,16.501000,0.026900,0.002000
970,creek,1,0,16.438000,0.028400,0.002300
971,creek,1,0,16.448000,0.027200,0.002500
972,creek,1,0,16.820999,0.026600,0.002400
973,creek,1,0,16.316000,0.025700,0.002000
974,creek,1,0,16.642999,0.025800,0.001800
975,creek,1,0,16.662000,0.025300,0.001900
976,creek,1,0,16.677000,0.025300,0.001800
977,creek,1,0,16.906999,0.025200,0.001800
978,creek,1,0,16.640000,0.025400,0.002000
979,creek,1,0,16.884001,0.025600,0.001900
980,creek,1,0,16.408000,0.026500,0.001800
981,creek,1,0,16.323999,0.026600,0.002000
982,creek,1,0,16.781999,0.026600,0.001800
983,creek,1,0,16.383000,0.026400,0.001900
984,creek,1,0,16.688999,0.025400,0.001900
985,creek,1,0,15.744999,0.025700,0.002000
986,creek,1,0,16.750000,0.025400,0.001900
987,creek,1,0,16.052999,0.026300,0.002300
988,creek,1,0,16.860001,0.024600,0.002100
989,creek,1,0,16.176000,0.023000,0.001900
990,creek,1,0,16.942000,0.023500,0.002000
991,creek,1,0,16.353000,0.023900,0.002100
992,creek,1,0,17.316999,0.022800,0.002500
993,creek,1,0,16.024001,0.024700,0.002300
994,creek,1,0,16.992999,0.023400,0.001900
995,creek,1,0,15.895000,0.023200,0.002200
996,creek,1,0,16.918000,0.023400,0.001900
997,creek,1,0,16.307000,0.022400,0.001900
998,creek,1,0,16.756000,0.022800,0.001900
999,creek,1,0,16.590001,0.022900,0.002000
1000,outer,1,0,16.582999,0.023000,0.001900
1001,outer,1,0,16.697001,0.022900,0.001900
1002,outer,1,0,16.361000,0.023100,0.001900
1003,outer,1,0,17.208001,0.022900,0.001900
1004,outer,1,0,16.069001,0.022600,0.001900
1005,outer,1,0,17.086999,0.023500,0.002100
1006,outer,1,0,16.738001,0.023000,0.002000
1007,outer,1,0,16.808001,0.023000,0.002100
1008,outer,1,0,16.271001,0.023800,0.002000
1009,outer,1,0,16.530002,0.023400,0.002100
1010,outer,1,0,16.501000,0.023800,0.002300
1011,outer,1,0,16.642001,0.023600,0.002100
1012,outer,1,0,17.151000,0.023500,0.002100
1013,outer,1,0,15.981000,0.025000,0.002000
1014,outer,1,0,16.681001,0.024200,0.002300
1015,outer,1,0,16.627001,0.024100,0.002200
1016,outer,1,0,16.927000,0.023400,0.002000
1017,outer,1,0,16.076999,0.023900,0.002000
1018,outer,1,0,16.773000,0.027400,0.001900
1019,outer,1,0,16.677000,0.023300,0.001900
1020,outer,1,0,16.945999,0.023600,0.001900
1021,outer,1,0,16.822999,0.027400,0.002000
1022,outer,1,0,15.998000,0.026600,0.002300
1023,outer,1,0,16.834999,0.025700,0.002000
1024,outer,1,0,16.857000,0.023700,0.002200
1025,outer,1,0,16.323000,0.023800,0.001900
1026,outer,1,0,16.621999,0.023900,0.001900
1027,outer,1,0,16.551001,0.023300,0.001900
1028,outer,1,0,16.485000,0.022600,0.002000
1029,outer,1,0,16.937999,0.022300,0.002000
1030,outer,1,0,16.200000,0.023500,0.001900
1031,outer,1,0,16.768999,0.022500,0.001900
1032,outer,1,0,16.548000,0.023500,0.001900
1033,outer,1,0,16.905000,0.023100,0.002100
1034,outer,1,0,16.357999,0.022300,0.001800
1035,outer,1,0,16.600000,0.022500,0.001900
1036,outer,1,0,16.809000,0.025900,0.002100
1037,outer,1,0,16.609000,0.022100,0.001900
1038,outer,1,0,16.741000,0.022500,0.002000
1039,outer,1,0,17.261999,0.022200,0.001800
1040,outer,1,0,15.614999,0.022700,0.001900
1041,outer,1,0,15.970001,0.023000,0.002000
1042,outer,1,0,16.518001,0.022900,0.001900
1043,outer,1,0,16.563000,0.022800,0.001900
1044,outer,1,0,17.484000,0.026900,0.002200
1045,outer,1,0,14.784001,0.025600,0.002200
1046,outer,1,0,16.204001,0.025200,0.002100
1047,outer,1,0,16.697999,0.023700,0.002000
1048,outer,1,0,16.134001,0.023600,0.002000
1049,outer,1,0,16.601000,0.022900,0.002000
1050,outer,1,0,16.322000,0.024000,0.002000
1051,outer,1,0,16.072001,0.023200,0.001800
1052,outer,1,0,16.570998,0.022900,0.001900
1053,outer,1,0,16.339000,0.023100,0.002000
1054,outer,1,0,16.385000,0.023500,0.002100
1055,outer,1,0,16.198000,0.028900,0.002100
1056,outer,1,0,16.292999,0.022200,0.001800
1057,outer,1,0,16.375000,0.022400,0.001900
1058,outer,1,0,16.423000,0.022300,0.001900
1059,outer,1,0,16.287999,0.022800,0.001800
1060,outer,1,0,16.749000,0.023400,0.001900
1061,outer,1,0,16.672000,0.022800,0.001900
1062,outer,1,0,15.909001,0.022700,0.001900
1063,outer,1,0,16.434001,0.022800,0.001900
1064,outer,1,0,16.244000,0.023300,0.001900
1065,outer,1,0,16.834000,0.028600,0.002000
1066,outer,1,0,16.136998,0.023300,0.001700
1067,outer,1,0,16.254999,0.024100,0.001900
1068,outer,1,0,17.081000,0.027300,0.002000
1069,outer,1,0,15.930999,0.029100,0.002000
1070,outer,1,0,16.174000,0.034000,0.002400
1071,outer,1,0,16.156999,0.029200,0.002000
1072,outer,1,0,17.402001,0.029500,0.002300
1073,outer,1,0,15.695000,0.035100,0.002500
1074,outer,1,0,16.542001,0.032000,0.002100
1075,outer,1,0,16.357001,0.031000,0.002200
1076,outer,1,0,17.132999,0.032300,0.002100
1077,outer,1,0,16.205000,0.029400,0.002000
1078,outer,1,0,17.233999,0.029700,0.002000
1079,outer,1,0,16.573001,0.028300,0.001800
1080,outer,1,0,16.562000,0.030100,0.001900
1081,outer,1,0,16.736999,0.034500,0.002100
1082,outer,1,0,16.735001,0.030900,0.002000
1083,outer,1,0,16.106000,0.029700,0.002300
1084,outer,1,0,16.586000,0.029500,0.002000
1085,outer,1,0,16.586000,0.029700,0.001900
1086,outer,1,0,16.617000,0.029100,0.001900
1087,outer,1,0,16.378000,0.029900,0.002200
1088,outer,1,0,16.316999,0.029400,0.002300
1089,outer,1,0,16.524000,0.030100,0.002300
1090,outer,1,0,16.156001,0.029300,0.002100
1091,outer,1,0,16.834999,0.025700,0.001900
1092,outer,1,0,16.132001,0.025600,0.001900
1093,outer,1,0,16.990000,0.026400,0.002300
1094,outer,1,0,15.834000,0.029000,0.002400
1095,outer,1,0,16.134001,0.028100,0.002300
1096,outer,1,0,16.249999,0.026900,0.002600
1097,outer,1,0,16.292999,0.027600,0.001900
1098,outer,1,0,16.408000,0.026400,0.001800
1099,outer,1,0,16.820999,0.025900,0.001900
1100,outer,1,0,16.252000,0.026200,0.002000
1101,outer,1,0,16.568001,0.026400,0.002000
1102,outer,1,0,16.534999,0.025900,0.001900
1103,outer,1,0,15.787000,0.026400,0.001900
1104,outer,1,0,16.356001,0.026200,0.001900
1105,outer,1,0,16.455999,0.026100,0.002000
1106,outer,1,0,16.175000,0.025500,0.001800
1107,outer,1,0,16.151000,0.025500,0.001900
1108,outer,1,0,16.412001,0.025500,0.002000
1109,outer,1,0,16.610000,0.025200,0.001900
1110,outer,1,0,16.638000,0.026800,0.001800
1111,outer,1,0,16.260000,0.025900,0.001900
1112,outer,1,0,16.190000,0.025200,0.001900
1113,outer,1,0,16.934000,0.025700,0.002100
1114,outer,1,0,16.179001,0.023600,0.002000
1115,outer,1,0,16.438998,0.023200,0.002100
1116,outer,1,0,16.414000,0.022400,0.001900
1117,outer,1,0,16.256999,0.022400,0.001800
1118,outer,1,0,16.222000,0.022300,0.001900
1119,outer,1,0,16.391002,0.022200,0.001900
1120,outer,1,0,16.352000,0.022900,0.001900
1121,outer,1,0,16.436001,0.022200,0.002000
1122,outer,1,0,16.462998,0.030300,0.001800
1123,outer,1,0,16.452000,0.023000,0.001900
1124,outer,1,0,16.496999,0.022400,0.001900
1125,outer,1,0,16.115999,0.022800,0.001800
1126,outer,1,0,16.863002,0.030200,0.002000
1127,outer,1,0,16.187001,0.021900,0.001900
1128,outer,1,0,16.666001,0.022300,0.001900
1129,outer,1,0,17.070999,0.029900,0.001900
1130,outer,1,0,16.648000,0.028000,0.002500
1131,outer,1,0,16.405001,0.025000,0.002100
1132,outer,1,0,17.174000,0.029900,0.002100
1133,outer,1,0,16.151000,0.026700,0.002200
1134,outer,1,0,16.623000,0.024200,0.002200
1135,outer,1,0,16.139999,0.029200,0.002100
1136,outer,1,0,16.121000,0.024700,0.002100
1137,outer,1,0,15.893999,0.022700,0.002200
1138,outer,1,0,16.215999,0.027900,0.002000
1139,outer,1,0,15.822999,0.025600,0.002200
1140,outer,1,0,16.556999,0.022400,0.002200
1141,outer,1,0,16.100001,0.030200,0.002200
1142,outer,1,0,16.407000,0.023500,0.002200
1143,outer,1,0,16.510000,0.031400,0.002100
1144,outer,1,0,16.681001,0.023700,0.002000
1145,outer,1,0,16.200000,0.023600,0.002200
1146,outer,1,0,16.669001,0.029600,0.001900
1147,outer,1,0,16.496001,0.023100,0.001900
1148,outer,1,0,16.760999,0.030800,0.001700
1149,outer,1,0,16.755000,0.022800,0.001900
1150,outer,1,0,16.635001,0.028500,0.001800
